"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"6G Cloud-Native System: Vision, Challenges, Architecture Framework and Enabling Technologies","Q. Li; Z. Ding; X. Tong; G. Wu; S. Stojanovski; T. Luetzenkirchen; A. Kolekar; S. Bangolae; S. Palat","Intel Corporation, Santa Clara, CA, USA; Intel Corporation, Santa Clara, CA, USA; Intel Corporation, Santa Clara, CA, USA; Intel Corporation, Santa Clara, CA, USA; Intel Corporation, Santa Clara, CA, USA; Intel Corporation, Santa Clara, CA, USA; Intel Corporation, Santa Clara, CA, USA; Intel Corporation, Santa Clara, CA, USA; Intel Corporation, Santa Clara, CA, USA",IEEE Access,"19 Sep 2022","2022","10","","96602","96625","Every generation of wireless technologies needs to bring a set of new system capabilities to enable future applications and services, the sixth generation mobile system (6G) is no exception. This paper provides an overview of the technology transformation from the communication-centric the forth generation mobile system (4G) and the fifth generation mobile system (5G) to the compute-centric 6G with the cloud-native system framework as the foundation of the next generation technologies. We explain what 6G plans to achieve, the fundamental reasons for this technology transformation, the architecture framework and enabling technologies to achieve 6G cloud-native technology objectives. This paper intends to provide a technical deep dive on the 6G cloud-native system to trigger more discussions, innovations and bring the technology transformation from concept to reality.","2169-3536","","10.1109/ACCESS.2022.3205341","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9882121","6G;cloud-native;cloud computing;communication-computing convergence;system architecture;ubiquitous computing","6G mobile communication;Cloud computing;5G mobile communication;Artificial intelligence;Ubiquitous computing;Systems architecture;Security","","12","","62","CCBY","8 Sep 2022","","","IEEE","IEEE Journals"
"A Federated Platform Enabling a Systematic Collaboration Among Devices, Data and Functions for Smart Mobility","L. You; M. Danaf; F. Zhao; J. Guan; C. L. Azevedo; B. Atasoy; M. Ben-Akiva","School of Intelligent Systems Engineering, Sun Yat-sen University, Shenzhen, China; Intelligent Transportation Systems Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA; Future Urban Mobility IRG, Singapore-MIT Alliance for Research and Technology Centre, 4 Engineering Drive 3, Singapore; School of Architecture, Harbin Institute of Technology, Shenzhen, China; Department of Management Engineering, Technical University of Denmark, Kongens Lyngby, Denmark; Intelligent Transportation Systems Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA; Intelligent Transportation Systems Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA",IEEE Transactions on Intelligent Transportation Systems,"29 Mar 2023","2023","24","4","4060","4074","Through the vast adoption and application of emerging technologies, the intelligence and autonomy of smart mobility can be substantially elevated to address more diversified demands and supplies. Along with this trend, a systematic collaboration among three essential elements of smart mobility services, namely devices, data and functions, is being studied to comprehensively break down the intrinsic barriers that existed in current solutions, to support the integration of connectable devices, the fusion of heterogeneous data, the composability of reusable functions, and the flexibility in their cooperations. To enable such a collaboration, this paper proposes a federated platform, called Future Mobility Sensing Advisor (FMSA), which can 1) manage the three elements through standardized interfaces separately and uniformly; 2) create a fully connected knowledge graph to orchestrate the three elements efficiently and effectively; 3) support the client-server interaction in centralized and federated modes to handle service requests and edge resources with various availability and accessibilities jointly and adaptively; and 4) accommodate various mobility services to foster harmonious and sustainable mobility tenderly and invisibly. Moreover, the efficiency and effectiveness of the platform are also tested through a performance evaluation, and a pilot supported at the Great Boston Area, respectively. As a result, it shows that FMSA can 1) achieve high performance by using the two interaction modes selectively, and 2) renovate smart mobility towards sustainability through personalized services that can measure user preferences and system objectives mutually.","1558-0016","","10.1109/TITS.2023.3236991","National Natural Science Foundation of China(grant numbers:62002398); Collaborative Innovation Center for Transportation of Guangzhou(grant numbers:202206010056); National Research Foundation Singapore through the Future Urban Mobility IRG Research Program of Singapore-MIT Alliance for Research and Technology; Tripod (Sustainable Travel Incentives with Prediction, Optimization and Personalization) Project under the U.S. Department of Energy Advanced Research Projects Agency-6 Energy (ARPA-E) Traveler Response Architecture using Novel Signaling for Network Efficiency in Transportation (TRANSNET) program(grant numbers:DE-AR0000611); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10024386","Smart mobility;systematic collaboration;federated platform;service orchestration;federated computing","Collaboration;Systematics;Sensors;Public transportation;Distributed databases;Data integration;Costs","","12","","34","IEEE","23 Jan 2023","","","IEEE","IEEE Journals"
"Hierarchical Modeling of Complex Internet of Things Systems Using Conceptual Modeling Approaches","K. M. Abbasi; T. A. Khan; I. U. Haq","Department of Software Engineering, Bahria University, Islamabad, Pakistan; Department of Software Engineering, Bahria University, Islamabad, Pakistan; Department of CIS, Pakistan Institute of Engineering and Applied Sciences (PIEAS), Islamabad, Pakistan",IEEE Access,"7 Aug 2019","2019","7","","102772","102791","Popularity of the Internet of things (IoT) is currently on the rise. Academia as well as industry is equally fascinated by this disruptive technology. The IoT research and implementation have succeeded securing their place in numerous domains including, but not limited to, business, transportation and logistics, health care, smart cities, and agriculture. Conceptual modeling is pivotal to the design and implementation of a system. Various modeling approaches have been used for a variety of the IoT applications and case studies. In this paper, we examine various innovative applications of the existing conceptual modeling approaches for the IoT. We analyze the use of these approaches against different concerns in isolation as well as in mutual combination for the IoT. We also define a set of terminologies that we frequently encounter in this manuscript and those likely to be used while adopting proposed modeling approaches for the IoT scenarios. This study also attempts to reconcile different modeling approaches toward a unified modeling system. For this purpose, we map various conceptual modeling approaches against different layers of functional model of the IoT reference architecture. There is also a scenario in the end of the paper which elaborates the use of different modeling approaches in hierarchy for a complex IoT system.","2169-3536","","10.1109/ACCESS.2019.2930933","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8771106","Agent-based modeling;ambient-oriented modeling;aspect-oriented modeling;conceptual modeling approaches;contract-based modeling;fuzzy-logic modeling;the Internet of Things;network-based modeling;object-based modeling;ontology;service-oriented modeling","Internet of Things;Computational modeling;Analytical models;Security;Software;Adaptation models;Computer architecture","","12","","131","CCBY","24 Jul 2019","","","IEEE","IEEE Journals"
"A Survey on the Bottleneck Between Applications Exploding and User Requirements in IoT","S. Cui; F. Farha; H. Ning; Z. Zhou; F. Shi; M. Daneshmand","School of Computer and Communication Engineering, University of Science and Technology Beijing, Beijing, China; School of Computer and Communication Engineering, University of Science and Technology Beijing, Beijing, China; School of Computer and Communication Engineering, University of Science and Technology Beijing, Beijing, China; School of Information Engineering, China University of Geosciences (Beijing), Beijing, China; School of Computer and Communication Engineering, University of Science and Technology Beijing, Beijing, China; School of Business, Stevens Institute of Technology, Hoboken, NJ, USA",IEEE Internet of Things Journal,"22 Dec 2021","2022","9","1","261","273","The rapid growth of the Internet of Things (IoT) and the increasing number of connected devices have propelled the proliferation of offered applications, causing “applications exploding.” In the context of IoT, filtering and selecting the most relevant applications in a given situation is a challenging task. Thus, developing techniques that can alleviate applications exploding and meet users’ requirements is highly demanded for IoT development. This survey focuses on applications exploding in the IoT and reviews some of the existing techniques, such as intelligent sensing, content distribution network, microservices, and 5G, which help mitigate the effects of applications exploding. Furthermore, the survey discusses how to describe user requirements and offer application services to better match the two. In addition, this survey presents the smart home as an instance of typical IoT applications and explores how adaptive users’ requirements for food ordering can be better met when various food provider applications are available for choice. Finally, partially resolved and unresolved bottlenecks brought by applications exploding are put forward to be further researched by the technical and scientific community.","2327-4662","","10.1109/JIOT.2021.3097634","National Natural Science Foundation of China(grant numbers:61872038); Fundamental Research Funds for the Central Universities(grant numbers:FRF-BD-18-016A); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9486861","Applications exploding;matching applications bottleneck;smart home;user requirements","Sensors;Internet of Things;Security;Protocols;Cloud computing;Smart homes;Scalability","","12","","76","IEEE","15 Jul 2021","","","IEEE","IEEE Journals"
"A Generic Future Mobility Sensing System for Travel Data Collection, Management, Fusion, and Visualization","L. You; F. Zhao; L. Cheah; K. Jeong; P. C. Zegras; M. Ben-Akiva","Future Urban Mobility IRG, Singapore-MIT Alliance for Research and Technology Centre, Singapore; Future Urban Mobility IRG, Singapore-MIT Alliance for Research and Technology Centre, Singapore; Engineering Systems and Design, Singapore University of Technology and Design, Singapore; Intelligent Transportation Systems Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Urban Studies and Planning, Massachusetts Institute of Technology, Cambridge, MA, USA; Civil and Environmental Engineering, Massachusetts Institute of Technology, Cambridge, MA, USA",IEEE Transactions on Intelligent Transportation Systems,"2 Oct 2020","2020","21","10","4149","4160","In studies of human mobility, there is a need for a holistic system for collection of sensing data, management of data flows, fusion of multiple data sources, and visualization of integrated data to better understand travel behavior. We have designed and implemented a generic Future Mobility Sensing (FMS) system to serve these purposes. FMS harnesses various sensing technologies, heterogeneous multi-source data and analytical functionalities with three dedicated platforms, namely 1) the FMS Data Collection Platform, which intertwines sensing objects, machine learning algorithms and user verifications to collect high resolution, multi-day travel data; 2) the FMS Data Management Platform, which provides standardized APIs to access data stored in an interconnected data model; and 3) the FMS Data Fusion and Visualization Platform, which consolidates multi-source data to be interpreted and presented. Together, the three platforms form a mobility sensing flow to facilitate data-driven analysis and decision-making. With FMS, heterogeneous multi-source data are suitably integrated for analysis, and multi-dimensional knowledge is extracted and presented in intuitive and interactive analytical dashboards. The system is intended to be generic to support different requirements of mobility studies, such as travel surveys, as its function modules are reusable and can be customized to support a unified data collection, management, fusion and visualization process. This paper introduces the overall architecture of the FMS system and summarizes various applications that it can support. Specifically, we present a study of commercial vehicle parking in Singapore to demonstrate the capability of the system.","1558-0016","","10.1109/TITS.2019.2938828","National Research Foundation Singapore through the Singapore-MIT Alliance for Research and Technology’s Future Urban Mobility IRG Research Program; Singapore Ministry of National Development and the National Research Foundation; Land and Liveability National Innovation Challenge(grant numbers:L2NICTDF1-2016-1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8833515","Mobility sensing flow;multi-source data collection;big data;travel survey","Frequency modulation;Sensors;Data visualization;Data collection;Data mining;Data integration;Urban areas","","12","","32","IEEE","11 Sep 2019","","","IEEE","IEEE Journals"
"eBPF: A New Approach to Cloud-Native Observability, Networking and Security for Current (5G) and Future Mobile Networks (6G and Beyond)","D. Soldani; P. Nahi; H. Bour; S. Jafarizadeh; M. F. Soliman; L. Di Giovanna; F. Monaco; G. Ognibene; F. Risso","Rakuten Mobile Inc, Tokyo, Setagaya-ku, Japan; Rakuten Mobile Inc, Tokyo, Setagaya-ku, Japan; Rakuten Mobile Inc, Tokyo, Setagaya-ku, Japan; Rakuten Mobile Inc, Tokyo, Setagaya-ku, Japan; Rakuten Mobile Inc, Tokyo, Setagaya-ku, Japan; DAUIN Department, Politecnico di Torino, Turin, Italy; DAUIN Department, Politecnico di Torino, Turin, Italy; DAUIN Department, Politecnico di Torino, Turin, Italy; DAUIN Department, Politecnico di Torino, Turin, Italy",IEEE Access,"14 Jun 2023","2023","11","","57174","57202","Modern mobile communication networks and new service applications are deployed on cloud-native platforms. Kubernetes (K8s) is the de facto distributed operating system for container orchestration, and the extended version of the Berkeley Packet Filter (eBPF)– in the Linux (and MS Windows) kernel– is fundamentally changing the approach to cloud-native networking, security, and observability. In this paper, we introduce what eBPF is, its potential for Telco cloud, and review some of the most promising pricing and billing models applied to this revolutionary operating system (OS) technology. These models include schemes based on a data source usage model or the number of eBPF agents deployed on the network, linked to specific eBPF modules. These modules encompass network observability, runtime security, and power dissipation monitoring. Next, we present our eBPF platform, named Sauron in this work, and demonstrate how eBPF allows us to write custom code and dynamically load eBPF programs into the kernel. These programs enable us to estimate the energy consumption of cloud-native functions, derive performance counters and gauges for transport networks, 5G applications, and non-access stratum protocols. Additionally, we can detect and respond to unauthorized access to cloud-native resources in real-time using eBPF. Our experimental results demonstrate the technical feasibility of eBPF in achieving highly performant monitoring, observability, and security tooling for current mobile networks (5G, 5G Advanced) as well as future networks (6G and beyond).","2169-3536","","10.1109/ACCESS.2023.3281480","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10138542","eBPF;extended Berkeley packet filter;cloud-native observability;cloud-native security;cloud-native networking;cloud-native monitoring;5G;5G Advanced;6G;Kubernetes;K8s","5G mobile communication;Cloud computing;Security;Observability;Linux;6G mobile communication;Band-pass filters","","12","","42","CCBYNCND","30 May 2023","","","IEEE","IEEE Journals"
"Implementation of Network-Coded Cooperation for Energy Efficient Content Distribution in 5G Mobile Small Cells","R. Torre; I. Leyva-Mayorga; S. Pandi; H. Salah; G. T. Nguyen; F. H. P. Fitzek","Deutsche Telekom Chair of Communication Networks, Technische Universität Dresden, Dresden, Germany; Department of Electronic Systems, Aalborg University, Aalborg, Denmark; Deutsche Telekom Chair of Communication Networks, Technische Universität Dresden, Dresden, Germany; Deutsche Telekom Chair of Communication Networks, Technische Universität Dresden, Dresden, Germany; Deutsche Telekom Chair of Communication Networks, Technische Universität Dresden, Dresden, Germany; Deutsche Telekom Chair of Communication Networks, Technische Universität Dresden, Dresden, Germany",IEEE Access,"19 Oct 2020","2020","8","","185964","185980","The continuous increase of mobile data traffic calls for the design of energy-efficient content distribution mechanisms, to be incorporated in the fifth generation of mobile networks, 5G. One of the biggest concerns of the companies and the research community is to reduce the energy consumption in both the user equipments (UEs) and the network equipment. In this article, we present a novel content distribution framework called Network-Coded Cooperative (NCC) Networks, which benefits from the interplay between mobile clouds (MC) and Random Linear Network Coding (RLNC) to reduce the overall energy consumption in the devices that take part in the communication. This novel framework leads to reduced energy consumption by offloading the cellular interface to a link with greater energy efficiency, for instance, WiFi, within the mobile small cell. We evaluate the performance of our framework analytically and in practical implementation (i.e., testbed) in terms of throughput, energy savings, packet decoding ratio, latency, and synchronicity. In comparison to the conventional content distribution system, for the case of four users, the analytical model and the testbed implementation show energy savings of more than 12% and 8%, respectively. Furthermore, network usage is reduced, losses are neutralized, and the content is synchronously distributed to all users.","2169-3536","","10.1109/ACCESS.2020.3029601","European Union’s H2020 Research and Innovation Program(grant numbers:H2020-MCSA-ITN-2016-SECRET 722424); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9217438","Network coding;random linear network coding (RLNC);cooperative communication;content distribution;cellular networks;mobile small cells;energy efficiency;traffic offload","Energy consumption;Analytical models;Cellular networks;Encoding;5G mobile communication;Throughput;Protocols","","12","","54","CCBY","8 Oct 2020","","","IEEE","IEEE Journals"
"An Investigation of Cyber-Attacks and Security Mechanisms for Connected and Autonomous Vehicles","S. Gupta; C. Maple; R. Passerone","Department of Information Engineering and Computer Science (DISI), University of Trento, Trento, Italy; Secure Cyber Systems Research Group (SCSRG), Warwick Manufacturing Group (WMG), The University of Warwick, Coventry, U.K.; Department of Information Engineering and Computer Science (DISI), University of Trento, Trento, Italy",IEEE Access,"29 Aug 2023","2023","11","","90641","90669","Connected and autonomous vehicles (CAVs) can fulfill the emerging demand for smart transportation on a global scale. Such innovations for transportation can bring manyfold benefits, from fully autonomous driving services to proactive vehicle monitoring and traffic management. However, given the complexity involved in the deployment of CAVs, zero-tolerance safety, and security measures must be incorporated to avert vehicle immobilization, road accidents, disclosure of sensitive data, or any potential threats. In this article, we conceive a reference architecture for a CAVs ecosystem to derive a common attack taxonomy for the investigation of existing and emerging cyber threats. Subsequently, we discuss security mechanisms for the CAVs ecosystem that can be useful for the safe and secure transportation of passengers from one destination to another based on comprehensive studies of academic literature and industry white papers. Our work can provide valuable insights to security engineers and system architects for investigating security problems using a top-to-bottom approach and can aid in envisioning robust security solutions to ensure seamless CAVs operations.","2169-3536","","10.1109/ACCESS.2023.3307473","Fondazione Bruno Kessler (FBK) AI@TN Project; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10226207","Connected and autonomous vehicles;edge computing;fog computing;cloud computing;cyber attacks;security mechanisms","Security;Ecosystems;Edge computing;Autonomous vehicles;Sensors;Connected vehicles;Vehicle-to-everything;Cloud computing;Cyberattack","","12","","207","CCBYNCND","22 Aug 2023","","","IEEE","IEEE Journals"
"Energy Efficient Placement of Workloads in Composable Data Center Networks","O. O. Ajibola; T. E. H. El-Gorashi; J. M. H. Elmirghani","School of Electronic and Electrical Engineering, University of Leeds, Leeds, U.K.; School of Electronic and Electrical Engineering, University of Leeds, Leeds, U.K.; School of Electronic and Electrical Engineering, University of Leeds, Leeds, U.K.",Journal of Lightwave Technology,"7 May 2021","2021","39","10","3037","3063","This paper studies the energy efficiency of composable data center (DC) infrastructures over network topologies. Using a mixed integer linear programming (MILP) model, we compare the performance of disaggregation at rack-scale and pod-scale over selected electrical, optical and hybrid network topologies relative to a traditional DC. Relative to a pod-scale DC, the results show that physical disaggregation at rack-scale is sufficient for optimal efficiency when the optical network topology is adopted, and resource components are allocated in a suitable manner. The optical network topology also enables optimal energy efficiency in composable DCs. The paper also studies logical disaggregation of traditional DC servers over an optical network topology. Relative to physical disaggregation at rack-scale, logical disaggregation of server resources within each rack enables marginal fall in the total DC power consumption (TDPC) due to improved resource demands placement. Hence, an adaptable composable infrastructure that can support both in memory (access) latency sensitive and insensitive workloads is enabled. We also conduct a study of the adoption of micro-service architecture in both traditional and composable DCs. Our results show that increasing the modularity of workloads improves the energy efficiency in traditional DCs, but disproportionate utilization of DC resources persists. A combination of disaggregation and micro-services achieved up to 23% reduction in the TDPC of the traditional DC by enabling optimal resources utilization and energy efficiencies. Finally, we propose a heuristic for energy efficient placement of workloads in composable DCs which replicates the trends produced by the MILP model formulated in this paper.","1558-2213","","10.1109/JLT.2021.3063325","Engineering and Physical Sciences Research Council; INTelligent Energy aware NETworks(grant numbers:EP/H040536/1); SwiTching And tRansmission(grant numbers:EP/K016873/1); Terabit Bidirectional Multi-user Optical Wireless System(grant numbers:EP/S016570/1); Petroleum Technology Trust Fund; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9369047","Composable infrastructures;energy efficient data centers;micro-services;MILP;optical networks;rack-scale data center;software defined infrastructures","Servers;Software;Network topology;Energy efficiency;Hardware;Topology;Optical fiber networks","","12","","49","IEEE","3 Mar 2021","","","IEEE","IEEE Journals"
"Opportunistic UAV Deployment for Intelligent On-Demand IoV Service Management","H. Sami; R. Saado; A. E. Saoudi; A. Mourad; H. Otrok; J. Bentahar","Concordia Institute for Information Systems Engineering, Concordia University, Montreal, QC, Canada; Department of CSM, Cyber Security Systems and Applied AI Research Center, Lebanese American University, Beirut, Lebanon; Department of CSM, Cyber Security Systems and Applied AI Research Center, Lebanese American University, Beirut, Lebanon; Department of CSM, Cyber Security Systems and Applied AI Research Center, Lebanese American University, Beirut, Lebanon; Department of EECS, Center of Cyber-Physical Systems, Khalifa University, Abu Dhabi, UAE; Concordia Institute for Information Systems Engineering, Concordia University, Montreal, QC, Canada",IEEE Transactions on Network and Service Management,"9 Oct 2023","2023","20","3","3428","3442","Due to the current improvement in self-driving cars and the extensive focus and research on the topic of the Internet of Vehicles (IoV), the near future may behold a great revolution in the automotive industry as cars become fully autonomous. This change entails a considerable amount of data to be transferred from Internet of Things (IoT) devices, such as radars, sensors, and actuators. Consequently, overwhelming the existing infrastructure, namely cloud, and Road Side Units (RSU), reduces the quality of service (QoS) experienced by vehicular users. Accordingly, this paper contributes in proposing a new architecture for using Unmanned Ariel Vehicles (UAVs) and On-Boarding Units (OBUs) working in collaboration to achieve a significantly improved QoS. The proposed framework offers an end-to-end solution for master election, cluster management and recovery, vehicle selection, service placement, and accurate localization of vehicles. A QoS improvement is possible through an efficient cluster formation and placement solution that assigns lightweight services, as containers, to OBUs and UAVs while meeting various objectives. The efficiency of the proposed scheme originates from the use of the evolutionary Memetic Algorithm that 1) respects the mobility and energy constraints of UAVs and OBUs, 2) meets the user demands, and 3) uses machine learning for the accurate localization of vehicles. Our experiments using the Mininet-WiFi and SUMO simulators show at least 30% improvement in terms of QoS compared to a state-of-the-art solution.","1932-4537","","10.1109/TNSM.2023.3242205","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10036008","UAV;OBU;IoV;container placement;memetic algorithm;localization;machine learning","Quality of service;Microservice architectures;Containers;Computer architecture;Stability analysis;Optimization;Location awareness","","11","","50","IEEE","3 Feb 2023","","","IEEE","IEEE Journals"
"Design of Industrial Edge Applications Based on IEC 61499 Microservices and Containers","W. Dai; Y. Zhang; L. Kong; J. H. Christensen; D. Huang","Shanghai Jiao Tong University, Shanghai, China; Shanghai Jiao Tong University, Shanghai, China; Huawei Technology Ltd., Shenzhen, China; Holobloc Inc., Cleveland, OH, USA; Department of Automation, Shanghai Jiao Tong University Shanghai, Shanghai, China",IEEE Transactions on Industrial Informatics,"21 Jun 2023","2023","19","7","7925","7935","Industrial automation is entering a new era of the Industrial Internet with enhanced computing, communication, and storage capabilities provided by cloud computing and field devices. The paradigm of automation systems is shifting from the ISA-95 pyramid to the two-layers architecture: industrial cloud and edge computing. Industrial software is also evolving under the new architecture in ways for which dedicated software applications are no longer suited. Service-based industrial cloud and edge applications provide maximum flexibility, interoperability, and efficiency by combining the IEC 61499 standard, microservice architecture, and container technology. This article provides orchestration methods and deployment procedures for the OT-IT hybrid industrial edge applications. The feasibility of the proposed approach is demonstrated by an industrial case study with accompanying performance analysis.","1941-0050","","10.1109/TII.2022.3214199","National R&D Key Program of China(grant numbers:2021YFB1714000); National Natural Science Foundation of China(grant numbers:61973216,62122048); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9918040","Industrial edge computing;IEC 61499;microservices;linux container;virtualization","Microservice architectures;IEC Standards;Cloud computing;Computer architecture;Containers;Automation;Virtualization","","11","","30","IEEE","13 Oct 2022","","","IEEE","IEEE Journals"
"Edge Video Analytics: A Survey on Applications, Systems and Enabling Techniques","R. Xu; S. Razavi; R. Zheng","Department of Computing and Software, McMaster University, Hamilton, ON, Canada; Department of Civil Engineering, McMaster University, Hamilton, ON, Canada; Department of Computing and Software, McMaster University, Hamilton, ON, Canada",IEEE Communications Surveys & Tutorials,"21 Nov 2023","2023","25","4","2951","2982","Video, as a key driver in the global explosion of digital information, can create tremendous benefits for human society. Governments and enterprises are deploying innumerable cameras for a variety of applications, e.g., law enforcement, emergency management, traffic control, and security surveillance, all facilitated by video analytics (VA). This trend is spurred by the rapid advancement of deep learning (DL), which enables more precise models for object classification, detection, and tracking. Meanwhile, with the proliferation of Internet-connected devices, massive amounts of data are generated daily, overwhelming the cloud. Edge computing, an emerging paradigm that moves workloads and services from the network core to the network edge, has been widely recognized as a promising solution. The resulting new intersection, edge video analytics (EVA), begins to attract widespread attention. Nevertheless, only a few loosely-related surveys exist on this topic. The basic concepts of EVA (e.g., definition, architectures) were not fully elucidated due to the rapid development of this domain. To fill these gaps, we provide a comprehensive survey of the recent efforts on EVA. In this paper, we first review the fundamentals of edge computing, followed by an overview of VA. EVA systems and their enabling techniques are discussed next. In addition, we introduce prevalent frameworks and datasets to aid future researchers in the development of EVA systems. Finally, we discuss existing challenges and foresee future research directions. We believe this survey will help readers comprehend the relationship between VA and edge computing, and spark new ideas on EVA.","1553-877X","","10.1109/COMST.2023.3323091","China Scholarship Council(grant numbers:202108320092); NSERC Discovery Grants; Canada Research Chair Program; McMaster Faculty of Engineering’s Multidisciplinary Ph.D. Research Support; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10274950","Video analytics;edge computing;computer vision;deep learning","Surveys;Edge computing;Visual analytics;Tutorials;Cloud computing;Real-time systems;Cameras","","11","","290","IEEE","10 Oct 2023","","","IEEE","IEEE Journals"
"Optimal Selection Techniques for Cloud Service Providers","G. Tricomi; G. Merlino; A. Panarello; A. Puliafito","Dipartimento di Ingegneria, Università degli Studi di Messina, Messina, Italy; Dipartimento di Ingegneria, Università degli Studi di Messina, Messina, Italy; SmartMe.IO S.r.l., Messina, Italy; Dipartimento di Ingegneria, Università degli Studi di Messina, Messina, Italy",IEEE Access,"17 Nov 2020","2020","8","","203591","203618","Nowadays Cloud computing permeates almost every domain in Information and Communications Technology (ICT) and, increasingly, most of the action is shifting from large, dominant players toward independent, heterogeneous, private/hybrid deployments, in line with an ever wider range of business models and stakeholders. The rapid growth in the numbers and diversity of small and medium Cloud providers is bringing new challenges in the as-a-Services space. Indeed, significant hurdles for smaller Cloud service providers in being competitive with the incumbent market leaders induce some innovative players to “federate” deployments in order to pool a larger, virtually limitless, set of resources across the federation, and stand to gain in terms of economies of scale and resource usage efficiency. Several are the challenges that need to be addressed in building and managing a federated environment, that may go under the “Security”, “Interoperability”, “Versatility”, “Automatic Selection” and “Scalability” labels. The aim of this paper is to present a survey about the approaches and challenges belonging to the “Automatic Selection” category. This work provides a literature review of different approaches adopted in the “Automatic and Optimal Cloud Service Provider Selection”, also covering “Federated and Multi-Cloud” environments.","2169-3536","","10.1109/ACCESS.2020.3035816","Italian Project TOOLSMART financed by Open Community(grant numbers:PA 2020); Pon Governance(grant numbers:2014–2020); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9248017","Algorithms;cloud federation;matchmaking;multi-cloud;optimal selection;survey","Cloud computing;Computational modeling;Buildings;Economies of scale;Information and communication technology;Stakeholders;Business","","11","","104","CCBY","4 Nov 2020","","","IEEE","IEEE Journals"
"Information-Centric Mobile Networks: A Survey, Discussion, and Future Research Directions","S. Fayyaz; M. Atif Ur Rehman; M. Salah Ud Din; M. I. Biswas; A. K. Bashir; B. -S. Kim","Department of Electronics and Computer Engineering, Hongik University, Sejong, South Korea; Department of Computing and Mathematics, Manchester Metropolitan University, Manchester, U.K; Department of Electronics and Computer Engineering, Hongik University, Sejong, South Korea; Department of Computing and Mathematics, Manchester Metropolitan University, Manchester, U.K; Department of Computing and Mathematics, Manchester Metropolitan University, Manchester, U.K; Department of Software and Communications Engineering, Hongik University, Sejong, South Korea",IEEE Access,"1 May 2023","2023","11","","40328","40372","Information-centric networking (ICN) and its fruition, the named data networking (NDN) is a paradigm shift from host-centric address-based communication architecture to the content-centric name-based one. ICN intends to resolve various major issues faced by today’s internet architecture such as privacy, security, consistent routing, and mobility, to name a few. With the massive increase of mobile data traffic in today’s era, mobility is one of the major concerns in networking. On the one hand, ICN realization i.e., the NDN follows a pull-based communication model and natively supports the consumer (end-user) mobility in wired networks by maintaining the forwarding states on intermediate nodes. Nevertheless, the mobile consumer nodes confront issues in wireless networking environments such as excessive energy consumption as a result of request flooding, content retrieval delays due to intermittent connectivity, and bandwidth consumption due to the broadcasting nature of the wireless medium, among others. The producer (content-generator) mobility, on the other hand, was not initially supported in the original architectural design of NDN for both wired and wireless networks. Therefore, to efficiently address the degradation issues incurred by mobile consumer/producer nodes, a plethora of mobility management schemes have been proposed over the recent few years. In this paper, we provided a detailed survey on the existing research efforts—in the context of producer, consumer, and hybrid mobility, that have been proposed in the literature. Moreover, we outlined various research directions considering the role of mobility in futuristic technologies such as artificial intelligence-enabled smart networks, software-defined networking, edge computing, vehicular-fog computing, autonomous driving, semantic communication, and resource-constrained Internet of Things.","2169-3536","","10.1109/ACCESS.2023.3268775","National Research Foundation of Korea (NRF); Korean Government (MSIT)(grant numbers:2022R1A2C1003549); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10105953","Named data networking;mobility management;producer mobility;wireless networking;artificial intelligence;edge computing;vehicular fog computing;autonomous driving","IP networks;Wireless communication;Delays;Wireless sensor networks;Servers;Broadcasting;Sockets","","11","","138","CCBYNCND","20 Apr 2023","","","IEEE","IEEE Journals"
