record_id,type_of_reference,doi,authors,title,journal_name,date,publisher,abstract,keywords,issn,year,urls,asreview_prior,exported_notes_1,included,asreview_ranking
23,JOUR,10.1109/JIOT.2020.2981958,"['A. Samanta', 'J. Tang']",Dyme: Dynamic Microservice Scheduling in Edge Computing Enabled IoT,IEEE Internet of Things Journal,19-Mar-20,IEEE,"In recent years, the rapid development of mobile edge computing (MEC) provides an efficient execution platform at the edge for Internet-of-Things (IoT) applications. Nevertheless, the MEC also provides optimal resources to different microservices, however, underlying network conditions and infrastructures inherently affect the execution process in MEC. Therefore, in the presence of varying network conditions, it is necessary to optimally execute the available task of end users while maximizing the energy efficiency in edge platform and we also need to provide fair Quality-of-Service (QoS). On the other hand, it is necessary to schedule the microservices dynamically to minimize the total network delay and network price. Thus, in this article, unlike most of the existing works, we propose a dynamic microservice scheduling scheme for MEC. We design the microservice scheduling framework mathematically and also discuss the computational complexity of the scheduling algorithm. Extensive simulation results show that the microservice scheduling framework significantly improves the performance metrics in terms of total network delay, average price, satisfaction level, energy consumption rate (ECR), failure rate, and network throughput over other existing baselines.","['Dynamic microservice scheduling', 'edge computing', 'Internet of Things (IoT)', 'microservice', 'Quality-of-Service (QoS)', 'Dynamic scheduling', 'Task analysis', 'Internet of Things', 'Delays', 'Quality of service', 'Processor scheduling', 'Edge computing']",2327-4662,,,0,EC5,0,56
50,JOUR,10.1016/j.jnca.2024.104037,"['Rajagopal S.M.', 'M. S.', 'Buyya R.']",Leveraging blockchain and federated learning in Edge-Fog-Cloud computing environments for intelligent decision-making with ECG data in IoT,Journal of Network and Computer Applications,,,"Blockchain technology combined with Federated Learning (FL) offers a promising solution for enhancing privacy, security, and efficiency in medical IoT applications across edge, fog, and cloud computing environments. This approach enables multiple medical IoT devices at the network edge to collaboratively train a global machine learning model without sharing raw data, addressing privacy concerns associated with centralized data storage. This paper presents a blockchain and FL-based Smart Decision Making framework for ECG data in microservice-based IoT medical applications. Leveraging edge/fog computing for real-time critical applications, the framework implements a FL model across edge, fog, and cloud layers. Evaluation criteria including energy consumption, latency, execution time, cost, and network usage show that edge-based deployment outperforms fog and cloud, with significant advantages in energy consumption (0.1% vs. Fog, 0.9% vs. Cloud), network usage (1.1% vs. Fog, 31% vs. Cloud), cost (3% vs. Fog, 20% vs. Cloud), execution time (16% vs. Fog, 28% vs. Cloud), and latency (1% vs. Fog, 79% vs. Cloud). © 2024","['Blockchain', 'Edge computing', 'Federated learning', 'Fog computing', 'Internet of Things', 'Fog computing', 'Block-chain', 'Cloud computing environments', 'ECG data', 'Edge computing', 'Energy-consumption', 'Intelligent decision-making', 'Machine learning models', 'Network edges', 'Network usage', 'Privacy concerns', 'Federated learning']",,2025,,0,EC5,0,57
59,JOUR,10.1109/WCNCW.2019.8902860,"['G. Rigazzi', 'J. -P. Kainulainen', 'C. Turyagyenda', 'A. Mourad', 'J. Ahn']",An Edge and Fog Computing Platform for Effective Deployment of 360 Video Applications,2019 IEEE Wireless Communications and Networking Conference Workshop (WCNCW),18-Nov-19,IEEE,"Immersive video applications based on 360 video streaming require high-bandwidth, high-reliability and low-latency 5G connectivity but also flexible, low-latency and cost-effective computing deployment. This paper proposes a novel solution for decomposing and distributing the end-to-end 360 video streaming service across three computing tiers, namely cloud, edge and constrained fog, in order of proximity to the end user client. The streaming service is aided with an adaptive viewport technique. The proposed solution is based on the H2020 5G-CORAL system architecture using micro-services-based design and a unified orchestration and control across all three tiers based on Fog05. Performance evaluation of the proposed solution shows noticeable reduction in bandwidth consumption, energy consumption, and deployment costs, as compared to a solution where the streaming service is all delivered out of one computing location such as the Cloud.","['eMBB', '360 video', 'fog computing', 'edge computing', 'Streaming media', 'Cloud computing', 'Edge computing', 'Servers', '5G mobile communication', 'Bandwidth', 'Data centers']",,,,0,EC5,0,58
36,JOUR,10.1007/s00607-019-00733-4,"['Lakhan A.', 'Li X.']",Transient fault aware application partitioning computational offloading algorithm in microservices based mobile cloudlet networks,Computing,,,"Mobile Cloudlet Computing paradigm (MCC) allows execution of resource-intensive mobile applications using computation cloud resources by exploiting computational offloading method for resource-constrained mobile devices. Whereas, computational offloading needs the mobile application to be partitioned during the execution in the MCC so that total execution cost is minimized. In the MCC, at the run-time network contexts (i.e., network bandwidth, signal strength, latency, etc.) are intermittently changed, and transient failures (due to temporary network connection failure, services busy, database disk out of storage) often occur for a short period of time. Therefore, transient failure aware partitioning of the mobile application at run-time is a challenging task. Since, existing MCC offers computational monolithic services by exploiting heavyweight virtual machines, which incurs with long VM startup time and high overhead, and these cannot meet the requirements of fine-grained microservices applications (e.g., E-healthcare, E-business, 3D-Game, and Augmented Reality). To cope up with prior issues, we propose microservices based mobile cloud platform by exploiting containerization which replaces heavyweight virtual machines, and we propose the application partitioning task assignment (APTA) algorithm which determines application partitioning at run-time and adopts the fault aware (FA) policy to execute microservices applications robustly without interruption in the MCC. Simulation results validate that the proposed microservices mobile cloud platform not only shrinks the setup time of run-time platform but also reduce the energy consumption of nodes and improve the application response time by exploiting APTA and FA to the existing VM based MCC and application partitioning strategies. © 2019, Springer-Verlag GmbH Austria, part of Springer Nature.","['Application partitioning', 'Application programming interface (API)', 'APTA', 'FA', 'Microservices', 'Min-cut', 'Mobile cloudlet computing', 'Offloadi ng', 'Representational state transfer (REST)', 'Application programming interfaces (API)', 'Augmented reality', 'Energy utilization', 'Green computing', 'Interface states', 'mHealth', 'Mobile computing', 'Network security', 'Simulation platform', 'Virtual machine', 'Application partitioning', 'APTA', 'Microservices', 'Min-cut', 'Mobile cloudlet computing', 'Offloadi ng', 'Representational state transfer', 'Mobile cloud computing']",,2020,,0,EC5,0,59
82,JOUR,,"['Attarha, Shadi', 'Forster, Anna']","Empowering IoT Applications with Flexible, Energy-Efficient Remote Management of Low-Power Edge Devices",Proceedings of the 2023 International Conference on Embedded Wireless Systems and Networks,2023,Association for Computing Machinery,"In the context of the Internet of Things (IoT), reliable and energy-efficient provision of IoT applications has become critical. Equipping IoT systems with tools that enable a flexible, well-performing, and automated way of monitoring and managing IoT edge devices is an essential prerequisite. In current IoT systems, low-power edge appliances have been utilized in a way that can not be controlled and re-configured in a timely manner. Hence, conducting a trade-off solution between manageability, performance and design requirements are demanded. This paper introduces a novel approach for fine-grained monitoring and managing individual micro-services within low-power edge devices, which improves system reliability and energy efficiency. The proposed method enables operational flexibility for IoT edge devices by leveraging a modularization technique. Following a review of existing solutions for remote-managed IoT services, a detailed description of the suggested approach is presented. Also, to explore the essential design principles that must be considered in this approach, the suggested architecture is elaborated in detail. Finally, the advantages of the proposed solution to deal with disruptions are demonstrated in the proof of concept-based experiments.","['IoT', 'Energy Efficiency', 'Low-power', 'Operational Flexibility', 'Service Isolation', 'Service Management']",,,,0,EC5,0,60
87,JOUR,10.1007/978-3-030-59824-2_2,"['Kaneko, Yu', 'Yokoyama, Yuhei', 'Monma, Nobuyuki', 'Terashima, Yoshiki', 'Teramoto, Keiichi', 'Kishimoto, Takuya', 'Saito, Takeshi']",A Microservice-Based Industrial Control System Architecture Using Cloud and&nbsp;MEC,"Edge Computing – EDGE 2020: 4th International Conference, Held as Part of the Services Conference Federation, SCF 2020, Honolulu, HI, USA, September 18-20, 2020, Proceedings",2020,Springer-Verlag,"Cloud computing has been adapted for various application areas. Several research projects are underway to migrate Industrial Control Systems (ICSs) to the public cloud. Some functions of ICSs require real-time processing that is difficult to migrate to the public cloud because network latency of the internet is unpredictable. Fog computing is a new computing paradigm that could address this latency issue. In particular, Multi-access Edge Computing (MEC) is a fog computing environment integrated with the 5G network, and therefore the real-time processing requirement of ICSs could be satisfied by using MEC. In this paper, we propose a microservice-based ICS architecture using the cloud and fog computing. In the architecture, each function of an ICS is implemented as a microservice and its execution locations are determined by an algorithm minimizing the total usage fee for cloud and fog computing while satisfying the real-time processing requirement. The proposed architecture and placement algorithm are evaluated by simulation under the scenario of a virtual power plant that manages distributed energy resources. The simulation result shows the proposed placement algorithm suppresses VM usage fee while satisfying the requirement of a real-time control function.","['5G', 'Cloud', 'Fog', 'Industrial Control System', 'MEC']",978-3-030-59823-5,,['https://doi.org/10.1007/978-3-030-59824-2_2'],0,EC5,0,61
27,JOUR,10.1109/ACCESS.2022.3170918,"['A. Ali', 'M. M. Iqbal']",A Cost and Energy Efficient Task Scheduling Technique to Offload Microservices Based Applications in Mobile Cloud Computing,IEEE Access,28-Apr-22,IEEE,"The number of smartphone users and mobile devices has increased significantly. The Mobile Cloud Applications based on cloud computing have also been increased. The mobile apps can be used in Augmented Reality, E-Transportation, 2D/3-D Games, E-Healthcare, and Education. The modern cloud-based frameworks provide such services on Virtual Machines. The existing frameworks worked well, but these suffered the problems such as overhead, resource utilization, lengthy boot-time, and cost of running Mobile Applications. This study addresses these problems by proposing a Dynamic Decision-Based Task Scheduling Technique for Microservice-based Mobile Cloud Computing Applications (MSCMCC). The MSCMCC runs delay-sensitive applications and mobility with less cost than existing approaches. The study focused on Task Scheduling problems on heterogeneous Mobile Cloud servers. We further propose Task Scheduling and Microservices based Computational Offloading (TSMCO) framework to solve the Task Scheduling in steps, such as Resource Matching, Task Sequencing, and Task Scheduling. Furthermore, the experimental results elaborate that the proposed MSCMCC and TSMCO enhance the Mobile Server Utilization. The proposed system effectively minimizes the cost of healthcare applications by 25%, augmented reality by 23%, E-Transport tasks by 21%, and 3-D games tasks by 19%, the average boot-time of microservices applications by 17%, resource utilization by 36%, and tasks arrival time by 16%.","['Cloud computing', 'mobile cloud computing', 'task offloading', 'task sequencing', 'task scheduling', 'microservices', 'Task analysis', 'Cloud computing', 'Costs', 'Processor scheduling', 'Microservice architectures', 'Mobile handsets', 'Servers']",2169-3536,,,0,EC5,0,62
43,JOUR,10.1109/NetSoft57336.2023.10175438,"['M. Mekki', 'B. Brik', 'A. Ksentini', 'C. Verikoukis']",XAI-Enabled Fine Granular Vertical Resources Autoscaler,2023 IEEE 9th International Conference on Network Softwarization (NetSoft),13-Jul-23,IEEE,"Fine-granular management of cloud-native computing resources is one of the key features sought by cloud and edge operators. It consists in giving the exact amount of computing resources needed by a microservice to avoid resource over-provisioning, which is, by default, the adopted solution to prevent service degradation. Fine-granular resource management guarantees better computing resource usage, which is critical to reducing energy consumption and resource wastage (vital in edge computing). In this paper, we propose a novel Zero-touch management (ZSM) framework featuring a fine-granular computing resource scaler in a cloud-native environment. The proposed scaler algorithm uses Artificial Intelligence (AI)/Machine Learning (ML) models to predict microservice performances; if a service degradation is detected, then a root-cause analysis is conducted using eXplainable AI (XAI). Based on the XAI output, the proposed framework scales only the needed (exact amount) resources (i.e., CPU or memory) to overcome the service degradation. The proposed framework and resource scheduler have been implemented on top of a cloud-native platform based on the well-known Kubernetes tool. The obtained results clearly indicate that the proposed scheduler with lesser resources achieves the same service quality as the default scheduler of Kubernetes.","['Zero-touch Service Management (ZSM)', 'Cloud-native', 'Containerized Microservices', 'Machine Learning', 'Explainable Artificial Intelligence', 'Degradation', 'Energy consumption', 'Memory management', 'Microservice architectures', 'Learning (artificial intelligence)', 'Predictive models', 'Prediction algorithms']",2693-9789,,,0,EC5,0,63
2,JOUR,10.1109/IC2E59103.2023.00015,"['R. Cordingly', 'J. Kaur', 'D. Dwivedi', 'W. Lloyd']","Towards Serverless Sky Computing: An Investigation on Global Workload Distribution to Mitigate Carbon Intensity, Network Latency, and Cost",2023 IEEE International Conference on Cloud Engineering (IC2E),06-Nov-23,IEEE,"The high demand for energy consumption and the resulting carbon footprint of the cloud pose significant sustainability challenges, as cloud data centers consume vast amounts of energy. The emergence of serverless cloud computing platforms has opened up new avenues for more sustainable cloud computing. Serverless Function-as-a-Service (FaaS) cloud computing platforms facilitate deploying applications as decoupled microservices to leverage automatic rapid scaling, high availability, fault tolerance, and on-demand pricing. The absence of always-on hosting costs associated with virtual machines enables serverless functions to be deployed with many different function configurations and cloud regions to achieve high performance, low network latency, and reduced costs. In this paper, we investigate the utility of a global sky computing platform where serverless resources are aggregated between up to 19 distinct cloud regions. We prototype a serverless load distribution system to distribute client requests across serverless aggregations to minimize performance objectives, including network latency, runtime, hosting costs, and carbon footprint. To evaluate our serverless distribution system's ability to meet performance objectives, we continuously executed large experiments across 19 regions around the world from November 2022 through March 2023. Our serverless load distribution approach using aggregated resources reduced the carbon intensity of a globally distributed serverless application by up to 99.8%, network latency by 65%, or hosting costs by 58% by optimizing function routing to deployments with optimal hardware configurations.","['Sky Computing', 'Serverless Computing', 'Function-as-a-Service', 'Green Computing', 'Cloud computing', 'Costs', 'Runtime', 'Prototypes', 'Pricing', 'Routing', 'Virtual machining']",2694-0825,,,0,EC5,0,64
62,JOUR,10.1109/HPCA.2019.00032,"['C. -H. Chou', 'L. N. Bhuyan', 'D. Wong']",μDPM: Dynamic Power Management for the Microsecond Era,2019 IEEE International Symposium on High Performance Computer Architecture (HPCA),28-Mar-19,IEEE,"The complex, distributed nature of data centers have spawned the adoption of distributed, multi-tiered software architectures, consisting of many inter-connected microservices. These microservices exhibit extremely short request service times, often less than 250μs. We show that these “killer microsecond” service times can cause state-of-the-art dynamic power management techniques to break down, due to short idle period length and low power state transition overheads. In this paper, we propose μDPM, a dynamic power management scheme for the microsecond era that coordinates request delaying, per-core sleep states, and voltage frequency scaling. The idea is to postpone the wake up of a CPU as long as possible and then adjust the frequency so that the tail latency constraint of requests are satisfied just-in-time. μDPM reduces processor energy consumption by up to 32% and consistently outperforms state-of-the-art techniques by 2×.","['Dynamic power management', 'DVFS', 'Sleep states', 'Power system management', 'Servers', 'Energy consumption', 'Power demand', 'Data centers', 'Market research', 'Linux']",2378-203X,,,0,EC5,0,65
44,JOUR,10.1109/CLOUD60044.2023.00067,"['Alzahrani A.', 'Tang M.']",A Microservice-based SaaS Deployment in a Data Center Considering Computational Server and Network Energy Consumption,"IEEE International Conference on Cloud Computing, CLOUD",,,"In a data center, deploying a microservice-based SaaS will result in a spike in energy usage, since the computation servers where the microservices are deployed will consume more energy as a result of an increase in computation workload. The data center's communications network will also consume more energy due to the increased communication among the microservices of the SaaS. Due to the fact that microservice-based SaaS deployment is handled by the developer of the microservice-based SaaS and can only be deployed on virtual machines rented by the developer, this issue cannot be taken into account in traditional microservice-based SaaS deployment methods. In this paper, a new microservice-based SaaS deployment method is proposed. The new approach relies on the data center determining where microservices should be deployed. The new microservice-based SaaS deployment method considers the energy increase in the computation servers and in the communication network. The microservice-based SaaS deployment problem is a combinatorial optimization problem. Thus, a genetic algorithm with repairing mechanism is proposed to solve the problem. Compared to traditional deployment approach, the proposed method is capable of reducing the energy consumption associated with microservice-based SaaS deployment by 37.55%. © 2023 IEEE.","['Cloud computing', 'Data center', 'Deployment', 'Energy consumption', 'Genetic algorithm', 'Microservice', 'Optimization', 'Software as a Service', 'Genetic algorithms', 'Green computing', 'Software as a service (SaaS)', 'Cloud-computing', 'Communications networks', 'Datacenter', 'Deployment', 'Deployment methods', 'Energy', 'Energy-consumption', 'Microservice', 'Optimisations', 'Software-as-a- Service (SaaS)', 'Energy utilization']",,2023,,0,EC5,0,66
92,JOUR,10.1109/JSEN.2024.3502254,"['D. Loconte', 'S. Ieva', 'F. Gramegna', 'I. Bilenchi', 'C. Fasciano', 'A. Pinto', 'G. Loseto', 'F. Scioscia', 'M. Ruta', 'E. Di Sciascio']",Serverless Microservice Architecture for Cloud-Edge Intelligence in Sensor Networks,IEEE Sensors Journal,25-Nov-24,IEEE,"Machine learning (ML) is increasingly exploited in a wide range of application areas to analyze data streams from large-scale sensor networks, train predictive models, and perform inference. The cloud-edge intelligence (CEI) computing paradigm integrates cloud infrastructures for resource-intensive ML tasks with devices at the border of a local network for distributed data preprocessing, small-scale model training, and prediction tasks. This can achieve a tunable trade-off of ML accuracy with improved data privacy, response latency, and bandwidth usage. Prevalent CEI architectures are based on microservices encapsulated in containers, but serverless computing is emerging as an alternative model. It is based on stateless event-driven functions to facilitate the development and provisioning of application components, increase the infrastructure elasticity, and reduce management effort. This article proposes a novel CEI framework for sensor-based applications, exploiting serverless computing for data management and ML tasks. Small-scale model training occurs at the edge with local data for quick prediction response, while large-scale models are trained in the cloud with the full sensor network data, and then, they are fed back to edge nodes for a progressive accuracy improvement. A fully functional prototype has been built by leveraging open-source software tools, selected devices for field sensing and edge computing (EC), and a commercial cloud platform. Experiments validate the feasibility and sustainability of the proposal, compared with an existing container-oriented microservice architecture.","['Cloud-edge intelligence (CEI)', 'machine learning (ML)', 'microservices', 'sensor networks', 'serverless computing', 'Cloud computing', 'Sensors', 'Training', 'Computer architecture', 'Microservice architectures', 'Computational modeling', 'Data models', 'Accuracy', 'Internet of Things', 'Intelligent sensors']",1558-1748,,,0,EC5,0,67
42,JOUR,10.1109/ACCESS.2023.3281348,"['S. M. Rajagopal', 'M. Supriya', 'R. Buyya']",Resource Provisioning Using Meta-Heuristic Methods for IoT Microservices With Mobility Management,IEEE Access,30-May-23,IEEE,"The fog and edge computing paradigm provide a distributed architecture of nodes with processing capability for smart healthcare systems driven by Internet of Thing (IoT) applications. It also provides a method to reduce big data transmissions that cause latency and enhance the system’s efficiency. Resource provisioning and scheduling in edge and fog systems is a significant problem due to heterogeneity and dispersion of edge/fog/cloud resources. The goal of scheduling is to map tasks to appropriate resources, which belong to NP-hard problems, and it takes much time to find an optimal solution. Meta-heuristic methods achieve near-optimal solutions within a reasonable time. Current edge/fog resource allocation research does not sufficiently address resource allocation problems in mobility-aware microservice-based IoT applications. This paper proposes a meta-heuristic-based micro-service resource provisioning model with mobility management for smart healthcare systems. The proposed approach has been tested on an experimental set-up with a simulation of a critical real-time smart healthcare application with and without considering the mobility of the devices. It applies meta-heuristic methods such as modified genetic and flower pollination algorithms for resource management. The proposed method outperforms the existing solutions in energy consumption, network usage, cost, execution time, and latency by 17%, 20%, 22%, 17%, and 63%, respectively.","['Edge computing', 'fog computing', 'Internet of Things', 'meta-heuristic', 'microservices', 'mobility', 'smart healthcare', 'time critical applications', 'Edge computing', 'Internet of Things', 'Smart healthcare', 'Metaheuristics', 'Microservice architectures']",2169-3536,,,0,EC5,0,68
116,JOUR,10.1145/3539606,"['Carrión, Carmen']","Kubernetes Scheduling: Taxonomy, Ongoing Issues and Challenges",ACM Comput. Surv.,2022-12,,"Continuous integration enables the development of microservices-based applications using container virtualization technology. Container orchestration systems such as Kubernetes, which has become the de facto standard, simplify the deployment of container-based applications. However, developing efficient and well-defined orchestration systems is a challenge. This article focuses specifically on the scheduler, a key orchestrator task that assigns physical resources to containers. Scheduling approaches are designed based on different Quality of Service (QoS) parameters to provide limited response time, efficient energy consumption, better resource utilization, and other things. This article aims to establish insight knowledge into Kubernetes scheduling, find the main gaps, and thus guide future research in the area. Therefore, we conduct a study of empirical research on Kubernetes scheduling techniques and present a new taxonomy for Kubernetes scheduling. The challenges, future direction, and research opportunities are also discussed.","['scheduling', 'containers', 'Kubernetes', 'orchestration', 'survey']",0360-0300,,['https://doi.org/10.1145/3539606'],0,EC5,0,69
89,JOUR,10.23919/ITC.2017.8065706,"['Carrega A.', 'Repetto M.']",Energy-Aware Consolidation Scheme for Data Center Cloud Applications,"Proceedings of the 29th International Teletraffic Congress, ITC 2017",,,"The consolidation of resources is one of the most efficient strategies to reduce the power consumption in data centers. Various algorithms have been proposed in order to reduce the total number of required servers and network devices. The practice developed in response to the problem of server sprawl, a situation in which multiple, under-utilized servers (and/or network devices) take up more space and consume more resources than the ones justified by their workload; with the effect to power off unused equipment. Generally, consolidation mechanisms consider different parameters related to the services neglecting the specific function of the Virtual Machines (VMs) in the application framework (e.g., core component, backup replica, member of a set of workers for load balancing). In this work, we develop a new consolidation algorithm that takes into account the particular function of each VM with the aim to apply power saving mechanisms without compromising the desired service level. The results of the simulations show that it is possible to obtain significant energy savings. In particular, we show, with different heuristics, the optimal trade-off between service level and power efficiency achieved by the proposed model. © 2017 ITC Press.","['Economic and social effects', 'Energy conservation', 'Energy efficiency', 'Power management', 'Application frameworks', 'Cloud applications', 'Consolidation mechanisms', 'Core components', 'Efficient strategy', 'Network devices', 'Power efficiency', 'Power saving mechanism', 'Green computing']",,2017,,0,EC5,0,70
56,JOUR,10.1007/978-3-319-67639-5_17,"['Carrega A.', 'Repetto M.']",Green and heuristics-based consolidation scheme for data center cloud applications,Communications in Computer and Information Science,,,"The consolidation of resources is one of the most efficient strategies to reduce the power consumption in data centers. Various algorithms have been proposed in order to reduce the total number of required servers and network devices. The practice developed in response to the problem of server sprawl, a situation in which multiple, under-utilized servers (and/or network devices) take up more space and consume more resources than can be justified by their workload; with the effect to power off unused equipment. Generally, consolidation mechanisms consider different parameters related to the services neglecting the specific function of the Virtual Machines (VMs) in the application framework (e.g., core component, backup replica, member of a set of workers for load balancing). In this work, we developed a new consolidation algorithm that takes into account the particular function of each VM with the aim to apply power saving mechanisms without compromising the desired service level. The results of the simulations show that it is possible to obtain significant values of energy saving. In particular, we show, with different heuristics, the optimal trade-off between service level and power efficiency achieved by the proposed model. © Springer International Publishing AG 2017.","['Cloud applications', 'Consolidation', 'Energy-aware', 'Green', 'Heuristics', 'Optimization', 'Virtual machines', 'Consolidation', 'Digital communication systems', 'Economic and social effects', 'Energy conservation', 'Energy efficiency', 'Network security', 'Optimization', 'Power management', 'Virtual machine', 'Application frameworks', 'Cloud applications', 'Consolidation mechanisms', 'Efficient strategy', 'Energy aware', 'Green', 'Heuristics', 'Power saving mechanism', 'Green computing']",,2017,,0,EC6,0,71
57,JOUR,10.1109/MICRO61859.2024.00103,"['J. Stojkovic', 'E. Choukse', 'E. Saurez', 'Í. Goiri', 'J. Torrellas']",Mosaic: Harnessing the Micro-Architectural Resources of Servers in Serverless Environments,2024 57th IEEE/ACM International Symposium on Microarchitecture (MICRO),03-Dec-24,IEEE,"With serverless computing, users develop scalable applications using lightweight functions as building blocks, while cloud providers own most of the computing stack, allowing for better resource optimizations. In this paper, we observe that modern server-class processors are inefficiently utilized in serverless environments. Cores perform frequent context switches within function invocations and have a high degree of oversubscription. In such an environment, functions frequently lose their micro-architectural state in stateful hardware structures like caches, TLBs, and branch predictors, causing performance degradation. At the same time, modern processors are dimensioned for the needs of a broad set of applications, rendering them suboptimal for serverless workloads. Based on these insights, we propose Mosaic, an architecture optimized for serverless environments that maintains generality to efficiently support other workloads. Mosaic has two components: (1) MosaicCPU, a processor architecture that efficiently runs both serverless workloads and traditional monolithic applications, and (2) MosaicScheduler, a software stack for serverless systems that maximizes the benefits of MosaicCPU. MosaicCPU slices micro-architectural structures into small chunks and assigns tiles of such chunks to functions. The processor retains the state of functions in their tiles across context switches, thereby improving performance. Furthermore, currently-inactive tiles are set to a low power mode, thereby reducing energy consumption. In addition, MosaicScheduler maximizes efficiency by introducing predictive right-sizing of the per-function tiles, alongside with smart scheduling based on the state of the tiles. Overall, compared to conventional server-class processors, Mosaic improves the throughput of serverless workloads by 225% while using 22% less power.","['Cloud computing', 'Serverless computing', 'Hardware partitioning', 'Context', 'Schedules', 'Program processors', 'Processor scheduling', 'Full stack', 'Serverless computing', 'Computer architecture', 'Throughput', 'Rendering (computer graphics)', 'Optimization']",2379-3155,,,0,EC5,0,72
81,JOUR,10.1145/3147213.3147227,"['Hasan, MD Sabbir', 'Alvares, Frederico', 'Ledoux, Thomas']",GPaaScaler: Green Energy Aware Platform Scaler for Interactive Cloud Application,Proceedings of The10th International Conference on Utility and Cloud Computing,2017,Association for Computing Machinery,"Recently, smart usage of renewable energy has been a hot topic in the Cloud community. In this vein, we have recently proposed the creation of green energy awareness around Interactive Cloud Applications, but in static amount of underlying resources. This paper adds to previous ones as it considers elastic underlying infrastructure, that is, we propose a PaaS solution which efficiently utilize the elasticity nature at both infrastructure and application levels, by leveraging adaptation in facing to changing condition i.e., workload burst, performance degradation, quality of energy, etc. While applications are adapted by dynamically re-configuring their service level based on performance and/or green energy availability, the infrastructure takes care of addition/removal of resources based on application's resource demand. Both adaptive behaviors are implemented in separated modules and are coordinated in a sequential manner.We validate our approach by extensive experiments and results obtained over Grid'5000 test bed. Results show that, application can reduce significant amount of brown energy consumption by 35% and daily instance hour cost by 37% compared to a baseline approach when green energy aware adaptation is considered.","['energy consumption', 'autonomic computing', 'green it', 'interactive cloud application', 'paas', 'sustainable computing.']",978-1-4503-5149-2,,['https://doi.org/10.1145/3147213.3147227'],0,EC5,0,73
34,JOUR,10.1109/IPDPSW63119.2024.00159,"['T. Menouer', 'C. Cérin', 'P. Darmon']",KOptim: Kubernetes Optimization Framework,2024 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW),26-Jul-24,IEEE,"As Kubernetes has become a de-facto standard for a portable, extensible, open-source platform for managing containerized workloads and services, this paper presents a new Kubernetes Optimization Framework called KOptim, which provides a generic schema for scheduling and resource management. Compared to existing Kubernetes frameworks and scheduling procedures, the advantages of KOptim are: (i) it facilitates the configuration of container resources using Service Level Agreement (SLA) classes, and (ii) it optimizes the online scheduling of containers using a Multi-Criteria Decision Making (MCDM) algorithm. In short, the main contribution of KOptim is to simplify Kubernetes scheduler optimization, as well as other issues related to container configuration and validation. In KOptim, we propose to configure and manage container resources using a new model with three SLA classes related to CPUs, memory, and storage space. Each SLA class has three Quality of Services (QoS): Premium, Advanced, and Best Effort. Using the KOptim SLA classes, users can select a range of values for a service instead of specifying a fixed amount of resources for each container. This is designed to help non-expert users who do not need to know exactly how many resources must be used to configure their containers easily. In the scheduling step, we suggest using a mechanism based on a multi-criteria decision algorithm that allows users to consider several criteria during the online scheduling decision. In summary, KOptim is a generic framework for Kubernetes distributions even K3s and MicroK8s which are adapted to Fog and Edge computing. Experimental results demonstrate the potential of our framework to improve performance in terms of runtime and energy consumption.","['Container technology', 'Service Level Agreement', 'Online multi-criteria scheduling', 'Kubernetes ecosystem', 'Energy consumption', 'Processor scheduling', 'Computational modeling', 'Quality of service', 'Containers', 'MCDM', 'Resource management']",,,,0,EC5,0,74
104,JOUR,10.1016/j.future.2022.03.027,"['Das A.', 'Chakraborty S.', 'Chakraborty S.']",Where do all my smart home data go? Context-aware data generation and forwarding for edge-based microservices over shared IoT infrastructure,Future Generation Computer Systems,,,"With the explosion of the Internet of Things (IoT) devices, the advent of the edge computing paradigm, and the rise of intelligent applications for smart infrastructure surveillance, in-network data management is gaining a lot of research attention these days. The challenge lies in accommodating multiple application microservices with varying Quality of Service (QoS) requirements to share the sensing infrastructure for better resource utilization. In this work, we propose a novel data collection framework, CaDGen (Context-aware Data Generation) for such a shared IoT infrastructure that enables integrated data filtration and forwarding towards minimizing the resource consumption footprint for the IoT infrastructure. The proposed filtration mechanism utilizes the contextual information associated with the running application for determining the relevance of the data. Whereas the proposed forwarding policy aims to satisfy the diverse QoS requirements for the running applications by selecting the suitable next-hop forwarder based on the microservices distribution across different edge devices. A thorough performance evaluation of CaDGen through a testbed implementation as well as a simulation study for diverse setups reveals promising results concerning network resource utilization, scalability, energy conservation, and distribution of computation for optimal service provisioning. It is observed that the CaDGen can achieve nearly 35% reduction in the generated data for a moderately dynamic scenario without compromising on the data quality. © 2022 Elsevier B.V.","['Context-aware', 'Data collection', 'Edge computing', 'Microservice', 'Sensing', 'Automation', 'Data acquisition', 'Edge computing', 'Information management', 'Network security', 'Petroleum reservoir evaluation', 'Quality of service', 'Context-Aware', 'Data collection', 'Data generation', 'Data-forwarding', 'Edge computing', 'Microservice', 'Quality-of-service', 'Running applications', 'Service requirements', 'Smart homes', 'Internet of things']",,2022,,0,EC5,0,75
