DOI,record_id,Author,Title,Publication Title,ISBN,ISSN,Url,Date,Series,Series Number,Series Text,Series Title,Publisher,Place,Abstract,ISBNs,Funding Information,PDF Link,Author Keywords,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Issue Date,Meeting Date,Author full names,Author(s) ID,Year,Source title,Art. No.,Page start,Page end,Page count,Cited by,Link,Publication Stage,Open Access,Source,EID,Keywords,asreview_prior,exported_notes_1,asreview_ranking
10.1109/ISCC47284.2019.8969621,599,A. Buzachis; A. Galletta; A. Celesti; L. Carnevale; M. Villari,Towards Osmotic Computing: a Blue-Green Strategy for the Fast Re-Deployment of Microservices,2019 IEEE Symposium on Computers and Communications (ISCC),,2642-7389,,27-Jan-20,,,,,IEEE,,"The rapid development of Cloud, Edge, Fog Computing and Internet of Things (IoT) technologies has played a key role in the Industry 4.0 evolution. In this context, the Osmotic Computing paradigm, theorized in 2016 as integration between a centralized Cloud layer and Edge and/or IoT layers, has further emphasized the Industry 4.0 objectives including productivity and Quality of Services (QoS). This emerging paradigm proposes a new elastic management model of microservices, where deployment and migration strategies are strongly related to the underlaying infrastructure requirements (i.e., load balancing, reliability, availability, and so on) and applications (i.e., anomalies detection, awareness of the context, proximity, QoS, and so on). Specifically, knowing that an Osmotic application must have a failover behavior (highly horizontally/vertically scalable, 24 hours 24 available, fault-tolerant and secure), this paper highlights the Osmotic ecosystem platform focusing on the implementation of a blue-green mechanism for the fast re-deployment of microservices, exploiting emerging technologies, such as Docker, Kubernetes, Agento and MongoDB. Experiments shows the time required to arrange, deploy and destroy microservices.",978-1-7281-2999-0,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8969621,Osmotic Computing;Cloud Computing;Edge Computing;IoT;Orchestration;Microservice.,,7,,29,IEEE,,,,,,,,,,,,,,,,,Cloud computing;Computer architecture;Containers;Internet of Things;Quality of service;Monitoring;Measurement,0,IC4,112
10.1109/ISCC55528.2022.9912882,722,J. Georgiou; M. Symeonides; M. Kasioulis; D. Trihinas; G. Pallis; M. D. Dikaiakos,BenchPilot: Repeatable & Reproducible Benchmarking for Edge Micro-DCs,2022 IEEE Symposium on Computers and Communications (ISCC),,2642-7389,,19-Oct-22,,,,,IEEE,,"Micro-Datacenters (DCs) are emerging as key en-ablers for Edge computing and 5G mobile networks by pro-viding processing power closer to IoT devices to extract timely analytic insights. However, the performance evaluation of data stream processing on micro-DCs is a daunting task due to difficulties raised by the time-consuming setup, configuration and heterogeneity of the underlying environment. To address these challenges, we introduce BenchPilot, a modular and highly customizable benchmarking framework for edge micro-DCs. BenchPilot provides a high-level declarative model for describing experiment testbeds and scenarios that automates the bench-marking process on Streaming Distributed Processing Engines (SDPEs). The latter enables users to focus on performance analysis instead of dealing with the complex and time-consuming setup. BenchPilot instantiates the underlying cluster, performs repeatable experimentation, and provides a unified monitoring stack in heterogeneous Micro-DCs. To highlight the usability of BenchPilot, we conduct experiments on two popular streaming engines, namely Apache Storm and Flink. Our experiments compare the engines based on performance, CPU utilization, energy consumption, temperature, and network I/O.",978-1-6654-9792-3,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9912882,Edge Computing;Internet of Things,,3,,18,IEEE,,,,,,,,,,,,,,,,,Energy consumption;Storms;Telecommunication traffic;Benchmark testing;Central Processing Unit;Servers;Usability,0,EC3,2892
10.1109/ISCC61673.2024.10733667,1632,J. Gómez-delaHiz; A. García-López; S. García-Gil; D. Ramos-Ramos; A. Fakhreddine; J. M. Murillo; J. Galán-Jiménez,Throughput-Energy Efficiency Trade-off in Microservices-Based UAV Networks,2024 IEEE Symposium on Computers and Communications (ISCC),,2642-7389,,31-Oct-24,,,,,IEEE,,"Rural areas broadband access suffers from the limited investment of network operators, due to the forecasted return on investment. As a consequence, digital services such as eHealth, remote education, or smart agriculture cannot be offered to the rural population. In this context, research on Unmanned Aerial Vehicles (UAV) networks has emerged, which aims to solve the coverage problem by relying on small cells mounted on UAVs to provide coverage. From the network Quality of Service (QoS) point of view, i.e., the performance offered to users according to certain parameters such as delay, reliability, and throughput provisioning can be identified as one of the weak points. For the problem of maximizing throughput, the main solution is to group several UAVs in the same area. However, as the offered throughput increases, the power consumption will also increase. In this context, this paper proposes a genetic algorithm to solve the problem of jointly maximizing the offered throughput in rural scenarios where users request microservice-based IoT applications while minimizing the energy consumption of the swarm of UAVs. The algorithm is defined and evaluated in realistic scenarios, demonstrating its effectiveness on increasing the throughput while decreasing the number of UAVs that are required.",979-8-3503-5423-2,Ministry of Economy; Austrian Science Fund;,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10733667,UAV;Throughput;Energy efficiency;Genetic algorithm;Rural areas;MSA,,,,31,IEEE,,,,,,,,,,,,,,,,,Smart agriculture;Energy consumption;Microservice architectures;Quality of service;Throughput;Autonomous aerial vehicles;Telecommunications;Telecommunication network reliability;Investment;Genetic algorithms,1,,3
10.1109/ISCC61673.2024.10733735,1431,C. Courageux-Sudan; A. -C. Orgerie; M. Quinson,"Studying the end-to-end performance, energy consumption and carbon footprint of fog applications",2024 IEEE Symposium on Computers and Communications (ISCC),,2642-7389,,31-Oct-24,,,,,IEEE,,"The deployment of applications closer to end-users through fog computing has shown promise in improving network communication times and reducing contention. However, the use of fog applications such as microservices necessitates intricate network interactions among heterogeneous devices. Consequently, understanding the impact of different application and infrastructure parameters on performance becomes crucial. Current literature either offers end-to-end models that lack granularity and validation or fine-grained models that only consider a portion of the infrastructure. Our research first compares experimentally the accuracy of the existing integrated frameworks. We then combine one of these tools with a collection of validated models to obtain comprehensive metrics regarding microservice applications operating in the fog. Through a use-case, we demonstrate the effectiveness of our approach in investigating fog environments, from examining application latencies to greenhouse gas emissions.",979-8-3503-5423-2,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10733735,Modeling and simulation;Fog-computing;Microservice;Performance evaluation;Energy consumption,,,,35,IEEE,,,,,,,,,,,,,,,,,Performance evaluation;Computers;Energy consumption;Accuracy;Computational modeling;Microservice architectures;Greenhouse gases;Carbon footprint;Edge computing,0,IC4,61
10.1109/ISGT-Europe54678.2022.9960371,616,P. Kotsampopoulos; A. Dimeas; A. Chronis; G. Saridaki; N. Hatziargyriou; S. Maiti; C. Chakraborty,EU-India Collaboration for Smarter Microgrids: RE-EMPOWERED project,2022 IEEE PES Innovative Smart Grid Technologies Conference Europe (ISGT-Europe),,,,28-Nov-22,,,,,IEEE,,"Recent technical, economic, social and environmental challenges related to global energy transition have gained increased interest from research institutes and industrial companies from all across the world. RE-EMPOWERED is a joint research program, in which European and Indian partners have joined forces to demonstrate innovative solutions for effective energy management, power forecasting techniques, added grid resilience, grid stable operation, energy sector integration, digitalization and power electronics control. The developed tools will be tested in four demo sites in Europe and India aiming to shed light on these timely research areas in the reign of power networks dominated by distributed and renewable sources generation.",978-1-6654-8032-1,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9960371,microgrids;energy management;energy efficiency;EU;India,,6,,15,IEEE,,,,,,,,,,,,,,,,,Economics;Renewable energy sources;Europe;Microgrids;Companies;Power electronics;Smart grids,,,688
10.1109/ISGTEUROPE56780.2023.10407920,1244,A. Pastor; S. A. Uerlich; S. Schwarz; A. Monti,Towards a Modular Digital Twin Microservice Architecture for Urban Multi-Energy Systems,2023 IEEE PES Innovative Smart Grid Technologies Europe (ISGT EUROPE),,,,30-Jan-24,,,,,IEEE,,"This paper proposes a formal definition of Digital Twins (DTs) and presents general Building Blocks (BBs) advocating for a microservice architecture. The BBs are categorized into data pipeline, trust and security, and service components. The definition arises from a list of DT requirements for Multi-Energy System (MES) applications and Use Cases (UCs). To create this requirements list, existing DT architectures and concepts are examined for their UCs and requirements that they fulfill.",979-8-3503-9678-2,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10407920,Building Block (BB);Digital Twin (DT);Microservice Architecture;Multi-Energy System (MES),,1,,27,IEEE,,,,,,,,,,,,,,,,,Architecture;Pipelines;Microservice architectures;Europe;Digital twins;Smart grids;Security,,,632
10.1109/ISIE51358.2023.10228045,1583,M. Corn; N. Rožman; P. Podržaj; T. Berlec; T. Požrl; R. Vrabič,Concept of blockchain-based micro-service control strategy for a domestic water heater,2023 IEEE 32nd International Symposium on Industrial Electronics (ISIE),,2163-5145,,31-Aug-23,,,,,IEEE,,"This paper proposes a concept of a blockchain-based micro-service control strategy for a domestic water heater. The novelty of the proposed concept is in the employment of blockchain technology, which enables decentralized access to service providers, thereby improving the security of the system. The concept aims to increase security while preserving energy consumption and costs reductions benefits associated with water heating by utilizing advanced control strategies and algorithms. The proposed system consists of a smart device, a service provider, data storage, and a smart contract. The smart device collects and stores data on hot water consumption, which is used to generate accurate predictions of hot water draw profiles. The service provider provides advanced control strategies designed to enhance the performance of the smart device. The data storage is decentralized to ensure data privacy and security. Payments between providers and consumers of the services are executed by employing smart contract deployed on a blockchain network. Testing of the proposed concept was conducted in a hybrid simulation environment. The results of the tests showed that even in decentralized system an improvement in energy consumption efficiency and a reduction in operating costs due to the advance control algorithms is possible without a decrease in users’ comfort.",979-8-3503-9971-4,Ministry of Higher Education;,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10228045,Blockchain technology;Micro-service control strategy;Smart water heaters,,,,14,IEEE,,,,,,,,,,,,,,,,,Energy consumption;Data privacy;Costs;Smart contracts;Water heating;Memory;Blockchains,0,IC4,111
10.1109/ITECAsia-Pacific59272.2023.10372327,1548,C. Liu; Y. Yu; W. Ye; S. Xu; B. Qu; P. Yang,Energy management strategy and software design for shore power DC microgrid system,"2023 IEEE Transportation Electrification Conference and Expo, Asia-Pacific (ITEC Asia-Pacific)",,,,02-Jan-24,,,,,IEEE,,"Shore power technology refers to the use of utility power to ship power supply when the ship calls at the port, instead of marine fuel generators for power generation, because most of the utility power from thermal power generation, the same will increase carbon emissions, which is not the true meaning of low-carbon environmental protection, and port shore power can be accessed to more new energy, but only a small number of ports to use the new energy of the port to provide green renewable energy for the ships calling at the port. Aiming at the above situation, this paper designs a DC microgrid system solution for shore power with new energy access, which includes a DC microgrid system structure for port situations, an energy management strategy (to maintain the stability of the DC microgrid while making full use of the new energy in the port to provide green shore power for ships docking at the port), a simple and efficient seamless switching strategy for shore power (to realize the fast connection between ship and shore), and a software system with control and monitoring (to ensure the stable and efficient operation of the shore power microgrid system).",979-8-3503-1427-4,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10372327,Green Port;Shore Power Microgrid System;Energy Management Strategy;Seamless Switching Strategy;Software Design,,,,11,IEEE,,,,,,,,,,,,,,,,,Green products;Microgrids;Switches;Seaports;Software systems;Marine vehicles;Energy management,0,EC3,2925
10.1109/JIOT.2020.2981958,1856,A. Samanta; J. Tang,Dyme: Dynamic Microservice Scheduling in Edge Computing Enabled IoT,IEEE Internet of Things Journal,,2327-4662,,19-Mar-20,,,,,IEEE,,"In recent years, the rapid development of mobile edge computing (MEC) provides an efficient execution platform at the edge for Internet-of-Things (IoT) applications. Nevertheless, the MEC also provides optimal resources to different microservices, however, underlying network conditions and infrastructures inherently affect the execution process in MEC. Therefore, in the presence of varying network conditions, it is necessary to optimally execute the available task of end users while maximizing the energy efficiency in edge platform and we also need to provide fair Quality-of-Service (QoS). On the other hand, it is necessary to schedule the microservices dynamically to minimize the total network delay and network price. Thus, in this article, unlike most of the existing works, we propose a dynamic microservice scheduling scheme for MEC. We design the microservice scheduling framework mathematically and also discuss the computational complexity of the scheduling algorithm. Extensive simulation results show that the microservice scheduling framework significantly improves the performance metrics in terms of total network delay, average price, satisfaction level, energy consumption rate (ECR), failure rate, and network throughput over other existing baselines.",,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9042873,Dynamic microservice scheduling;edge computing;Internet of Things (IoT);microservice;Quality-of-Service (QoS),,98,,56,IEEE,,,,,,,,,,,,,,,,,Dynamic scheduling;Task analysis;Internet of Things;Delays;Quality of service;Processor scheduling;Edge computing,0,IC4,17
10.1109/JIOT.2020.3011057,1940,S. R. Chaudhry; A. Palade; A. Kazmi; S. Clarke,Improved QoS at the Edge Using Serverless Computing to Deploy Virtual Network Functions,IEEE Internet of Things Journal,,2327-4662,,21-Jul-20,,,,,IEEE,,"Multiaccess edge computing (MEC) will strengthen forthcoming 5G networks by improving the Quality of Service (QoS), in particular, reducing latency, increasing data processing rates, and providing real-time information to develop high-value Internet-of-Things (IoT) services. To enable data-intensive network services and support advanced analytics, many network operators have proposed to integrate MEC systems with network function virtualization (NFV) consolidating virtual network functions (VNFs) and edge capabilities on a shared infrastructure. As of yet, this integration is not fully established, with various architectural issues currently open, even at standardization level. For instance, any update to VNFs deployed in a MEC system requires a time-consuming manual effort, which affects the overall infrastructure operations. To address these pitfalls, VNFs can be decomposed into microservices, which maintain their own states and exhibit different resource consumption requirements. This article presents an approach to integration that leverages serverless computing to merge MEC and NFV at the system level and to deploy VNFs on demand, by combining MEC functional blocks with an NFV orchestrator using a Kubernetes cluster. We further investigate whether the resource utilization of a MEC system can be improved by leveraging networked FPGA-enabled MEC servers, through an extension of the edge layer that takes advantage of available programmable hardware. We quantitatively evaluate and demonstrate the improvement of 75% end-to-end latency, 99.96% VNF execution time, 26.9% resource utilization, and 15.8% energy consumption in comparison with traditional baselines of cloud, edge, and serverless-edge test cases for a high-definition real-time video streaming application.",,Science Foundation Ireland (SFI)(grant numbers:16/SP/3804); Enable Research Programme;,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9145582,Edge computing;networked FPGA;serverless computing;virtual network functions (VNFs) and data security,,36,,52,IEEE,,,,,,,,,,,,,,,,,Hardware;Internet of Things;Field programmable gate arrays;Streaming media;Servers;Task analysis;Quality of service,0,IC4,42
10.1109/JIOT.2021.3075901,1922,S. T. Arzo; C. Naiga; F. Granelli; R. Bassoli; M. Devetsikiotis; F. H. P. Fitzek,A Theoretical Discussion and Survey of Network Automation for IoT: Challenges and Opportunity,IEEE Internet of Things Journal,,2327-4662,,26-Apr-21,,,,,IEEE,,"The introduction of the Internet of Things (IoT) and massive machine-type communications has implied an increase in network size and complexity. In particular, there is already a huge number of IoT devices in the market in various sectors, such as smart agriculture, smart city, smart home, smart transportation, etc. The IoT interconnectivity technologies are also increasing. Therefore, these are increasingly overwhelming the efforts of network administrators as they try to design, reconfigure and manage such networks. Relying on humans to manage such complex and dynamic networks is becoming unsustainable. Network automation promises to reduce the cost of administration and maintenance of network infrastructure, by offering networks the capability to manage themselves. Network automation is the ability of the network to manage itself. Various standardization organizations are taking the initiative in introducing network automation, such as European Telecommunication Standardization Institute (ETSI). ETSI is leading the standardization activities for network automation. It has provided different versions of reference architecture called generic autonomic network architecture (GANA), which describes a four-level abstraction for network-management decision elements (DEs), protocol level, function level, node level, and network level. In this article, we review and survey the existing works before and after the introduction of software-defined networking (SDN) and network-function-virtualization (NFV). We relate the main trending paradigms being followed, such as SDN, NFV, machine learning (ML), microservices, multiagent system (MAS), containerization, and cloudification, as a pivotal enabler of full network automation. We also discuss the autonomic architectures proposed in the literature. Finally, we presented possible future research directions and challenges that need to be tackled to progress in achieving full network automation.",,"NATO Science for Peace and Security (SPS) Programme in the Framework of the Project “Dynamic Architecture based on UAVs Monitoring for Border Security and Safety”(grant numbers:SPS G5428); German Research Foundation (DFG, Deutsche Forschungsgemeinschaft) as part of Germany’s Excellence Strategy—EXC 2050/1—Project ID 390696704—Cluster of Excellence “Centre for Tactile Internet with Human-in-the-Loop” (CeTI) of Technische Universität Dresden; ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9416288,Autonomic networking;machine learning;multiagent system (MAS);network function virtualization;network management system (NMS);network softwarization;software-defined networking (SDN),,44,,156,IEEE,,,,,,,,,,,,,,,,,Automation;Internet of Things;Computer architecture;Market research;Software;Monitoring;Cloud computing,0,EC3,2693
10.1109/JIOT.2021.3086043,2261,A. H. H. Ngu; J. S. Eyitayo; G. Yang; C. Campbell; Q. Z. Sheng; J. Ni,An IoT Edge Computing Framework Using Cordova Accessor Host,IEEE Internet of Things Journal,,2327-4662,,03-Jun-21,,,,,IEEE,,"The Internet of Things (IoT) is a rapidly growing system of physical sensors and connected devices, enabling advanced information gathering, interpretation, and monitoring. The realization of a versatile IoT edge computing framework will accelerate seamless integration of the cyber-world with new physical IoT devices, and will fundamentally change and empower the way humans interact with the world. While there are many cloud-based IoT computing frameworks, they cannot support the needs of IoT applications that require local processing and guarantee of consumer’s privacy. This article presents experimentation with the opensource plug-and-play IoT middleware, called Cordova Accesor Host. We demonstrated that Cordova Accessor Host supports the essential ingredients of the composition and reusability of IoT services using the accessor as the basic building block and adopting an accessor-module-plugin design pattern. The portability is demonstrated by using the same accessor for collecting sensor data from radically different IoT devices such as, wearables (e.g., smartwatches) and microcontrollers (e.g., Arduino). Our energy profiling experiments show that IoT services deployed using the Cordova Accessor Host consume around 35% less battery power than the same IoT services deployed in the native Android operating system.",,"National Science Foundation under the Research Experiences for Undergraduates site(grant numbers:CCF-1659807,CNS-1757893); Texas State University; NSF-CRI(grant numbers:1305302); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9446337,Edge computing;open service platform;service middleware and platform,,4,,29,IEEE,,,,,,,,,,,,,,,,,Internet of Things;Sensors;Cloud computing;Edge computing;Servers;Programming;Operating systems,,,287
10.1109/JIOT.2022.3155598,2854,Yu Y.; Liu J.; Fang J.,Online Microservice Orchestration for IoT via Multiobjective Deep Reinforcement Learning,,,,,,,,,,,,"By providing loosely coupled, lightweight, and independent services, the microservice architecture is promising for large-scale and complex service provision requirements in the Internet of Things (IoT). However, it requires more fine-grained resource management and orchestration for service provision. Most of the existing microservice orchestration solutions are based on those designed for the traditional cloud. They can only provide coarse-grained resource allocation using possibly conflicting weighted objectives. In this article, we present a fine-grained microservice orchestration approach to provide services online for dynamic requests of IoT applications. By using a fine-grained resource model of energy cost and service end-to-end response time of orchestrated microservices, we formulate the microservice orchestration problem as a multiobjective Markov decision process. We then propose a multiobjective optimization solution based on deep reinforcement learning (DRL) to simultaneously reduce energy consumption and response time. Through extensive experiments, our proposed algorithm presents significant performance results than the state of the art. To the best of our knowledge, this is the first work that addresses microservice orchestration using DRL for multiple conflicting objectives.  © 2014 IEEE.",,,,"Deep reinforcement learning (DRL); energy consumption, Internet of Things (IoT); online microservice orchestration; Quality-of-Service (QoS) assurance",,,,,,,,"Yu, Yinbo (57197519687); Liu, Jiajia (40461843700); Fang, Jing (57477048200)",57197519687; 40461843700; 57477048200,2022,IEEE Internet of Things Journal,,17513,17525,12,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125708766&doi=10.1109%2fJIOT.2022.3155598&partnerID=40&md5=519bcf5c5902a8cf7f53e8c2385fa6f2,Final,,Scopus,2-s2.0-85125708766,Deep learning; Internet of things; Markov processes; Multiobjective optimization; Natural resources management; Quality of service; Reinforcement learning; Resource allocation; Deep reinforcement learning; Energy-consumption; Fine grained; Microservice architecture; Multi objective; Online microservice orchestration; QoS assurance.; Quality-of-service; Reinforcement learnings; Resource management; Energy utilization,0,IC4,23
10.1109/JIOT.2024.3449753,2310,E. H. Houssein; M. A. Othman; W. M. Mohamed; M. Younan,"Internet of Things in Smart Cities: Comprehensive Review, Open Issues, and Challenges",IEEE Internet of Things Journal,,2327-4662,,26-Aug-24,,,,,IEEE,,"Smart cities rely mainly on the Internet of Things (IoT) to make an urban area smart to offer its citizens a high quality of life with optimal use of resources and preservation of the environment. IoT is the key component that collects raw data on the surrounding environment to be analyzed to extract information that supports decision making. The widespread use of IoT results in the emergence of smart homes, smart energy, smart transportation, and smart healthcare, which build a smart city. On the other hand, challenges, such as heterogeneity, scalability, security, and privacy, hinder the efficient functioning of the IoT in the construction of smart cities. This article presents a comprehensive overview on the concept of IoT moving forward to the concept of smart city, highlighting key elements and characteristics, studying and reviewing state-of-the-art research on this theme. Future directions are discussed to guide researchers, who focus on interoperability between IoT platforms in smart cities and on IoT architectures based on micro-services. Case studies of successful smart cities are presented for gaining learned lessons. The impact of integrating wireless networks (5G and 6G) in the IoT is also clarified in the future direction. The significance of this research is found in its comprehensive examination of various aspects of the smart city instead of concentrating on a singular facet.",,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10646337,Internet of Things (IoT);smart city;smart energy;smart healthcare;smart transportation,,2,,135,IEEE,,,,,,,,,,,,,,,,,Smart cities;Internet of Things;Reviews;Security;Market research;Sustainable development;Smart transportation,,,868
10.1109/JIOT.2024.3488283,2619,Golec M.; Wu H.; Ozturac R.; Parlikad A.K.; Cuadrado F.; Gill S.S.; Uhlig S.,CAPTAIN: A Testbed for Co-Simulation of Scalable Serverless Computing Environments for AIoT Enabled Predictive Maintenance in Industry 4.0,,,,,,,,,,,,"The massive amounts of data generated by the Industrial Internet of Things (IIoT) require considerable processing power, which increases carbon emissions and energy usage, and we need sustainable solutions to enable flexible manufacturing. Serverless computing shows potential for meeting this requirement by scaling idle containers to zero energy-efficiency and cost, but this will lead to a cold start delay. Most solutions rely on idle containers, which necessitates dynamic request time forecasting and container execution monitoring. Furthermore, Artificial Intelligence of Things (AIoT) can provide autonomous and sustainable solutions by combining IIoT with Artificial Intelligence (AI) to solve this problem. Therefore, we develop a new testbed, CAPTAIN, to facilitate AI-based co-simulation of scalable and flexible serverless computing in IIoT environments. The AI module in the CAPTAIN framework employs Random Forest (RF) and Light Gradient-Boosting Machine (LightGBM) models to optimize cold start frequency and prevent cold starts based on their prediction results. The proxy module additionally monitors the client-server network and constantly updates the AI module training dataset via a message queue. Finally, we evaluated the proxy module's performance using a predictive maintenance-based real-world IIoT application and the AI module's performance in a realistic serverless environment using a Microsoft Azure dataset. The AI module of the CAPTAIN outperforms baselines in terms of cold start frequency, computational time with 0.5 milliseconds, energy consumption with 1161.0 joules, and CO2 emissions with 32.25e-05 gCO2. The CAPTAIN testbed provides a co-simulation of sustainable and scalable serverless computing environments for AIoT-enabled predictive maintenance in Industry 4.0. © 2014 IEEE.",,,,Artificial Intelligence; Cloud Computing; Flexible Manufacturing; Industrial Internet of Things; Predictive Maintenance; Serverless Computing,,,,,,,,"Golec, Muhammed (57219976731); Wu, Huaming (55605704300); Ozturac, Ridvan (57226449916); Parlikad, Ajith Kumar (9736080300); Cuadrado, Felix (23008194000); Gill, Sukhpal Singh (57216940144); Uhlig, Steve (55148419500)",57219976731; 55605704300; 57226449916; 9736080300; 23008194000; 57216940144; 55148419500,2024,IEEE Internet of Things Journal,,,,,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208228417&doi=10.1109%2fJIOT.2024.3488283&partnerID=40&md5=79d9c5a8dcade2dfbbff6960c6a42c9a,Article in press,,Scopus,2-s2.0-85208228417,Competition; Flexible manufacturing systems; Glass plants; Plastic bottles; Windows operating system; Cloud-computing; Cold-start; Computing environments; Cosimulation; Flexible manufacturing; Industrial internet of thing; Module performance; Predictive maintenance; Serverless computing; Sustainable solution; Testbeds,0,EC3,2291
10.1109/JLT.2021.3063325,2118,O. O. Ajibola; T. E. H. El-Gorashi; J. M. H. Elmirghani,Energy Efficient Placement of Workloads in Composable Data Center Networks,Journal of Lightwave Technology,,1558-2213,,03-Mar-21,,,,,IEEE,,"This paper studies the energy efficiency of composable data center (DC) infrastructures over network topologies. Using a mixed integer linear programming (MILP) model, we compare the performance of disaggregation at rack-scale and pod-scale over selected electrical, optical and hybrid network topologies relative to a traditional DC. Relative to a pod-scale DC, the results show that physical disaggregation at rack-scale is sufficient for optimal efficiency when the optical network topology is adopted, and resource components are allocated in a suitable manner. The optical network topology also enables optimal energy efficiency in composable DCs. The paper also studies logical disaggregation of traditional DC servers over an optical network topology. Relative to physical disaggregation at rack-scale, logical disaggregation of server resources within each rack enables marginal fall in the total DC power consumption (TDPC) due to improved resource demands placement. Hence, an adaptable composable infrastructure that can support both in memory (access) latency sensitive and insensitive workloads is enabled. We also conduct a study of the adoption of micro-service architecture in both traditional and composable DCs. Our results show that increasing the modularity of workloads improves the energy efficiency in traditional DCs, but disproportionate utilization of DC resources persists. A combination of disaggregation and micro-services achieved up to 23% reduction in the TDPC of the traditional DC by enabling optimal resources utilization and energy efficiencies. Finally, we propose a heuristic for energy efficient placement of workloads in composable DCs which replicates the trends produced by the MILP model formulated in this paper.",,Engineering and Physical Sciences Research Council; INTelligent Energy aware NETworks(grant numbers:EP/H040536/1); SwiTching And tRansmission(grant numbers:EP/K016873/1); Terabit Bidirectional Multi-user Optical Wireless System(grant numbers:EP/S016570/1); Petroleum Technology Trust Fund;,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9369047,Composable infrastructures;energy efficient data centers;micro-services;MILP;optical networks;rack-scale data center;software defined infrastructures,,12,,49,IEEE,,,,,,,,,,,,,,,,,Servers;Software;Network topology;Energy efficiency;Hardware;Topology;Optical fiber networks,0,IC4,135
10.1109/JSAC.2023.3334610,1984,M. Polese; M. Dohler; F. Dressler; M. Erol-Kantarci; R. Jana; R. Knopp; T. Melodia,Empowering the 6G Cellular Architecture With Open RAN,IEEE Journal on Selected Areas in Communications,,1558-0008,,28-Nov-23,,,,,IEEE,,"Innovation and standardization in 5G have brought advancements to every facet of the cellular architecture. This ranges from the introduction of new frequency bands and signaling technologies for the radio access network (RAN), to a core network underpinned by micro-services and network function virtualization (NFV). However, like any emerging technology, the pace of real-world deployments does not instantly match the pace of innovation. To address this discrepancy, one of the key aspects under continuous development is the RAN with the aim of making it more open, adaptive, functional, and easy to manage. In this paper, we highlight the transformative potential of embracing novel cellular architectures by transitioning from conventional systems to the progressive principles of Open RAN. This promises to make 6G networks more agile, cost-effective, energy-efficient, and resilient. It opens up a plethora of novel use cases, ranging from ubiquitous support for autonomous devices to cost-effective expansions in regions previously underserved. The principles of Open RAN encompass: (i) a disaggregated architecture with modular and standardized interfaces; (ii) cloudification, programmability and orchestration; and (iii) AI-enabled data-centric closed-loop control and automation. We first discuss the transformative role Open RAN principles have played in the 5G era. Then, we adopt a system-level approach and describe how these Open RAN principles will support 6G RAN and architecture innovation. We qualitatively discuss potential performance gains that Open RAN principles yield for specific 6G use cases. For each principle, we outline the steps that research, development and standardization communities ought to take to make Open RAN principles central to next-generation cellular network designs.",,"U.S. National Science Foundation(grant numbers:CNS-2117814); Federal Ministry of Education and Research (BMBF), Germany, within the 6G Platform(grant numbers:16KISK050); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10329947,Open RAN;6G;architecture;end-to-end,,28,,153,IEEE,,,,,,,,,,,,,,,,,5G mobile communication;Cellular networks;6G mobile communication;Wireless communication;Technological innovation;3GPP;Quality of service,,,1239
