"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Dew Computing in Industrial Automation: Applying Machine Learning for Process Control","M. Sverko; N. Tankovic; D. Etinger","Faculty of Informatics, Juraj Dobrila University of Pula; Faculty of Informatics, Juraj Dobrila University of Pula; Faculty of Informatics, Juraj Dobrila University of Pula","2021 IEEE 45th Annual Computers, Software, and Applications Conference (COMPSAC)","9 Sep 2021","2021","","","1789","1794","Network infrastructure in the era of Big data, Industry 4.0, IoT, and AI, pushed the boundaries of data availability, scalability, reliability, high bandwidth, and low latency. This resulted in a new paradigm of cloud computing providing centralized data storage, efficient resource management, and software products marketed in an as-a-service manner. However, there are still many QoS-sensitive use-cases where data and service availability, network latency, and throughput needs to be further addressed. Partial solutions to these problems came in Fog and Edge computing, providing computation and data closer to end-user network devices. But these concepts still do not fully address the issues of offline data availability and network latency. A potential answer to these questions could be the concept of dew computing - an additional layer in the existing client-server architecture, operating on end devices to achieve the highest possible level of data synchronization between data in the cloud and local devices, which in the standard Cloud-Fog-Edge architecture relies strictly on connectivity. This paper addresses the implementation of dew computing in the field of industrial automation and data analysis performed in the cloud, with local execution of the resulting model algorithm by reducing network latency and providing offline data availability, providing the necessary data synchronization between the cloud and local databases.","0730-3157","978-1-6654-2463-9","10.1109/COMPSAC51774.2021.00268","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9529499","cloud;dew;computing;industry;scada;ics;data;analysis;machine learning","Cloud computing;Scalability;Software algorithms;Computer architecture;Throughput;Software;Software reliability","","2","","19","IEEE","9 Sep 2021","","","IEEE","IEEE Conferences"
"Bassa-Scalable Blockchain Architecture for Smart Cities","E. Bandara; X. Liang; P. Foytik; S. Shetty; N. Ranasinghe; K. De Zoysa","Old Dominion University, Norfolk, VA, USA; University of North Carolina at Greensboro, NC, USA; Old Dominion University, Norfolk, VA, USA; Old Dominion University, Norfolk, VA, USA; University of Colombo School of Computing, Sri Lanka; University of Colombo School of Computing, Sri Lanka",2020 IEEE International Smart Cities Conference (ISC2),"29 Oct 2020","2020","","","1","8","Smart cities will depend on reliable Internet of things to effectively provide residential and commercial services. Smart city applications generate vast amount of data and will need the infrastructure to support high transaction throughput. The data associated with smart cities can include sensitive information and there is a need to guarantee the security and privacy through a blockchain-based decentralized infrastructure. Current blockchain environments face several challenges, such as, lack of high transaction throughput, high scalability, real-time transaction processing, and back-end stress operations, etc. In this paper, we propose “Bassa”, a blockchain platform that will meet the aforementioned challenges. Bassa employs a Apache Kafka based consensus and `validate-execute-group” blockchain architecture to realize real-time transaction. Bassa's smart contract platform realizes concurrent transaction by leveraging actor-based concurrency.","2687-8860","978-1-7281-8294-0","10.1109/ISC251055.2020.9239072","Office of Fossil Energy; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9239072","Blockchain;Smart City;Big Data;IoT;Distributed Systems","Smart cities;Smart contracts;Blockchain;Throughput;Real-time systems;Security;Stress","","2","","32","IEEE","29 Oct 2020","","","IEEE","IEEE Conferences"
"Sensors-Enabled Human State Monitoring System for Tactical Settings","L. Salvan; A. Marois; M. Kopf; J. -F. Gagnon","Thales Research and Technology Canada, Quebec City, Canada; Thales Research and Technology Canada, Quebec City, Canada; Thales Research and Technology Canada, Quebec City, Canada; Thales Research and Technology Canada, Quebec City, Canada",2022 IEEE Conference on Cognitive and Computational Aspects of Situation Management (CogSIMA),"22 Jul 2022","2022","","","55","83","Physiological data are interesting, but higher-level information should be extracted in order to improve the comprehension of the situation for the users (Friedl, 2018 ; NATO*, 2020 ; Blackhurst et al., 2012).","2379-1675","978-1-6654-8330-8","10.1109/CogSIMA54611.2022.9830666","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9830666","","Biomedical monitoring;Monitoring;Human factors;Data models;Wearable sensors;Testing;Organizations","","2","","","Crown","22 Jul 2022","","","IEEE","IEEE Conferences"
"Challenges in developing collaborative IoT systems","F. C. Delicato; P. F. Pires","Computer Science Department, Fluminense Federal University - UFF, Niteroi, RJ, Brazil; Computer Science Department, Fluminense Federal University - UFF, Niteroi, RJ, Brazil",2020 IEEE 6th International Conference on Collaboration and Internet Computing (CIC),"20 Jan 2021","2020","","","25","33","The Internet of Things (IoT) represents the next significant step in the evolution of the Internet. It will allow “things” to be connected anytime, anywhere, with anything and anyone, providing a myriad of novel applications and augmented services to citizens, governments, and enterprises. We believe that for the IoT to reach its full potential, it will be necessary to advance the investigation of techniques and technologies to build systems in such a brand-new scenario. In the IoT, the collaborating entities encompass both physical and virtual resources, interactions occur both in an active and programmed way as well as by chance, and therefore it is necessary to deal with expected but also emerging behaviors of the collaborating parties. In this paper, we first discuss the main features that make IoT a unique ecosystem, and as such, calls for new software development solutions. We claim that there is a need to rethinking the techniques and methodologies for developing IoT systems and applications. Novel models, architectural approaches and techniques should be proposed, or existing ones should be adapted to deal with the high heterogeneity, dynamism, serendipity and interdependencies that are typical of the IoT ecosystem. We then analyze and discuss potential key design solutions that deserve a deeper understanding in order to pave the way for the building of this new generation of systems. Our discussion is presented from a bottom-up perspective: from the modeling of devices that make up the IoT to the representation of requirements that must be addressed when engineering IoT systems.","","978-1-7281-4146-6","10.1109/CIC50333.2020.00014","FAPESP(grant numbers:2015/24144-7); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9319015","Internet of Things;Software Architecture;Model-driven development;Adaptive Systems;Requirements","Internet of Things;Ecosystems;Quality of service;Collaboration;Biological system modeling;Contracts;Wireless sensor networks","","2","","64","IEEE","20 Jan 2021","","","IEEE","IEEE Conferences"
"Asterism: Decentralized File Sharing Application for Mobile Devices","O. -P. Heinisuo; V. Lenarduzzi; D. Taibi","Tampere University, Tampere, Finland; Tampere University, Tampere, Finland; Tampere University, Tampere, Finland","2019 7th IEEE International Conference on Mobile Cloud Computing, Services, and Engineering (MobileCloud)","13 May 2019","2019","","","38","47","Most applications and services rely on central authorities. This introduces a single point of failure to the system. The central authority must be trusted to have data stored by the application available at any given time. More importantly, the privacy of the user depends on the service provider capability to keep the data safe. A decentralized system could be a solution to remove the dependency from a central authority. Moreover, due to the rapid growth of mobile device usage, the availability of decentralization must not be limited only to desktop computers. In this work we aim at studying the possibility to use mobile devices as a decentralized file sharing platform without any central authorities. This was done by implementing Asterism, a peer-to-peer file-sharing mobile application based on the Inter-Planetary File System. We validate the results by deploying and measuring the application network usage and power consumption in multiple different devices. Results show that mobile devices can be used to implement a worldwide distributed file sharing network. However, the file sharing application generated large amounts of network traffic even when no files were shared. This was caused by the chattiness of the protocol of the underlying peer-to-peer network. Consequently, constant network traffic prevented the mobile devices from entering to deep sleep mode. Due to this the battery life of the devices was greatly degraded.","2573-7562","978-1-7281-0463-8","10.1109/MobileCloud.2019.00013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8710656","decentralized file sharing;peer-to-peer;mobile;Sailfish OS;InterPlanetary File System","Peer-to-peer computing;Mobile handsets;Protocols;File systems;Servers;Mobile applications;Power demand","","2","","34","IEEE","13 May 2019","","","IEEE","IEEE Conferences"
"A Framework for Performance Evaluation of Network Function Virtualisation in 5G Networks","C. Leite; P. S. Barreto; M. F. Caetano; R. Amaral","Department of Computer Science, University of Brasília, Brasília, DF, Brazil; Department of Computer Science, University of Brasília, Brasília, DF, Brazil; Department of Computer Science, University of Brasília, Brasília, DF, Brazil; Department of Computer Science, University of Brasília, Brasília, DF, Brazil",2020 XLVI Latin American Computing Conference (CLEI),"28 Jun 2021","2020","","","314","321","Fifth Generation of Mobile Communication (5G) integrates the use of telecommunication and computer systems. As virtualisation eases the deployment of new functionalities demanded by many industrial and social use cases, also show many research challenges regarding performance and resource optimisation. In the 5G architecture, while mobile networks are already trying to implement a full virtualisation of hardware resources, the core itself lacks of an integrated performance evaluation proposal. In this paper we propose a performance evaluation framework, based on an evaluation function and an assortment of distributed observation functions acting as monitors for compute nodes in a virtualised. infrastructure. The framework, unlike previous proposals, is designed to be integrated into 5G as a native service. The framework was evaluated in a Ultra-Reliable and Low Latency Communications (URLLC) scenario and the results show success in monitoring and analysing a Network Function Virtualisation (NFV) environment with a standard 5G NFV implementation.","","978-1-6654-1560-6","10.1109/CLEI52000.2020.00043","European Commission(grant numbers:H2020-EUB-2017 EU-BRAZIL,ICT-777137); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9458330","5G;virtualisation;NFV;VNF;control traffic;Openstack;MANO;performance evaluation","Performance evaluation;5G mobile communication;Computer architecture;Ultra reliable low latency communication;Hardware;Communications technology;Proposals","","2","","34","IEEE","28 Jun 2021","","","IEEE","IEEE Conferences"
"Challenges of 5G and Beyond Mobile Radio Networks","A. Luntovskyy","BA Dresden Univ. of Coop. Education Saxon Study Academy, Hans-Grundig-Str. 25, Dresden, Germany",2022 24th International Microwave and Radar Conference (MIKON),"25 Oct 2022","2022","","","1","6","The paper presents an overview of the challenges for 5G and Beyond Mobile Radio Networks (efficient structures, attractive applications, cost reduction, billing, and security). The role of new mobile network technologies, like 6G and satellite-based Internet Starlink, will steadily grow in the following years. The following subjects are examined: 1) Deployment features for 5G, heterogeneous cellular structures, and interoperability; 2) Advanced security and blockchained apps; 3) Blockchain opportunities and challenges for 5G and Beyond; 4) New generation mobile nets, like Starlink, Sixth Generation for Mobile Radio Networks/ NET-30.","","978-83-956020-3-0","10.23919/MIKON54314.2022.9924978","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9924978","5G and Beyond;6G and NET-2030;Starlink;Umbrella principle;IBN;Blockchain;Smart Contracting","6G mobile communication;Costs;5G mobile communication;Radar;Internet;Blockchains;Security","","2","","14","","25 Oct 2022","","","IEEE","IEEE Conferences"
"NearBy-Offload: An Android based Application for Computation Offloading","A. Kumar; R. Yadav; G. Baranwal","Department of Computer Science, Banaras Hindu University, Varanasi, India; Department of Computer Science, Banaras Hindu University, Varanasi, India; Department of Computer Science, Banaras Hindu University, Varanasi, India",2020 IEEE 15th International Conference on Industrial and Information Systems (ICIIS),"8 Feb 2021","2020","","","357","362","Computation offloading in fog computing not only addresses the computation-intensive and delay-sensitive needs of IoT applications but also improves the network lifetime of the IoT-Fog paradigm. As fog node suits as a place for availing offloading services, it introduces another challenge, i.e., selection of most suitable fog node among available heterogeneous fog nodes. Since fog node selection involves multiple criteria such as CPU power, energy, etc., the selection of fog node can be modeled as a multi-criteria decision making (MCDM) problem. In this work, we have designed an android based application, named Nearby-Offload, to provide a realtime implementation of computation offloading. Nearby-Offload also integrates two well-known MCDM methods, i.e., MAAU (Multi-Attribute Additive Utility) and TOPSIS (Technique for Order Preference by Similarity to Ideal Solution), for selecting the most suitable fog node based on the preference given by the user for criteria. This application is designed in such a way that new MCDM methods can be integrated by the user if required.","2164-7011","978-1-7281-8524-8","10.1109/ICIIS51140.2020.9342724","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9342724","Computation offloading;Fog node selection;Multi criteria decision making;TOPSIS","Additives;Conferences;Computational modeling;Decision making;Internet of Things;Information systems;Edge computing","","2","","27","IEEE","8 Feb 2021","","","IEEE","IEEE Conferences"
"INGR Roadmap Artificial Intelligence And Machine Learning Chapter","D. Kataria; A. Walid; M. Daneshmand; A. Dutta; M. A. Enright; R. Gu; A. Lackpour; P. Ramachandran; H. Wang; C. -M. Chen; B. Chng; F. Darema","IP Junction, USA; Nokia Bell Labs, USA; Stevens Institute of Technology, USA; Johns Hopkins University Applied Physics Lab, USA; Quantum Dimension, Inc., USA; BUPT, China; Drexel University, USA; Dell Technologies, USA; UMass Dartmouth, USA; AT &T (Retired), USA; BAWMAN LLC, USA; Info Symbiotic Systems Society, USA",2022 IEEE Future Networks World Forum (FNWF),"8 Mar 2023","2022","","","1","70","In the evolution of artificial Intelligence (AI) and machine learning (ML), reasoning, knowledge representation, planning, learning, natural language processing, perception, and the ability to move and manipulate objects have been widely used. These features enable the creation of intelligent mechanisms for decision support to overcome the limits of human knowledge processing. In addition, ML algorithms enable applications to draw conclusions and make predictions based on existing data without human supervision, leading to quick, near-optimal solutions even in problems with high dimensionality. Hence, autonomy is a key aspect of current and future AI/ML algorithms. This chapter focuses on the development and implementation of AI/ML technologies for 5G and future networks. The objective is to illustrate how these technologies can be smoothly migrated into 5G systems to increase their performance and to decrease their cost. To that end, this chapter presents the Drivers, Needs, Challenges, Enablers, and Potential Solutions identified for the AI/ML field as applicable to future networks over three-, five-, and ten-year horizons. AI/ML applications for 5G are wide and diverse. In this document, some of the key areas are described which includes networking, securing, cloud computing and others. Over time, this white paper will evolve to encompass even more areas where AI/ML technologies can improve future network performance objectives.","2770-7679","978-1-6654-6250-1","10.1109/FNWF55208.2022.00133","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10056646","AI;ML;DL;CNN;DNN;RNN;GAN;GPU;Cloud Computing;MEC","Machine learning algorithms;Costs;5G mobile communication;Machine learning;Learning (artificial intelligence);Knowledge representation;Prediction algorithms","","2","","56","IEEE","8 Mar 2023","","","IEEE","IEEE Conferences"
"[Invited] LoRaCTP: a LoRa based Content Transfer Protocol for sustainable edge computing","K. Nakamura; P. Manzoni; M. Zennaro; J. -C. Cano; C. T. Calafate","Universitat Politécnica de Valéncia, Valencia, Spain; Universitat Politécnica de Valéncia, Valencia, Spain; ICTP, Trieste, Italy; Universitat Politécnica de Valéncia, Valencia, Spain; Universitat Politécnica de Valéncia, Valencia, Spain","2020 16th International Conference on Mobility, Sensing and Networking (MSN)","7 Apr 2021","2020","","","539","545","In this paper we present a flexible protocol based on LoRa technology that allows for the transfer of “content” to large distances with very low energy. LoRaCTP provides all the necessary mechanisms to make LoRa reliable, by introducing a lightweight connection set-up and ideally allowing the sending of an as-long-as necessary data message. We designed this protocol as a communication support for edge based IoT solutions given its stability, low power usage and the possibility to cover long distances. We present the evaluation of the protocol with various sizes of data content and various distances to show its performance and reliability.","","978-1-7281-9916-0","10.1109/MSN50589.2020.00090","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9394317","","Protocols;Graphics processing units;Computer architecture;Sensors;Reliability;Virtualization;Edge computing","","2","","16","IEEE","7 Apr 2021","","","IEEE","IEEE Conferences"
"Fog-based Data Fusion for Heterogeneous IoT Sensor Networks: A Real Implementation","F. J. Valente; J. P. Morijo; K. C. T. Vivaldini; L. C. Trevelin","Department of Computing, Federal University of São Carlos (UFSCAR) São Carlos – SP, Brazil; Department of Computing, Federal University of São Carlos (UFSCAR) São Carlos – SP, Brazil; Department of Computing, Federal University of São Carlos (UFSCAR) São Carlos – SP, Brazil; Department of Computing, Federal University of São Carlos (UFSCAR) São Carlos – SP, Brazil",2019 15th International Conference on Network and Service Management (CNSM),"27 Feb 2020","2019","","","1","5","The Internet of Things (IoT) is an environment that can be divided in three large layers: the sensor/actuator level where a wide variety of objects with different computing, sensors and communication capabilities resides, the communication layer with wireless technologies such as ZigBee, Bluetooth and emerging 6LoWPAN (e.g LoRa), and the intelligence layer, where computing analytics/decisions occur. IoT can be used for monitoring, inferring problems, decision making at a business level or actuating at the edge via IoT nodes. As the IoT sensor network grows, an enormous amount of data from multiple sources flows to the intelligence layer. In order to make decisions based on analytics over these data, the measurements need to be precise and accurate. Data fusion is an effective way to improve data quality, however, IoT environments are still evolving and the best way and location where data fusion should happen is an open problem. This paper presents one potential strategy for IoT sensor data fusion by implementing multi-sensor data fusion as microservices using a container platform built into an opensource IoT middleware based in a fog computing infrastructure which is can scale automatically as the influx of data from the IoT nodes grows. A number of data fusion tests were performed for different amounts of IoT nodes and sensor readings over ZigBee and LoRa using a specific data fusion algorithm. The results show that, the strategy can be effectively used in IoT heterogeneous environments.","2165-963X","978-3-903176-24-9","10.23919/CNSM46954.2019.9012744","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9012744","IoT;data fusion;fog computing;IoT middleware;micro service container;sensor network","Data integration;Middleware;ZigBee;Protocols;Internet of Things;Decision making;Containers","","2","","18","","27 Feb 2020","","","IEEE","IEEE Conferences"
"AHP4HPA: An AHP-based Autoscaling Framework for Kubernetes Clusters at the Network Edge","I. Dimolitsas; D. Spatharakis; D. Dechouniotis; S. Papavassiliou","School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece; School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece; School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece; School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece",GLOBECOM 2022 - 2022 IEEE Global Communications Conference,"11 Jan 2023","2022","","","2566","2571","Autoscaling resources in a power-efficient way is essential to enable Green Computing resource management solutions. The development of dynamic resource provisioning techniques could lead to the minimization of power consumption and simultaneously guarantee high quality of service (QoS) inline with the workload demand. In this work, we introduce AHP4HPA, an autoscaling framework for Kubernetes Clusters, which is aligned with the Kubernetes architecture and state-of-the-art practices. We define resource profiles, namely a mapping between the QoS and the computing resources, to maximize the performance. Furthermore, Analytic Hierarchy Process (AHP) is exploited to dictate the scaling decision of the resources under various Key Performance Indicators (KPIs) toward power optimization of the allocated resources. To guarantee maximum performance of the deployed image classification application, an ARIMA model is dedicated to providing predictions regarding the incoming workload traffic. The framework is evaluated against a realistic dataset in a small-scale testbed. Numerical results indicate at least a 9% reduction of the average energy consumption when compared to other state of the art techniques.","2576-6813","978-1-6654-3540-6","10.1109/GLOBECOM48099.2022.10001214","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10001214","Edge Computing;Autoscaling;Multi-Criteria Decision Making;Power Efficiency;Kubernetes","Power demand;Key performance indicator;Quality of service;Analytic hierarchy process;Predictive models;Minimization;Numerical models","","2","","12","IEEE","11 Jan 2023","","","IEEE","IEEE Conferences"
"A SDN-based IoT Architecture Framework for Efficient Energy Management in Smart Buildings","A. Hakiri; B. Sellami; S. Ben Yahia; P. Berthou","SYSCOM ENIT, ISSAT, University of Carthage, Mateur, Tunisia; Dept of Computer Sciences, Faculty of Sciences, University of Tunis El Manar; Dept of Computer Sciences, Faculty of Sciences, University of Tunis El Manar; CNRS, LAAS, UPS, F-31400 Toulouse, France",2020 Global Information Infrastructure and Networking Symposium (GIIS),"9 Nov 2020","2020","","","1","6","Energy consumption has increased drastically at global scale due to the growing urbanization in cities. Energy efficiency in smart buildings can be achieved by introducing a context-aware Internet of Things (IoT) approach, where sensors can learn from their surrounding environment to control the actuators in a coordinated network. However, the IoT network requirements are constantly changing in unpredictable fashion, which needs faster and frequent on-demand network reconfiguration. Software Defined Network (SDN) has been envisioned as a new approach to enable a flexible and agile network programmability in diverse IoT scenarios. However, the focus has primarily been on the design of the SDN computation logic, i.e. controllers, while the dynamic delivery and operations service-inferred IoT resource allocation has been postponed.To fill this gap, this paper proposes a comprehensive architectural design that is devised to empower SDN-enabled Context-Aware IoT systems and networks to create efficient energy management in smart buildings. We investigate the provision of NFV IoT functions to support distributed automation and orchestration on IoT devices, and we present a context-aware approach to gather, filter and process data from sensing data in campus buildings. We provide a proof of concept to demonstrate successful deployment and provisioning of virtualized services in the context of Smart Campus research project.","2150-329X","978-1-7281-8241-4","10.1109/GIIS50753.2020.9248495","Ministry of Higher Education and Scientific Research; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9248495","Energy efficiency;Smart Building;Software Defined Networking;Internet of Things;Context-Awareness;Service Function Chaining","Smart buildings;Architecture;Distributed databases;Computer architecture;Energy efficiency;Internet of Things;Software defined networking","","2","","20","IEEE","9 Nov 2020","","","IEEE","IEEE Conferences"
"Scalable and Highly Available Multi-Objective Neural Architecture Search in Bare Metal Kubernetes Cluster","A. Klos; M. Rosenbaum; W. Schiffmann","Chair of Computer Architecture, FernUniversität in Hagen, Hagen, Germany; Chair of Computer Architecture, FernUniversität in Hagen, Hagen, Germany; Chair of Computer Architecture, FernUniversität in Hagen, Hagen, Germany",2021 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW),"24 Jun 2021","2021","","","605","610","The interest in deep neural networks for solving computer vision task has dramatically increased. Due to the heavy influence of the neural networks architecture on its predictive accuracy, neural architecture search has gained much attention in recent years. This research area typically implies a high computational burden and thus, requires high scalability as well as availability to ensure no data loss or waist of computational power. Moreover, the thinking of developing applications has changed from monolithic once to microservices. Hence, we developed a highly scalable and available multi-objective neural architecture search and adopted to the modern thinking of developing application by subdividing an already existing, monolithic neural architecture search - based on a genetic algorithm - into microservices. Furthermore, we adopted the initial population creation by 1,000 mutations of each individual, extended the approach by inception layers, implemented it as island model to facilitate scalability and achieved on MNIST, Fashion-MNIST and CIFAR-10 dataset 99.75%, 94.35% and 89.90% test accuracy respectively. Besides, our model is strongly focused on high availability empowered by the deployment in our bare-metal Kubernetes cluster. Our results show that the introduced multi-objective neural architecture search can easily handle even the loss of nodes and proceed the algorithm within seconds on another node without any loss of results or the necessity of human interaction.","","978-1-6654-3577-2","10.1109/IPDPSW52791.2021.00094","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9460405","neural architecture search;genetic algorithm;island model;kubernetes;microservices;multi-objective;high availability;scalable;bare-metal","Distributed processing;Scalability;Neural networks;Sociology;Clustering algorithms;Metals;Computer architecture","","2","","22","IEEE","24 Jun 2021","","","IEEE","IEEE Conferences"
"Bi-objective optimization of availability and cost for cloud services","A. Bento; J. Soares; A. Ferreira; J. Duraes; J. Ferreira; R. Carreira; F. Araujo; R. Barbosa","CISUC, DEI, University of Coimbra; Fiercely, Coimbra, Portugal; Fiercely, Coimbra, Portugal; CISUC, DEI, University of Coimbra; Fiercely, Coimbra, Portugal; Cleanwatts Digital, Coimbra, Portugal; CISUC, DEI, University of Coimbra; CISUC, DEI, University of Coimbra",2022 IEEE 21st International Symposium on Network Computing and Applications (NCA),"16 Jan 2023","2022","21","","45","53","Cloud-based services are a current approach for developing large-scale applications with advantages such as flexibility, access to on-demand resources, and business agility. The overall application functionality results from complex interactions of many decoupled services, each having its operational specificity. Due to this complexity, the manual configuration of these systems is very arduous, error-prone and likely to impair the quality of service, leading to malfunctioning services, lowering availability and accruing costs. Identifying the optimal solution to simultaneously optimize availability and costs, whilst meeting service level objectives remains a challenge for professionals developing solutions using cloud services. This paper proposes a mathematical formulation of a bi-objective problem to identify the optimal set of solutions for the system configuration. Empirical evaluation of the proposed approach in a case study of a real industrial scenario results in an R-Squared of 0.85, an MSE of 0.021 and an optimization accuracy of 0.928. These methods can help practitioners to keep services at an optimum configuration enabling autonomic service operation, whilst improving availability and cost.","2643-7929","979-8-3503-9730-7","10.1109/NCA57778.2022.10013618","Foundation for Science and Technology; Foundation for Science and Technology; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10013618","Cloud computing;availability modeling;self-adaptive systems;observability;bi-objective optimization","Costs;Computational modeling;Quality of service;Manuals;Predictive models;Resource management;Object recognition","","2","","23","IEEE","16 Jan 2023","","","IEEE","IEEE Conferences"
"Detect Resource Related Events in a Cloud-Edge Infrastructure using Knowledge Graph Embeddings and Machine Learning","K. Mitropoulou; P. Kokkinos; P. Soumplis; E. Varvarigos","Department of Electrical & Computer Engineering, National Technical University of Athens, Greece; Department of Electrical & Computer Engineering, National Technical University of Athens, Greece; Department of Electrical & Computer Engineering, National Technical University of Athens, Greece; Department of Electrical & Computer Engineering, National Technical University of Athens, Greece","2022 13th International Symposium on Communication Systems, Networks and Digital Signal Processing (CSNDSP)","6 Oct 2022","2022","","","698","703","Edge and cloud computing infrastructures consist of multiple resources that may belong to different providers and are utilized in a shared manner by distributed applications for computing and storage purposes. Detecting events that affect the efficient operation of such infrastructures is a challenge and absolutely necessary for providing high quality cloud-edge services. In this work, we model cloud-edge infrastructures using knowledge graphs and use graph embeddings to transform the graphs into vectors. Then, traditional data-driven machine learning algorithms are used in order to detect anomaly events that relate to the infrastructure usage.","","978-1-6654-1044-1","10.1109/CSNDSP54353.2022.9908022","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9908022","Edge computing;cloud computing;event detection;Knowledge graph;graph embeddings;machine learning","Cloud computing;Machine learning algorithms;Event detection;Image edge detection;Computational modeling;Simulation;Signal processing algorithms","","2","","35","IEEE","6 Oct 2022","","","IEEE","IEEE Conferences"
"Impact of Dew Computing on Cyber-Physical Systems and IoT","M. Gusev","Faculty of Computer Science and Engineering, Ss. Cyril and Methodius University, Skopje, North Macedonia","2020 43rd International Convention on Information, Communication and Electronic Technology (MIPRO)","6 Nov 2020","2020","","","1910","1915","Cyber-physical systems and IoT devices are part of today's interconnected networked world and participate in huge data exchange transfer. Owners of related devices and systems tend to use them independently of external systems and in addition, to be autonomous devices and systems that can perform their tasks without any external support. Edge computing refers to devices on the edge of the Internet, as they integrate into a more complex cyber-physical system. The concept of edge computing means that the corresponding cloud and edge servers are always connected to the edge devices and IoT. In the analyzed case, although these devices and systems can work in an integrated environment, they are rather classified into the dew computing concept, giving them an environment for autonomous performance, independent of surrounding devices and systems. This paper elaborates the underlying concept, benefits, market trends and impact of integrating the dew computing concept to the cyber-physical systems and IoT devices.","2623-8764","978-953-233-099-1","10.23919/MIPRO48935.2020.9245267","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9245267","Edge computing;post cloud acrhitectures;CPSoS","Performance evaluation;Cloud computing;Cyber-physical systems;Market research;Dew computing;Task analysis;Edge computing","","2","","33","","6 Nov 2020","","","IEEE","IEEE Conferences"
"PIMCloud: QoS-Aware Resource Management of Latency-Critical Applications in Clouds with Processing-in-Memory","S. Chen; Y. Jiang; C. Delimitrou; J. F. Martínez","Computer Systems Laboratory, Cornell University, Ithaca, NY, USA; Computer Systems Laboratory, Cornell University, Ithaca, NY, USA; Computer Systems Laboratory, Cornell University, Ithaca, NY, USA; Computer Systems Laboratory, Cornell University, Ithaca, NY, USA",2022 IEEE International Symposium on High-Performance Computer Architecture (HPCA),"17 May 2022","2022","","","1086","1099","The slowdown of Moore’s Law, combined with advances in 3D stacking of logic and memory, have pushed architects to revisit the concept of processing-in-memory (PIM) to overcome the memory wall bottleneck. This PIM renaissance finds itself in a very different computing landscape from the one twenty years ago, as more and more computation shifts to the cloud. Most PIM architecture papers still focus on best-effort applications, while PIM’s impact on latency-critical cloud applications is not well understood.This paper explores how datacenters can exploit PIM architectures in the context of latency-critical applications. We adopt a general-purpose cloud server with HBM-based, 3D-stacked logic+memory modules, and study the impact of PIM on six diverse interactive cloud applications. We reveal the previously neglected opportunity that PIM presents to these services, and show the importance of properly managing PIM-related resources to meet the QoS targets of interactive services and maximize resource efficiency. Then, we present PIMCloud, a QoS-aware resource manager designed for cloud systems with PIM allowing colocation of multiple latency-critical and best-effort applications. We show that PIMCloud efficiently manages PIM resources: it (1) improves effective machine utilization by up to 70% and 85% (average 24% and 33%) under 2-app and 3-app mixes, compared to the best state-of-the-art manager; (2) helps latency-critical applications meet QoS; and (3) adapts to varying load patterns.","2378-203X","978-1-6654-2027-3","10.1109/HPCA53966.2022.00083","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9773228","","Three-dimensional displays;Stacking;Quality of service;Computer architecture;Resource management;Servers","","2","","74","IEEE","17 May 2022","","","IEEE","IEEE Conferences"
