"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Kubiak K.; Dec G.; Stadnicka D.","Kubiak, Kacper (57572946400); Dec, Grzegorz (57219503200); Stadnicka, Dorota (55933349000)","57572946400; 57219503200; 55933349000","Possible Applications of Edge Computing in the Manufacturing Industry—Systematic Literature Review","2022","Sensors","22","7","2445","","","","35","10.3390/s22072445","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128015091&doi=10.3390%2fs22072445&partnerID=40&md5=ef1f12fc602417fa2a1d330c206b272f","This article presents the results of research with the main goal of identifying possible applications of edge computing (EC) in industry. This study used the methodology of systematic literature review and text mining analysis. The main findings showed that the primary goal of EC is to reduce the time required to transfer large amounts of data. With the ability to analyze data at the edge, it is possible to obtain immediate feedback and use it in the decision-making process. However, the implementation of EC requires investments not only in infrastructure, but also in the development of employee knowledge related to modern computing methods based on artificial intelligence. As the results of the analyses showed, great importance is also attached to energy consumption, both in ongoing production processes and for the purposes of data transmission and analysis. This paper also highlights problems related to quality management. Based on the analyses, we indicate further research directions for the application of edge computing and associated technologies that are required in the area of intelligent resource scheduling (for flexible production systems and autonomous systems), anomaly detection and resulting decision making, data analysis and transfer, knowledge management (for smart designing), and simulations (for autonomous systems). © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","Digital factory; Edge computing; Industry 4.0; Intelligent manufacturing","Artificial Intelligence; Feedback; Industry; Manufacturing Industry; Technology; Anomaly detection; Decision making; Energy utilization; Industry 4.0; Investments; Knowledge management; Quality management; Scheduling; Computing methods; Decision-making process; Digital factories; Edge computing; Immediate feedbacks; Intelligent Manufacturing; Large amounts of data; Manufacturing industries; Systematic literature review; Text mining analysis; artificial intelligence; feedback system; industry; manufacturing industry; technology; Edge computing","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85128015091"
"Wang D.; Yang K.; Wang Y.; Xuan J.; Chen Y.; Xu H.","Wang, Dong (59052696400); Yang, Ke (55267382600); Wang, Yu (58882617700); Xuan, Jiaxing (57218291122); Chen, Ya (58429943100); Xu, Honghua (8310444500)","59052696400; 55267382600; 58882617700; 57218291122; 58429943100; 8310444500","Application Exploration of Blockchain-based Distributed Authentication wtih Alliance Trust in Power Industry; [基于区块链的联盟信任分布式认证在电力行业的应用探索]","2022","Dianli Xitong Zidonghua/Automation of Electric Power Systems","46","8","","1","10","9","2","10.7500/AEPS20210127006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128178309&doi=10.7500%2fAEPS20210127006&partnerID=40&md5=8c404a358a8ba3ae5d0c64033717d553","The rapid development of electric power business has led to the expansion of its network security boundary. However, while most of electric power business systems stay at the stage of centralized identity or federated identity, which is difficult to meet new demands such as massive access, heterogeneous authentication, and frequent interaction. First, this paper proposes a blockchain-based distributed authentication system with alliance trust applicable to the power industry. Then, this paper analyzes the applicability of the system from three perspectives: network architecture, user identity control, and privacy protection. Its system architecture and operation mechanism are elaborated. The alliance digital identity is designed, and the identity information is stored in the distributed identity ledger according to the consensus and privacy protection policies. The full lifecycle management of digital identity is provided, and the cross-domain secure sharing and autonomous control of identity data as well as the cross-domain identity authentication of users are realized. Finally, the solution ideas based on this system are proposed to address the identity authentication bottlenecks faced by three industry scenarios: charging ecosystem of charging piles, safety management of power grid personnel, and power supply chain finance. © 2022 Automation of Electric Power Systems Press.","Blockchain; Distributed identity authentication; Identity authentication; Power business","Accident prevention; Authentication; Distributed ledger; Electric power transmission networks; Electronic document identification systems; Human resource management; Life cycle; Network architecture; Network security; Supply chains; Block-chain; Distributed authentication; Distributed identity authentication; Electric power business; Identity authentication; Power; Power business; Power industry; Privacy protection; Blockchain","Article","Final","","Scopus","2-s2.0-85128178309"
"Wu Q.; Zhou M.; Wen J.","Wu, Quanwang (36549872300); Zhou, MengChu (7403506743); Wen, Junhao (8950200000)","36549872300; 7403506743; 8950200000","Endpoint Communication Contention-Aware Cloud Workflow Scheduling","2022","IEEE Transactions on Automation Science and Engineering","19","2","","1137","1150","13","29","10.1109/TASE.2020.3046673","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100848976&doi=10.1109%2fTASE.2020.3046673&partnerID=40&md5=78a20a1cf84025b5d8b6dd9693979ef6","Cloud platforms have recently become a popular target execution environment for numerous workflow applications. Hence, effective workflow scheduling strategies in cloud environments are in high demand. However, existing scheduling algorithms are grounded on an idealized target platform model where virtual machines are fully connected, and all communications can be performed concurrently. A significant aspect neglected by them is endpoint communication contention when executing workflows, which has a large impact on workflow makespan. This article investigates how to incorporate contention awareness into cloud workflow scheduling and proposes a new practical scheduling model. Endpoint communication contention-aware List Scheduling Heuristic (ELSH) is designed to minimize workflow makespan. It uses a novel task ranking property and schedules data communications to communication resources besides scheduling tasks to computing resources. Moreover, a rescheduling technique is employed to improve the schedule. In experiments, ELSH is evaluated against the traditional contention-oblivious list scheduling algorithm, which is adapted to address contention during execution in practice. The experimental results reveal that ELSH performs more efficaciously compared with the adapted traditional ones. Note to Practitioners - This article aims to advance the state of the art for workflow scheduling in clouds by taking into account endpoint communication contention that can occur in practice but has largely been neglected in existing investigations. A scheduling method called Endpoint communication contention-aware List Scheduling Heuristic (ELSH) is then proposed to optimize workflow makespan. Experimental results based on synthetic and realistic workflows show that ELSH performs better than traditional scheduling algorithms that fail to consider endpoint communication contention, especially for the workflow with a large communication-to-computation-cost ratio. The proposed approach can be readily put into use and help cloud service providers to offer their customers high-quality services when executing the latter's workflows.  © 2004-2012 IEEE.","Cloud computing; directed acyclic graph; endpoint communication contention; list scheduling; workflow scheduling","Automation; Electrical engineering; Communication contention; Communication resources; Contention awareness; Data-communication; Execution environments; List scheduling algorithms; Workflow applications; Workflow scheduling; Scheduling","Article","Final","","Scopus","2-s2.0-85100848976"
"Alshathri S.I.; Chelloug S.A.; Hassan D.S.M.","Alshathri, Samah Ibrahim (57190885945); Chelloug, Samia Allaoua (14044519300); Hassan, Dina S. M. (36158035300)","57190885945; 14044519300; 36158035300","Parallel Meta-Heuristics for Solving Dynamic Offloading in Fog Computing","2022","Mathematics","10","8","1258","","","","10","10.3390/math10081258","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128705711&doi=10.3390%2fmath10081258&partnerID=40&md5=2023179f64d1d5926e16fe4012fa3878","The internet of things (IoT) concept has been extremely investigated in many modern smart applications, which enable a set of sensors to either process the collected data locally or send them to the cloud for remote processing. Unfortunately, cloud datacenters are located far away from IoT devices, and consequently, the transmission of IoT data may be delayed. In this paper, we investigate fog computing, which is a new paradigm that overcomes many issues of cloud computing. More importantly, dynamic task offloading in fog computing is a challenging problem that requires an optimal decision for processing the tasks that are generated in each time slot. Thus, exact optimization methods based on Lyapunov function have been widely used for solving dynamic offloading which represents an NP hard problem. To overcome the scalability issue of exact optimization techniques, we have explored famous population based meta-heuristics for optimizing the offloading process of a set of dynamic tasks using Orthogonal Frequency Division Multiplexing (OFDM) communication. Hence, a parallel multi-threading framework is proposed for generating the optimal offloading solution while selecting the best sub-carrier for each offloaded task. More importantly, our contribution associates a thread for each IoT device and generates a population of random solutions. Next, each population is updated and evaluated according to the proposed fitness function that considers a tradeoff between the delay and energy consumption. Upon the arrival of new tasks at each time slot, an evaluation is performed for maintaining some individuals of the previous population while generating new individuals based on some criteria. Our results have been compared to the results achieved using Lyapunov optimization. They demonstrate the convergence of the fitness function, the scalability of the parallel Particle Swarm Optimization (PSO) approach, and the performance in terms of the offline error and the execution cost. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","cloud computing; dynamic offloading; fog computing; IoT; meta-heuristics; multi-threading; offline error; parallel genetic algorithm; parallel PSO","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85128705711"
"Zhang W.; Chen L.; Luo J.; Liu J.","Zhang, Weiwen (57216740863); Chen, Lei (57770616900); Luo, Jinzhou (57796399100); Liu, Jianqi (43261252100)","57216740863; 57770616900; 57796399100; 43261252100","A two-stage container management in the cloud for optimizing the load balancing and migration cost","2022","Future Generation Computer Systems","135","","","303","314","11","18","10.1016/j.future.2022.05.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133958368&doi=10.1016%2fj.future.2022.05.002&partnerID=40&md5=3220e375c9fdc0cd01b721d71b0199e1","Container technology is driving the transformation of Container as a Service (CaaS), which calls for an optimal solution of container management. In this paper, we present a two-stage framework of container management in the cloud, which includes container placement and container migration. Specifically, we investigate the container placement strategy of cloud servers for load balancing in a long time scale. In a short time scale, we investigate the container migration strategy among the cloud servers for minimizing the migration cost while maintaining the degree of load balance. Both of the strategies are formulated as constrained optimization problems. We propose Balance Aware Container Placement (BACP) algorithm and Adaptive Threshold Container Migration (ATCM) algorithm to solve the optimization problems in different time scales. Furthermore, workload prediction of the containers is proposed to enhance the solution. We show by experiments that we can achieve the load balance while reducing the migration cost. Moreover, the proposed algorithm outperforms the meta-heuristic algorithms, i.e., PSO (Particle Swarm Optimization) and CRO (Coral Reef Optimization). © 2022 Elsevier B.V.","Cloud computing; Container migration; Container placement; Load balance; Migration cost; Workload prediction","Cloud computing; Constrained optimization; Heuristic algorithms; Particle swarm optimization (PSO); Time measurement; Cloud servers; Cloud-computing; Container management; Container migration; Container placement; Load migration; Load-balance; Load-Balancing; Migration costs; Workload predictions; Containers","Article","Final","","Scopus","2-s2.0-85133958368"
"Minh Q.N.; Nguyen V.-H.; Quy V.K.; Ngoc L.A.; Chehri A.; Jeon G.","Minh, Quy Nguyen (58507733500); Nguyen, Van-Hau (36926041000); Quy, Vu Khanh (57201073955); Ngoc, Le Anh (24332027300); Chehri, Abdellah (55666436200); Jeon, Gwanggil (15022497800)","58507733500; 36926041000; 57201073955; 24332027300; 55666436200; 15022497800","Edge Computing for IoT-Enabled Smart Grid: The Future of Energy","2022","Energies","15","17","6140","","","","94","10.3390/en15176140","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137751560&doi=10.3390%2fen15176140&partnerID=40&md5=4cb2af0e5c5f4719ee8450ad16a05bf3","The explosive development of electrical engineering in the early 19th century marked the birth of the 2nd industrial revolution, with the use of electrical energy in place of steam power, as well as changing the history of human development. The versatility of electricity allows people to apply it to a multitude of fields such as transportation, heat applications, lighting, telecommunications, and computers. Nowadays, with the breakout development of science and technology, electric energy sources are formed by many different technologies such as hydroelectricity, solar power, wind power, coal power, etc. These energy sources are connected to form grid systems to transmit electricity to cities, businesses and homes for life and work. Electrical energy today has become the backbone of all modern technologies. To ensure the safe, reliable and energy-efficient operation of the grid, a wide range of grid management applications have been proposed. However, a significant challenge for monitoring and controlling grids is service response time. In recent times, to solve this problem, smart grid management applications based on IoT and edge computing have been proposed. In this work, we perform a comprehensive survey of edge computing for IoT-enabled smart grid systems. In addition, recent smart grid frameworks based on IoT and edge computing are discussed, important requirements are presented, and the open issues and challenges are indicated. We believe that in the Internet of Things era, the smart grid will be the future of energy. We hope that these study results will contribute important guidelines for in-depth research in the field of smart grids and green energy in the future. © 2022 by the authors.","edge computing; energy efficient; Internet of Things; smart grid","Edge computing; Electric power transmission networks; Energy efficiency; Green computing; Internet of things; Solar energy; Wind power; 19th century; Edge computing; Electrical energy; Energy; Energy efficient; Energy source; Grid management; Industrial revolutions; Management applications; Smart grid; Smart power grids","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85137751560"
"Kaur U.; Malacco V.M.R.; Bai H.; Price T.P.; Datta A.; Xin L.; Sen S.; Nawrocki R.A.; Chiu G.; Sundaram S.; Min B.-C.; Daniels K.M.; White R.R.; Donkin S.S.; Brito L.F.; Voyles R.M.","Kaur, Upinder (57469198400); Malacco, Victor M. R (57193995080); Bai, Huiwen (57223437252); Price, Tanner P (57366589800); Datta, Arunashish (57209785902); Xin, Lei (59623551100); Sen, Shreyas (24473847600); Nawrocki, Robert A (35956898500); Chiu, George (7004975176); Sundaram, Shreyas (15926451900); Min, Byung-Cheol (39161762500); Daniels, Kristy M (8437878100); White, Robin R (55937158000); Donkin, Shawn S (7003965966); Brito, Luiz F (36843676900); Voyles, Richard M (7003647915)","57469198400; 57193995080; 57223437252; 57366589800; 57209785902; 59623551100; 24473847600; 35956898500; 7004975176; 15926451900; 39161762500; 8437878100; 55937158000; 7003965966; 36843676900; 7003647915","Invited review: Integration of technologies and systems for precision animal agriculture - A case study on precision dairy farming","2023","Journal of Animal Science","101","","skad206","","","","21","10.1093/jas/skad206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166362756&doi=10.1093%2fjas%2fskad206&partnerID=40&md5=a99c10aae26027fa7deb5723f45a9930","Precision livestock farming (PLF) offers a strategic solution to enhance the management capacity of large animal groups, while simultaneously improving profitability, efficiency, and minimizing environmental impacts associated with livestock production systems. Additionally, PLF contributes to optimizing the ability to manage and monitor animal welfare while providing solutions to global grand challenges posed by the growing demand for animal products and ensuring global food security. By enabling a return to the ""per animal""approach by harnessing technological advancements, PLF enables cost-effective, individualized care for animals through enhanced monitoring and control capabilities within complex farming systems. Meeting the nutritional requirements of a global population exponentially approaching ten billion people will likely require the density of animal proteins for decades to come. The development and application of digital technologies are critical to facilitate the responsible and sustainable intensification of livestock production over the next several decades to maximize the potential benefits of PLF. Real-time continuous monitoring of each animal is expected to enable more precise and accurate tracking and management of health and well-being. Importantly, the digitalization of agriculture is expected to provide collateral benefits of ensuring auditability in value chains while assuaging concerns associated with labor shortages. Despite notable advances in PLF technology adoption, a number of critical concerns currently limit the viability of these state-of-the-art technologies. The potential benefits of PLF for livestock management systems which are enabled by autonomous continuous monitoring and environmental control can be rapidly enhanced through an Internet of Things approach to monitoring and (where appropriate) closed-loop management. In this paper, we analyze the multilayered network of sensors, actuators, communication, networking, and analytics currently used in PLF, focusing on dairy farming as an illustrative example. We explore the current state-of-the-art, identify key shortcomings, and propose potential solutions to bridge the gap between technology and animal agriculture. Additionally, we examine the potential implications of advancements in communication, robotics, and artificial intelligence on the health, security, and welfare of animals. © 2023 The Author(s). Published by Oxford University Press on behalf of the American Society of Animal Science. All rights reserved.","artificial intelligence; Internet of Things; networking; precision livestock farming; sensors","Agriculture; Animal Husbandry; Animals; Artificial Intelligence; Farms; Livestock; Technology; agricultural worker; agriculture; animal; animal husbandry; artificial intelligence; livestock; technology","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85166362756"
"Arrieta Rodriguez E.; Murillo Fernandez L.F.; Castañez Orta G.A.; Rivas Horta A.M.; Baldovino Barco C.; Jimenez Barrionuevo K.; Cama-Pinto D.; Arrabal-Campos F.M.; Martínez-Lao J.A.; Cama-Pinto A.","Arrieta Rodriguez, Eugenia (57217088865); Murillo Fernandez, Luis Fernando (55909456000); Castañez Orta, Gustavo Adolfo (58029692000); Rivas Horta, Ana Milena (58029692100); Baldovino Barco, Carlos (58029859900); Jimenez Barrionuevo, Kellys (58030197900); Cama-Pinto, Dora (57199508421); Arrabal-Campos, Francisco Manuel (57190022747); Martínez-Lao, Juan Antonio (57192712884); Cama-Pinto, Alejandro (57074174800)","57217088865; 55909456000; 58029692000; 58029692100; 58029859900; 58030197900; 57199508421; 57190022747; 57192712884; 57074174800","A Platform for Inpatient Safety Management Based on IoT Technology","2022","Inventions","7","4","116","","","","4","10.3390/inventions7040116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144694824&doi=10.3390%2finventions7040116&partnerID=40&md5=e556451cd715761ed07900f31ea1eff2","There is a need to integrate advancements in biomedical, information, and communication technologies with care processes within the framework of the inpatient safety program to support effective risk management of adverse events occurring in the hospital environment and to improve inpatient safety. In this respect, this work presents the development of a software platform using the Scrum methodology and the integrated technology of the Internet of Things for monitoring and managing inpatient safety. A modular solution is developed under a hexagonal architecture, using PHP as the backend language through the Laravel framework. A MySQL database was used for the data layer, and Vue.js was used for the user interface. This work implemented an RFID-based nurse call system using Internet of Things (IoT) concepts. The system enables nurses to respond to each inpatient within a given time limit and without the inpatient or a family member having to approach the nursing station. The system also provides reports and indicators that help evaluate the quality of inpatient care and helps to take measures to improve inpatient safety during care. In addition, diet management is integrated to reduce the occurrence of adverse events. A LoRa and Wi-Fi-based IoT network was implemented using a LoRa transceiver and the ESP32 MCU, chosen for its low power consumption, low cost, and wide availability. Bidirectional communication between hardware and software is handled through an MQTT Broker. The system integrates temperature and humidity sensors and smoke sensors, among others. © 2022 by the authors.","adverse event; hexagonal architecture; inpatient safety; IoT","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85144694824"
"Imran; Iqbal N.; Kim D.H.","Imran (57211507182); Iqbal, Naeem (16319179300); Kim, Do Hyeun (44361167000)","57211507182; 16319179300; 44361167000","IoT Task Management Mechanism Based on Predictive Optimization for Efficient Energy Consumption in Smart Residential Buildings","2022","Energy and Buildings","257","","111762","","","","85","10.1016/j.enbuild.2021.111762","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121963422&doi=10.1016%2fj.enbuild.2021.111762&partnerID=40&md5=445941515f1bd38c3f3b1edea98258a8","Energy-saving is a global challenge and one of the hot research topics of this decade. The need for sustainable technologies and solutions for energy-saving dramatically increased in residential buildings due to population growth, quality of indoor environment, and climate change. Recently, IoT based applications have been developed in smart homes, smart cities, smart hospitals, and other smart environments. The goals of sustainable technologies in residential buildings incorporate maximization of thermal comfort and minimizing energy consumption. The challenges and problems of residential buildings can be solved using consumer behavior models and integrating their inference into residential problem solutions. This paper proposes an IoT task management mechanism based on predictive optimization for energy consumption minimization in smart residential buildings. The proposed task management mechanism has a predictive optimization module based on prediction and an optimization module for solving energy consumption minimization problems. The energy data is obtained from different appliances to evaluate the proposed predictive optimization approach. The proposed approach results are compared with prediction and optimization modules. The performance is evaluated in terms of regression performance metrics. The case study results show that the predictive optimization mechanism based on task management performs better than standalone prediction and optimization-based energy consumption mechanisms in residential buildings. © 2021 Elsevier B.V.","Energy consumption; Energy saving; Optimization; Prediction; Predictive optimization; Task management","Automation; Climate change; Consumer behavior; Energy conservation; Forecasting; Housing; Intelligent buildings; Internet of things; Population statistics; Energy  savings; Energy-consumption; Energy-savings; Management mechanisms; Mechanism-based; Optimisations; Predictive optimization; Residential building; Task management; Energy utilization","Article","Final","","Scopus","2-s2.0-85121963422"
"Aydin S.; Nafiz Aydin M.","Aydin, Sahin (57215304534); Nafiz Aydin, Mehmet (8873732700)","57215304534; 8873732700","Design and implementation of a smart beehive and its monitoring system using microservices in the context of IoT and open data","2022","Computers and Electronics in Agriculture","196","","106897","","","","16","10.1016/j.compag.2022.106897","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127333524&doi=10.1016%2fj.compag.2022.106897&partnerID=40&md5=6280b94a3aee1ea99c59d81f4a987e6e","It is essential to keep honey bees healthy for providing a sustainable ecological balance. One way of keeping honey bees healthy is to be able to monitor and control the general conditions in a beehive and also outside of a beehive. Monitoring systems offer an effective way of accessing, visualizing, sharing, and managing data that is gathered from performed agricultural and livestock activities for domain stakeholders. Such systems have recently been implemented based on wireless sensor networks (WSN) and IoT to monitor the activities of honey bees in beehives as well. Scholars have shown considerable interests in proposing IoT- and WSN-based beehive monitoring systems, but much of the research up to now lacks in proposing appropriate architecture for open data driven beehive monitoring systems. Developing a robust monitoring system based on a contemporary software architecture such as microservices can be of great help to be able to control the activities of honey bees and more importantly to be able to keep them healthy in beehives. This research sets out to design and implementation of a sustainable WSN-based beehive monitoring platform using a microservice architecture. We pointed out that by adopting microservices one can deal with long-standing problems with heterogeneity, interoperability, scalability, agility, reliability, maintainability issues, and in turn achieve sustainable WSN-based beehive monitoring systems. © 2022 Elsevier B.V.","Beehive monitoring system; Microservices in agriculture and livestock; Microservices in beehive; Open data in beehive; Smart beehive","Food products; Internet of things; Interoperability; Monitoring; Network architecture; Open Data; Wireless sensor networks; Beehive monitoring system; Design and implementations; Honey bee; Microservice in agriculture and livestock; Microservice in beehive; Monitoring system; Network-based; Open data in beehive; Open datum; Smart beehive; agriculture; design method; Internet; livestock; monitoring system; Agriculture","Article","Final","","Scopus","2-s2.0-85127333524"
"Sharma S.; Verma V.K.","Sharma, Saurabh (57219569199); Verma, Vinod Kumar (55925835900)","57219569199; 55925835900","An Integrated Exploration on Internet of Things and Wireless Sensor Networks","2022","Wireless Personal Communications","124","3","","2735","2770","35","48","10.1007/s11277-022-09487-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123167134&doi=10.1007%2fs11277-022-09487-3&partnerID=40&md5=c974ce9fde31b7661c48eecf5b03682f","The ability to access data from remote locations is meant possible with the help of computer networks. These networks may be wired or wireless. Modern improvements in wireless infrastructure brought wireless sensor networks (WSN) into existence. WSN is utilized to monitor, report, and supervise tasks or events occurring in the environment. The relaying of data in such systems takes place by utilizing different routing schemes. These routing schemes were proposed to augment the throughput of communication networks. In addition, perception regarding the Internet of Things (IoT) gained momentum via making it feasible for things to interact and act smartly. In this paper, a meticulous survey of solutions proposed in both the domains i.e. WSN and IoT is conferred. Later, comprehensive scrutiny of various solutions proposed in the WSN and IoT domain is deliberated regarding their features, pros, and cons. Moreover, this work compares various proposed solutions based on performance measures like heterogeneity, interoperability, mobility, reusability, flexibility, energy efficiency, scalability, delay, security as well as big data. This knowledge enables the network architect to pick the apt solution in support of a specific application. As the integration of WSN and IoT raised numerous open issues, this work deliberated the afore-mentioned performance measures as the key open issues of interest. Furthermore, novel exploration guidelines in the said domain have been elaborated. These guidelines are expected to act as a key component in the upcoming enhancements of communication networks. © 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.","Internet of things; Mobility; Scalability; Security; Sensor networks","Energy efficiency; Internet of things; Power management (telecommunication); Reusability; Routing protocols; Wireless sensor networks; Communications networks; Efficiency scalability; Mobility; Network architects; Performance measure; Remote location; Routing scheme; Security; Sensors network; Wireless infrastructures; Scalability","Article","Final","","Scopus","2-s2.0-85123167134"
"Widianto M.H.; Ranny","Widianto, Mochammad Haldi (57193864648); Ranny (57226719961)","57193864648; 57226719961","Message querying telemetry transfer on IoT applications to enhance technology: a systematic review","2022","International Journal of Reconfigurable and Embedded Systems","11","3","","265","274","9","1","10.11591/ijres.v11.i3.pp265-274","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139979168&doi=10.11591%2fijres.v11.i3.pp265-274&partnerID=40&md5=235fd72a6ff0422c43d490c300783302","More things are connected to the Internet, making the internet of things (IoT) develop significantly. But IoT also has weaknesses in communication, one of which can be overcome by utilizing message querying telemetry transfer (MQTT) because there are too many benefits of MQTT. Because there have been many published studies regarding MQTT, this study aims to conduct a review utilizing preferred reporting items for systematic reviews and meta-analyses (PRISMA) on the application of MQTT in IoT applications to enhance technology. The results of using PRISMA were 57 papers selected from this process, which starts from the identification stage, screening, eligibility, and included. The last author found components that can be discussed to enhance technology. In this discussion, several topics will be used to enhance technology, such as; smart technology, security, MQTT performance for IoT, monitoring systems, MQTT comparison, enhancement or optimization. This paper is expected to help academia and industry related to MQTT research that can help IoT to enhance technology quality. © 2022, Institute of Advanced Engineering and Science. All rights reserved.","Internet of things; Monitoring system; MQTT; PRISMA; Smart technology","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85139979168"
"Lawal K.N.; Olaniyi T.K.; Gibson R.M.","Lawal, Kelvin N. (57968351900); Olaniyi, Titus K. (57968041400); Gibson, Ryan M. (56816286200)","57968351900; 57968041400; 56816286200","A Fog Computing-Based Efficient Data Management Smart Home Architecture","2023","Lecture Notes in Networks and Systems","560 LNNS","","","233","257","24","4","10.1007/978-3-031-18458-1_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142099617&doi=10.1007%2f978-3-031-18458-1_17&partnerID=40&md5=cff5b915c11b98d6ded187e2ac6e84d8","Smart home technology comprises of multiple devices communicating with each other and human occupants to provide state of the art living conditions. The increased use of smart devices in smart homes, increases the rate of energy consumption. Among the plethora of smart devices within a smart home, one of the key smart devices that account for high data volume and rate of data transmission is the Closed-Circuit Television (CCTV) surveillance system. Furthermore, there has been multiple attempts by researchers to use Cloud computing solution to address the issue of storage and processing capabilities. However, the use of Cloud computing has challenges such as energy consumption, latency, and network bandwidth usage bottlenecks with energy cost set to increase by April 2022. The introduction of Fog computing as a solution aim to address existing Cloud computing issues such as energy consumption, latency, and network bandwidth usage, providing improvements to mobility, security and on demand requests. In this paper, Fog computing will provide a method that supports the management of data generated by CCTV camera system while reducing the energy consumption, latency, and network bandwidth usage. The work presented in this paper demonstrates efficiency and optimisation of energy consumption, latency, and network bandwidth usage using iFogSim2 network simulation toolkit. A comparison and interpretation of results from the iFogSim2 output for Cloud and Fog based scenarios is used to evaluate improvements in energy consumption, latency, and network bandwidth usage demonstrating the benefits of Fog based scenario to efficiently manage data from the CCTV camera system. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Cloud computing; Data management; Fog computing; Internet of Things; Smart home","","Conference paper","Final","","Scopus","2-s2.0-85142099617"
