"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Hybrid Task Crash Recovery Solution for Edge Computing in IoT-Based Manufacturing","R. Xiao; Y. Zhang; X. H. Cui; F. Zhang; H. H. Wang","School of Cyber Science and Engineering, Wuhan University, Wuhan, China; School of Computer and Information Engineering, Hubei University, Wuhan, China; School of Cyber Science and Engineering, Wuhan University, Wuhan, China; Department of Finance, McQuay Air Conditioning and Refrigeration (Wuhan) Company, Wuhan, China; School of Computer and Information Engineering, Hubei University, Wuhan, China",IEEE Access,"9 Aug 2021","2021","9","","106220","106231","Smart factory is the deep integration of technology, business, products, and industry. The R&D of products, the construction of factory information, customer orders, and supply chain data are combined to act on the production. This paper proposes a Hybrid Internet of Things (H-IoT) platform framework, which consists of five layers: intelligent device layer, communication protocol layer, edge computing layer, IoT control layer, and application layer. Object Linking and Embedding (OLE) for Process Control (OPC) transmits the received device data to the database of the edge server through the TCP/IP protocol. After the edge server performs preprocessing such as data cleaning, the device data are uniformly collected and distributed through the IoT layer. The various subsystems of the smart factory obtain the required resource data through IoT. To run tasks uninterruptedly and efficiently, we propose a Container-Managed Task Crash Recovery Mechanism for the Edge Computing (EC) layer. We design a reasonable EC hierarchy, then propose a task migration scheduling strategy. Our method ensures the reliability and stability of manufacturing with mass data transmission even in the case of a random crash of partial edge servers.","2169-3536","","10.1109/ACCESS.2021.3068471","National Key Research and Development Program of China(grant numbers:2018YFC1604000); Fundamental Research Funds for the Central Universities of China(grant numbers:2042017gf0035,2042019kf0268); National Natural Science Foundation of China(grant numbers:61572374,U163620068,U1135005,61572371); Natural Science Foundation of Hubei Province(grant numbers:2017CFB663); Academic Team Building Plan for Young Scholars from Wuhan University(grant numbers:WHU2016012); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9385091","H-IoT framework;EC;container-managed task crash recovery mechanism","Edge computing;Production;Task analysis;Manufacturing;Computer architecture;Job shop scheduling;Processor scheduling","","9","","40","CCBYNCND","24 Mar 2021","","","IEEE","IEEE Journals"
"Smart City Middleware: A Survey and a Conceptual Framework","C. Goumopoulos","Department of Information and Communications Systems Engineering, University of the Aegean, Samos, Greece",IEEE Access,"9 Jan 2024","2024","12","","4015","4047","Smart city middleware serves as a foundational tool in the evolution of urban digitalization, acting as an intermediary software layer that simplifies the development, deployment, and management of applications tailored for smart urban environments. However, the development of effective middleware for smart cities is challenging. The present research embarks on a comprehensive exploration of the smart city middleware landscape, unraveling the intricacies of its development and the challenges faced therein. Rooted in the assessment of 20 distinct middleware solutions, our study highlights the pivotal technologies, features and functionalities that are imperative for a middleware to effectively support a city’s digital transformation. The functional and non-functional requirements form the nucleus of our evaluation. We also explore the architectural styles pivotal to middleware development and the programming paradigms shaping smart city application development. Our study highlights challenges in using middleware for smart city applications, such as interoperability, scalability, security amidst big data, context management, reliability, quality of service, energy efficiency, and compliance with technological standards and regulations. Based on the detailed analysis, we propose a conceptual framework for smart city middleware, shaped by the challenges and requirements identified in existing literature and middleware solutions. This framework is designed to reflect the diverse demands and complexities of urban digital transformation, and guide smart city middleware development accordingly. As a result, this research stands as a reference study for software developers, urban planners, and researchers, outlining the current state and future directions in the domain of smart city middleware.","2169-3536","","10.1109/ACCESS.2023.3349376","University of the Aegean Research Unit through the “Internet of Things-Intelligent Environments in Next-Generation Networks” Project(grant numbers:70477); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10379798","Smart cities;middleware;conceptual framework;surveys;functional and non-functional requirements;enabling technologies;architectural styles;programming paradigms;challenges","Smart cities;Middleware;Software;Surveys;Interoperability;Security;Computer architecture","","9","","123","CCBY","3 Jan 2024","","","IEEE","IEEE Journals"
"ML4IoT: A Framework to Orchestrate Machine Learning Workflows on Internet of Things Data","J. M. Alves; L. M. Honório; M. A. M. Capretz","Department of Electrical and Computer Engineering, Western University, London, ON, Canada; Department of Electrical Energy, Federal University of Juiz de Fora, Juiz de Fora, Brazil; Department of Electrical and Computer Engineering, Western University, London, ON, Canada",IEEE Access,"28 Oct 2019","2019","7","","152953","152967","Internet of Things (IoT) applications generate vast amounts of real-time data. Temporal analysis of these data series to discover behavioural patterns may lead to qualified knowledge affecting a broad range of industries. Hence, the use of machine learning (ML) algorithms over IoT data has the potential to improve safety, economy, and performance in critical processes. However, creating ML workflows at scale is a challenging task that depends upon both production and specialized skills. Such tasks require investigation, understanding, selection, and implementation of specific ML workflows, which often lead to bottlenecks, production issues, and code management complexity and even then may not have a final desirable outcome. This paper proposes the Machine Learning Framework for IoT data (ML4IoT), which is designed to orchestrate ML workflows, particularly on large volumes of data series. The ML4IoT framework enables the implementation of several types of ML models, each one with a different workflow. These models can be easily configured and used through a simple pipeline. ML4IoT has been designed to use container-based components to enable training and deployment of various ML models in parallel. The results obtained suggest that the proposed framework can manage real-world IoT heterogeneous data by providing elasticity, robustness, and performance.","2169-3536","","10.1109/ACCESS.2019.2948160","Natural Sciences and Engineering Research Council of Canada(grant numbers:STPGP 506840-17); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8876834","Big data;container-based virtualization;IoT;machine learning;machine learning workflow;microservices","Machine learning;Internet of Things;Data models;Training;Big Data;Task analysis;Tools","","9","","41","CCBY","21 Oct 2019","","","IEEE","IEEE Journals"
"Online Workload Burst Detection for Efficient Predictive Autoscaling of Applications","F. Tahir; M. Abdullah; F. Bukhari; K. M. Almustafa; W. Iqbal","Punjab University College of Information Technology (PUCIT), University of the Punjab, Lahore, Pakistan; Punjab University College of Information Technology (PUCIT), University of the Punjab, Lahore, Pakistan; Punjab University College of Information Technology (PUCIT), University of the Punjab, Lahore, Pakistan; College of Computer and Information Sciences, Prince Sultan University, Riyadh, Saudi Arabia; Punjab University College of Information Technology (PUCIT), University of the Punjab, Lahore, Pakistan",IEEE Access,"28 Apr 2020","2020","8","","73730","73745","Autoscaling methods are employed to ensure the scalability of cloud-hosted applications. The public-facing applications are prone to receive sudden workload bursts, and the existing autoscaling methods do not handle the bursty workloads gracefully. It is challenging to detect the burst online from the incoming dynamic workload traffic, and then identifying appropriate resources to address the burst without overprovisioning is even harder. In this paper, we address this challenge by investigating the appropriate method for online burst detection and then proposed a novel predictive autoscaling method to use burst detection for satisfying specific response time requirements. We compared the proposed method with multiple state-of-the-art baseline autoscaling methods under multiple realistic and synthetic bursty workloads for a benchmark application. Our experimental results show a 60.8% average decrease in response time violations as compared to the baseline method.","2169-3536","","10.1109/ACCESS.2020.2988207","Prince Sultan University, Riyadh, Saudi Arabia, and Higher Education Commission, Pakistan; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9069259","Autoscaling;predictive;SLO violations;response time;workload;burstiness;online burst detection","Time factors;Resource management;Cloud computing;Computational modeling;Entropy;Predictive models;Load modeling","","9","","56","CCBY","16 Apr 2020","","","IEEE","IEEE Journals"
"Partition Placement and Resource Allocation for Multiple DNN-Based Applications in Heterogeneous IoT Environments","T. Kim; H. Park; Y. Jin; S. -S. Lee; S. Lee","Department of Computer Science, Yonsei University, Seoul, South Korea; Department of Computer Science, Yonsei University, Seoul, South Korea; Department of Computer Science, Yonsei University, Seoul, South Korea; Department of Computer Science, Yale University, New Haven, CT, USA; Department of Computer Science, Yonsei University, Seoul, South Korea",IEEE Internet of Things Journal,"17 May 2023","2023","10","11","9836","9848","The evolution of the Internet of Things (IoT) has been driving the explosive growth of deep neural network (DNN)-based applications and processing demands. Hence, edge computing has emerged as a potential solution to meet these processing requirements. However, emerging IoT applications have increasingly demanded to run multiple DNNs to extract multifaceted knowledge, requiring more computational resources and increasing response time. Consequently, edge nodes cannot act as a complete substitute for the previous cloud paradigm, owing to their relatively limited resources. To address this problem, we propose to incorporate nearby IoT devices when allocating resources to multiple DNN models. Furthermore, the optimization of resource allocation can be hindered by the heterogeneity of IoT devices, which affects the delay performance of DNN-based computing. In this context, we propose a DNN partition placement and resource allocation strategy that considers different processing powers, memory, and battery levels for heterogeneous IoT devices. We evaluate the performance of the proposed strategy through extensive simulations. Simulation results reveal that the proposed strategy outperforms other existing solutions in terms of end-to-end delay, service probability, and energy consumption. The proposed solution was further simulated in a Kubernetes testbed consisting of actual devices to assess its feasibility.","2327-4662","","10.1109/JIOT.2023.3235993","National Research Foundation of Korea (NRF); Korea Government (MSIT)(grant numbers:2022R1A2B5B01001683); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10014999","Heterogeneous Internet of Things (IoT);multiple deep neural networks (DNNs);partition placement;resource allocation;utility","Internet of Things;Computational modeling;Resource management;Performance evaluation;Cloud computing;Edge computing;Delays","","9","","50","IEEE","11 Jan 2023","","","IEEE","IEEE Journals"
"Transforming the 5G RAN With Innovation: The Confluence of Cloud Native and Intelligence","N. Li; X. Xu; Q. Sun; J. Wu; Q. Zhang; G. Chi; C. -L. Ⅰ; N. Sprecher","China Mobile Research Institute, Beijing, China; China Mobile Research Institute, Beijing, China; China Mobile Research Institute, Beijing, China; China Mobile Research Institute, Beijing, China; China Mobile Research Institute, Beijing, China; China Mobile Research Institute, Beijing, China; China Mobile Research Institute, Beijing, China; Nokia, Kfar-Saba, Israel",IEEE Access,"18 Jan 2023","2023","11","","4443","4454","Intelligence and cloudification are widely recognized as key driving forces in the evolution of 5G radio access network (RAN). This paper presents a promising architecture framework for the evolution of 5G radio access network, enabled by a deep integration with cloudification and artificial intelligence/machine learning (AI/ML) technologies. To accommodate the diversified scenarios and services and handle the complexity of the 5G network in a flexible and efficient manner, the architecture framework highlights three concepts: convergence of RAN and cloud, RAN empowered by hierarchical AI capabilities, and mutual awareness between RAN and services. The key design aspects and technologies that realize those concepts are discussed systematically. Two typical use cases including the RAN slice resource allocation optimization and RAN-aware video service assurance, are demonstrated along with the simulation or lab test results to validate the potential of the architecture framework.","2169-3536","","10.1109/ACCESS.2023.3234493","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10006796","5G;AI/ML;cloud-native;RAN;service-awareness","Cloud computing;5G mobile communication;Computer architecture;Optimization;Radio access networks;Cloud computing","","9","","14","CCBY","5 Jan 2023","","","IEEE","IEEE Journals"
"Toward Transportation Digital Twin Systems for Traffic Safety and Mobility: A Review","M. S. Irfan; S. Dasgupta; M. Rahman","Department of Civil, Construction, and Environmental Engineering, University of Alabama, Tuscaloosa, AL, USA; Department of Civil, Construction, and Environmental Engineering, University of Alabama, Tuscaloosa, AL, USA; Department of Civil, Construction, and Environmental Engineering, University of Alabama, Tuscaloosa, AL, USA",IEEE Internet of Things Journal,"8 Jul 2024","2024","11","14","24581","24603","Digital twin (DT) systems aim to create virtual replicas of physical objects that are updated in real-time with their physical counterparts and evolve alongside the physical assets throughout their lifecycle. DT technology promises to significantly enhance the capabilities of intelligent transportation systems (ITSs) through improving safety and mobility. The objectives of this review article are to: 1) conduct an in-depth review of DT technology applications in the transportation domain, i.e., safety and mobility applications; 2) develop a reference architecture for a transportation DT (TDT) system based on a hierarchical concept to guide in developing TDT systems at any scale; 3) identify research challenges for each component, i.e., the physical space, the communication gateway and the digital space of the TDT system, to realize safe and operationally efficient ITS; and 4) provide future research perspectives to develop and deploy networkwide transportation DT systems considering the scale and dynamic nature of future connected and automated transportation systems. Thus, this article focuses on providing a comprehensive understanding of the requirements, reference architecture, challenges, and future research opportunities for a TDT system, starting from individual transportation assets and building up to the entire networkwide TDT.","2327-4662","","10.1109/JIOT.2024.3395186","Alabama Transportation Institute (ATI) and Federal Motor Carrier Safety Administration (FMCSA)(grant numbers:25-1121-0006-004); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10530969","Automation;connected transportation system;digital twin (DT);mobility;safety","Transportation;Digital twins;Safety;Reviews;Internet of Things;Predictive models;Surveys","","9","","147","IEEE","15 May 2024","","","IEEE","IEEE Journals"
"CLB: Coarse-Grained Precision Traffic-Aware Weighted Cost Multipath Load Balancing on PISA","D. D. Robin; J. I. Khan","Computer Science Department, Kent State University, Kent, OH, USA; Computer Science Department, Kent State University, Kent, OH, USA",IEEE Transactions on Network and Service Management,"9 Jun 2022","2022","19","2","784","803","This paper presents CLB, a programmable switch-based general-purpose in-network load balancer that can adapt to traffic changes at a very high speed. It uses Weighted-Cost Multipath (WCMP) mechanism for traffic-aware load balancing over many paths at a coarse-grained precision. CLB can be configured to match the load balancing requirements of a wide range of applications at line rate. We have analytically shown that CLB can achieve a bounded response time to traffic changes in the data plane. We implement CLB using the P4 programming language. Our experimental evaluation shows CLB can successfully distribute the incoming load over multiple paths for a given path-weight distribution and leads to performance improvement compared to other load balancing schemes.","1932-4537","","10.1109/TNSM.2022.3142106","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9676704","Load-balancer;Programmable Switch;P4;SDN;BMV2;Traffic-aware;In-network","Load management;Switches;Servers;Throughput;Hardware;Costs;Random access memory","","9","","61","IEEE","11 Jan 2022","","","IEEE","IEEE Journals"
"A Comprehensive Review of Convolutional Neural Networks for Defect Detection in Industrial Applications","R. Khanam; M. Hussain; R. Hill; P. Allen","Department of Computer Science, School of Computing and Engineering, University of Huddersfield, Huddersfield, U.K.; Department of Computer Science, School of Computing and Engineering, University of Huddersfield, Huddersfield, U.K.; Department of Computer Science, School of Computing and Engineering, University of Huddersfield, Huddersfield, U.K.; Department of Computer Science, School of Computing and Engineering, University of Huddersfield, Huddersfield, U.K.",IEEE Access,"15 Jul 2024","2024","12","","94250","94295","Quality inspection and defect detection remain critical challenges across diverse industrial applications. Driven by advancements in Deep Learning, Convolutional Neural Networks (CNNs) have revolutionized Computer Vision, enabling breakthroughs in image analysis tasks like classification and object detection. CNNs’ feature learning and classification capabilities have made industrial defect detection through Machine Vision one of their most impactful applications. This article aims to showcase practical applications of CNN models for surface defect detection across various industrial scenarios, from pallet racks to display screens. The review explores object detection methodologies and suitable hardware platforms for deploying CNN-based architectures. The growing Industry 4.0 adoption necessitates enhancing quality inspection processes. The main results demonstrate CNNs’ efficacy in automating defect detection, achieving high accuracy and real-time performance across different surfaces. However, challenges like limited datasets, computational complexity, and domain-specific nuances require further research. Overall, this review acknowledges CNNs’ potential as a transformative technology for industrial vision applications, with practical implications ranging from quality control enhancement to cost reductions and process optimization.","2169-3536","","10.1109/ACCESS.2024.3425166","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10589380","Computer vision;convolutional neural network;deep learning;industrial defect detection;object detection;quality inspection: manufacturing","Defect detection;Hardware;Convolutional neural networks;Computer architecture;Reviews;Artificial intelligence;Inspection;Computer vision;Deep learning;Quality assessment;Manufacturing processes","","9","","387","CCBYNCND","8 Jul 2024","","","IEEE","IEEE Journals"
"A Machine Learning Solution for Video Delivery to Mitigate Co-Tier Interference in 5G HetNets","D. Anand; M. A. Togou; G. -M. Muntean","School of Electronic Engineering, Dublin City University, Dublin, Ireland; School of Electronic Engineering, Dublin City University, Dublin, Ireland; School of Electronic Engineering, Dublin City University, Dublin, Ireland",IEEE Transactions on Multimedia,"31 Oct 2023","2023","25","","5117","5129","The exponential demand for multimedia services is one reason behind the substantial growth of mobile data traffic. Video traffic patterns have significantly changed in the past two years due to the coronavirus disease (COVID-19). The worldwide pandemic has caused many individuals to work from home and use various online video platforms (e.g., Zoom, Google Meet, and Microsoft Teams). As a result, overloaded macrocells are unable to ensure high Quality of Experience (QoE) to all users. Heterogeneous Networks (HetNets) consisting of small cells (femtocells) and macrocells are a promising solution to mitigate this problem. A critical challenge with the deployment of femtocells in HetNets is the interference management between Macro Base Stations (MBSs), Femto Base Stations (FBSs), and between FBS and FBS. Indeed, the dynamic deployment of femtocells can lead to co-tier interference. With the rolling out of the 5G mobile network, it becomes imperative for mobile operators to maintain network capacity and manage different types of interference. Machine Learning (ML) is considered a promising solution to many challenges in 5G HetNets. In this paper, we propose a Machine Learning Interference Classification and Offloading Scheme (MLICOS) to address the problem of co-tier interference between femtocells for video delivery. Two versions of MLICOS, namely, MLICOS1 and MLICOS2, are proposed. The former uses conventional ML classifiers while the latter employs advanced ML algorithms. Both versions of MLICOS are compared with the classic Proportional Fair (PF) scheduling algorithm, Variable Radius and Proportional Fair scheduling (VR + PF) algorithm, and a Cognitive Approach (CA). The ML models are assessed based on the prediction accuracy, precision, recall and F-measure. Simulation results show that MLICOS outperforms the other schemes by providing the highest throughput and the lowest delay and packet loss ratio. A statistical analysis was also carried out to depict the degree of interference faced by users when different schemes are employed.","1941-0077","","10.1109/TMM.2022.3187607","Science Foundation Ireland(grant numbers:18/CRT/6183); ML-LABS Centre for Research Training(grant numbers:12/RC/2289_P2); Insight SFI Research Centre for Data Analytics; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9811394","HetNets;COVID-19;interference;machine learning;QoS;statistical visualization","Interference;Femtocells;Streaming media;Resource management;Quality of service;Clustering algorithms;Heuristic algorithms","","9","","50","CCBY","30 Jun 2022","","","IEEE","IEEE Journals"
"End-Edge-Cloud Collaborative Computing for Deep Learning: A Comprehensive Survey","Y. Wang; C. Yang; S. Lan; L. Zhu; Y. Zhang","School of Cyberspace Science and Technology, Beijing Institute of Technology, Beijing, China; School of Cyberspace Science and Technology, Beijing Institute of Technology, Beijing, China; School of Economics and Management, University of the Chinese Academy of Sciences, Beijing, China; School of Cyberspace Science and Technology, Beijing Institute of Technology, Beijing, China; Department of Informatics, University of Oslo, Oslo, Norway",IEEE Communications Surveys & Tutorials,"21 Nov 2024","2024","26","4","2647","2683","The booming development of deep learning applications and services heavily relies on large deep learning models and massive data in the cloud. However, cloud-based deep learning encounters challenges in meeting the application requirements of responsiveness, adaptability, and reliability. Edge-based and end-based deep learning enables rapid, near real-time analysis and response, but edge nodes and end devices usually have limited resources to support large models. This necessitates the integration of end, edge, and cloud computing technologies to combine their different advantages. Despite the existence of numerous studies on edge-cloud collaboration, a comprehensive survey for end-edge-cloud computing-enabled deep learning is needed to review the current status and point out future directions. Therefore, this paper: 1) analyzes the collaborative elements within the end-edge-cloud computing system for deep learning, and proposes collaborative training, inference, and updating methods and mechanisms for deep learning models under the end-edge-cloud collaboration framework. 2) provides a systematic investigation of the key enabling technologies for end-edge-cloud collaborative deep learning, including model compression, model partition, and knowledge transfer. 3) highlights six open issues to stimulate continuous research efforts in the field of end-edge-cloud deep learning.","1553-877X","","10.1109/COMST.2024.3393230","National Key Research and Development Program of China(grant numbers:2021YFB1715700); National Natural Science Foundation of China(grant numbers:62103046,72201266,72192843,72192844); Fundamental Research Funds for the Central Universities(grant numbers:E1E40805X2,2023CX01020); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10508191","Deep learning;deep neural networks;edge computing;cloud computing;end-edge-cloud collaboration;end-edge-cloud computing","Computational modeling;Artificial intelligence;Collaboration;Surveys;Training;Cloud computing;Deep learning","","9","","252","IEEE","24 Apr 2024","","","IEEE","IEEE Journals"
"Open RAN xApps Design and Evaluation: Lessons Learnt and Identified Challenges","M. Hoffmann; S. Janji; A. Samorzewski; Ł. Kułacz; C. Adamczyk; M. Dryjański; P. Kryszkiewicz; A. Kliks; H. Bogucka","Rimedo Labs, Poznań, Poland; Rimedo Labs, Poznań, Poland; Rimedo Labs, Poznań, Poland; Rimedo Labs, Poznań, Poland; Institute of Radio-communications, Poznan University of Technology, Poznań, Poland; Rimedo Labs, Poznań, Poland; Rimedo Labs, Poznań, Poland; Rimedo Labs, Poznań, Poland; Rimedo Labs, Poznań, Poland",IEEE Journal on Selected Areas in Communications,"16 Jan 2024","2024","42","2","473","486","The concept of open radio access networks (RAN) creates numerous opportunities for developing new technology and economy branches. At the same time, a flexible and modular approach in the disaggregated RAN entails the need for careful design of the overall RAN architecture and the implementation and deployment process of new applications. It is assumed that dedicated and specialized software companies may deliver the latter. A joint effort must be guaranteed among different sectors (industry, academia, and standardization bodies) to make the whole process efficient, safe, and reliable. Here, one of the critical driving forces origins from the open-source community that often stimulates the development of a specific technology. In this paper, we address the challenges that have to be faced by third-party application developers in the context of Open RAN. Based on many implemented applications (called xApps or rApps), we compare various available solutions. We pose the most critical issues that must be tackled in the near future to stimulate the progress in open RAN development further. In particular, we compare available open platforms for xApp development and testing. We present the details of implementing four selected applications describing the problems encountered. The paper is split into two logical parts - first, we identify the key ambiguities related to the development of new xApps, which address more complicated use cases like beam management. In the second part, we present the challenges associated with detailed software implementation in existing open platforms. In the first case, we show that dedicated beam mobility management xApp can reduce beam switches and keep beam failures low. However, it requires access to detailed localization information. Similarly, the signaling storm detection xApp provides expected performance under the assumption that there is access to detailed information on, e.g., time advance resolution parameter. We conclude here that several aspects still need to be well-defined to allow smooth software implementation; these include the rules for data reporting in time, parameters available in service models, and localization features. Concerning the second logical part, related to low-level implementation, we compare the numerical results of the traffic steering and quality-of-service-based resource allocation xApps and draw conclusions related to implementation and testing. In particular, we point out problems associated with the simulator, the software, and conflicts inside. Finally, we identify the key challenges which should be treated as incentives for joint academia-industry cooperation in the field of Open RAN. Thus, the paper presents the lesson learned during the first years of xApp development.","1558-0008","","10.1109/JSAC.2023.3336190","National Centre for Research and Development in Poland within the 5GStar Project on “Advanced Methods and Techniques for Identification and Counteracting Cyberat-tacks on 5G Access Network and Applications(grant numbers:CYBERSECIDENT/487845/IV/NCBR/2021); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10329915","Open RAN;5G;6G;xApp;ML","Computer architecture;Optimization;Radio access networks;Resource management;Security;5G mobile communication;6G mobile communication","","9","","43","CCBYNCND","28 Nov 2023","","","IEEE","IEEE Journals"
"Survey of Automated Fare Collection Solutions in Public Transportation","M. Bieler; A. Skretting; P. Büdinger; T. -M. Grønli","Mobile Technology Laboratory, School of Economics, Innovation and Technology, Kristiania University College, Oslo, Norway; Mobile Technology Laboratory, School of Economics, Innovation and Technology, Kristiania University College, Oslo, Norway; Mobile Technology Laboratory, School of Economics, Innovation and Technology, Kristiania University College, Oslo, Norway; Mobile Technology Laboratory, School of Economics, Innovation and Technology, Kristiania University College, Oslo, Norway",IEEE Transactions on Intelligent Transportation Systems,"14 Sep 2022","2022","23","9","14248","14266","Public transportation is expensive to operate and maintain and is often unsatisfactory. The attractiveness of public transportation can be enhanced by making it more seamless, which, in turn, would reduce financial constraints and inefficiencies. The adoption of mobile devices for ticketing solutions is promising. However, current solutions are often inflexible and require manual interactions that produce evanescent data. Therefore, using leading-edge technologies and infrastructure, it is desirable to develop a solution to fully automate fare collection. In this paper, we provide a comprehensive literature review to understand the state of public transportation and to facilitate the development and implementation of automated fare collection solutions. First, we discuss existing mobile technologies and their common ticketing implementations. Second, we provide a predictive behavior model with sensor analytics to better understand customer needs. Finally, we highlight how machine learning can harness transactional ticketing data to create valuable business intelligence. Overall, developing and implementing automated fare collection solutions in urban transportation is expected to have a significant positive impact on customer experiences, the emergence of new business models and the reduction of pollutant emissions.","1558-0016","","10.1109/TITS.2022.3161606","Pilot-T Program of the Norwegian Research Council; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9756882","Behavior analysis;context awareness;intelligent sensors;intelligent transportation systems;machine learning;mobile applications","Public transportation;Machine learning;Mobile applications;Predictive models;Analytical models;Data models;Technological innovation","","9","","205","IEEE","13 Apr 2022","","","IEEE","IEEE Journals"
"Machine Learning for Service Migration: A Survey","N. Toumi; M. Bagaa; A. Ksentini","Communication Systems Department, EURECOM, Sophia-Antipolis, France; Department of Electrical and Computer Engineering, Université du Québec à Trois-Rivières, Trois-Rivières, Canada; Communication Systems Department, EURECOM, Sophia-Antipolis, France",IEEE Communications Surveys & Tutorials,"22 Aug 2023","2023","25","3","1991","2020","Future communication networks are envisioned to satisfy increasingly granular and dynamic requirements to accommodate the application and user demands. Indeed, novel immersive and mission-critical services necessitate increased computing and network resources, reduced communication latency, and guaranteed reliability. Thus, efficient and adaptive resource management schemes are required to provide and maintain sufficient levels of Quality of Experience (QoE) during the service life-cycle. Service migration is considered a key enabler of dynamic service orchestration. Indeed, moving services on demand is an efficient mechanism for user mobility support, load balancing in case of fluctuations in service demands, and hardware failure mitigation. However, service migration requires planning, as multiple parameters must be optimized to reduce service disruption to a minimum. Recent breakthroughs in computational capabilities allowed the emergence of Machine Learning as a tool for decision making that is expected to enable seamless automation of network resource management by predicting events and learning optimal decision policies. This paper surveys contributions applying Machine Learning (ML) methods to optimize service migration, providing a detailed literature review on recent advances in the field and establishing a classification of current research efforts with an analysis of their strengths and limitations. Finally, the paper provides insights on the main directions for future research.","1553-877X","","10.1109/COMST.2023.3273121","European Union’s H2020 5G!Drones Project(grant numbers:857031); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10120920","Machine learning;service migration;management and orchestration;deep learning;reinforcement learning;prediction;placement","Surveys;Cloud computing;Planning;Optimization;Containers;Virtualization;Quality of experience","","9","","252","IEEE","8 May 2023","","","IEEE","IEEE Journals"
"Cloud-Native Computing: A Survey From the Perspective of Services","S. Deng; H. Zhao; B. Huang; C. Zhang; F. Chen; Y. Deng; J. Yin; S. Dustdar; A. Y. Zomaya","First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China; First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China; College of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; College of Computer Science and Technology, Zhejiang University, Hangzhou, China; College of Computer Science and Technology, Zhejiang University, Hangzhou, China; College of Computer Science and Technology, Zhejiang University, Hangzhou, China; College of Computer Science and Technology, Zhejiang University, Hangzhou, China; Distributed Systems Group, Technische Universität Wien, Vienna, Austria; School of Computer Science, The University of Sydney, Sydney, NSW, Australia",Proceedings of the IEEE,"4 Mar 2024","2024","112","1","12","46","The development of cloud computing delivery models inspires the emergence of cloud-native computing. Cloud-native computing, as the most influential development principle for web applications, has already attracted increasingly more attention in both industry and academia. Despite the momentum in the cloud-native industrial community, a clear research roadmap on this topic is still missing. As a contribution to this knowledge, this article surveys key issues during the life cycle of cloud-native applications, from the perspective of services. Specifically, we elaborate on the research domains by decoupling the life cycle of cloud-native applications into four states: building, orchestration, operation, and maintenance. We also discuss the fundamental necessities and summarize the key performance metrics that play critical roles during the development and management of cloud-native applications. We highlight the key implications and limitations of existing works in each state. The challenges, future directions, and research opportunities are also discussed.","1558-2256","","10.1109/JPROC.2024.3353855","National Science Foundation of China(grant numbers:62125206,U20A20173,62202133); National Key Research and Development Program of China(grant numbers:2022YFB4500100); Key Research Project of Zhejiang Province(grant numbers:2022C01145); Zhejiang Provincial National Science Foundation of China(grant numbers:LY23F020015); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10433234","Cloud-native applications;microservice;research roadmap;service life-cycle management;survey","Cloud computing;Microservice architectures;Surveys;Software engineering;Computer architecture;Service level agreements;Research initiatives;Life cycle assessment;Modeling","","9","","299","IEEE","12 Feb 2024","","","IEEE","IEEE Journals"
