DOI,round_5,round_4,round_3,round_2,round_1,record_id,Author,Title,Publication Title,ISBN,ISSN,Url,Date,Series,Series Number,Series Text,Series Title,Publisher,Place,Abstract,ISBNs,Funding Information,PDF Link,Author Keywords,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Issue Date,Meeting Date,Author full names,Author(s) ID,Year,Source title,Art. No.,Page start,Page end,Page count,Cited by,Link,Publication Stage,Open Access,Source,EID,Keywords,asreview_prior,exported_notes_1,asreview_ranking
10.1007/978-3-031-70797-1_19,0,0,0,0,0,228,"Dini, Vick; Tamburri, Damian Andrew; Di Nitto, Elisabetta",Electric Vehicle Fast-Charging Software: Architectural Considerations Towards Trustworthiness,"Software Architecture: 18th European Conference, ECSA 2024, Luxembourg City, Luxembourg, September 3–6, 2024, Proceedings",978-3-031-70796-4,,https://doi.org/10.1007/978-3-031-70797-1_19,2024,,,,,Springer-Verlag,"Berlin, Heidelberg","The industry of electric vehicle charging stations is rapidly evolving. As more people purchase electric vehicles, the need for an efficient and reliable charging service value chain becomes paramount. In this paper we perform a literature review and topic modeling in the field to identify the most relevant topics and challenges therein as well as any standard or reference software architectures proposed to date. Subsequently, by means of ethnomethodological research and interview study with industry practitioners from an emerging Charging Point Operator (CPO) we identify major practical architectural concerns. We conclude that typical -Ops issues related to monitoring and autonomous runtime management of fast-charging software architectures are not addressed in the literature so far, and yet are the most critical for practitioners; this inspired a revised augment of state-of-the-art reference architecture frameworks—offered as the first key original contribution of this paper—for practitioners and researchers to use in the future. Finally, evaluating such framework with practitioners’ insights, we elaborated a second key contribution of this work, namely, six architectural considerations to be taken into account towards trustworthy electric vehicle fast-charging software architectures of the future.",,,,,,,,,,,,,,,,,,,,,,,,,,software architecture; software engineering; charging station; cloud-edge computing; electric vehicle; fast charging,,,842
10.1007/978-3-031-71707-9_18,0,0,0,0,0,191,"Stentoumis, Christos; Katsiokalis, Minas; Bikiris, Panagiotis; Karantakis, Nikos",Engineering a&nbsp;BIM-Based Mixed Reality Application for&nbsp;the&nbsp;Life-Cycle Management of&nbsp;Buildings,"Extended Reality: International Conference, XR Salento 2024, Lecce, Italy, September 4–7, 2024, Proceedings, Part I",978-3-031-71706-2,,https://doi.org/10.1007/978-3-031-71707-9_18,2024,,,,,Springer-Verlag,"Berlin, Heidelberg","In this research and innovation work, we propose an open and interoperable approach for exploiting the various building data collected across the different phases of a building’s life cycle via a BIM-based Mixed Reality (MR) platform. Building information modelling (BIM) has gradually gained attention in recent decades and is widely considered a key to digitising and optimising the building life cycle. Yet, there are significant challenges in the standardization of methodologies, interoperability of solutions, and data exchange, as well as the usability of BIM-related solutions. Moreover, modern or renovated buildings produce extensive real-time data on top of the static data organised in BIM, and it is commonly accepted that most professionals in the field do not have access to the critical static or dynamic data that accompany a building project. Here, we exploit MR as an advanced user interface for enhanced interaction with building static and dynamic data instantiated by a BIM model, while we address a seamless conversion of BIM data to an online visual digital twin that supports the MR mobile application.",,,,,,,,,,,,,,,,,,,,,,,,,,BIM; building life-cycle management; Mixed Reality,0.0,EC3,2862
10.1007/978-3-031-73741-1_15,0,0,0,0,0,180,"Brandon, Colm; Singh, Amandeep; Margaria, Tiziana",Model Driven Development for&nbsp;AI-Based Healthcare Systems: A Review,"Bridging the Gap Between AI and Reality: First International Conference, AISoLA 2023, Crete, Greece, October 23–28, 2023, Selected Papers",978-3-031-73740-4,,https://doi.org/10.1007/978-3-031-73741-1_15,2023,,,,,Springer-Verlag,"Berlin, Heidelberg","We review our experience with integrating Artificial Intelligence (AI) into healthcare systems following the Model-Driven Development (MDD) approach. At a time when AI has the potential to instigate&nbsp;a paradigm shift in the health sector, better integrating healthcare experts in the development of these technologies is of paramount importance. We see MDD as a useful way to better&nbsp;embed non-technical stakeholders in the development process. The main&nbsp;goal of this review is to reflect on our experiences to date&nbsp;with MDD and AI in the context of developing healthcare systems. Four case studies that fall within that scope but&nbsp;have different profiles are introduced and summarised: the&nbsp;MyMM application for Multiple Myeloma diagnosis; CNN-HAR, that studies the ability to do AI on the edge for IoT-supported human activity recognition; the HIPPP web based portal for patient information&nbsp;in public health; and Cinco de Bio, a new model driven platform&nbsp;used for the first time to support a better cell-level understanding&nbsp;of diseases. Based on the aforementioned case studies we discuss&nbsp;the characteristics, the challenges faced and the postive outcomes achieved.",,,,,,,,,,,,,,,,,,,,,,,,,,Artificial Intelligence Applications; Digital Thread; Health Informatics; Low-code/no-code; Model Driven Development,,,695
10.1007/978-3-031-74738-0_12,0,0,0,0,0,136,"Clausen, Christian Skafte Beck; Lehnhoff, Sebastian; Schwarz, Jan Sören; Jørgensen, Bo Nørregaard; Ma, Zheng Grace",Challenges in Transitioning from Co-simulation to Practical Application: A Case Study on Economic Emission Dispatch in a Greenhouse Compartment,"Energy Informatics: 4th Energy Informatics Academy Conference, EI.A 2024, Kuta, Bali, Indonesia, October 23–25, 2024, Proceedings, Part I",978-3-031-74737-3,,https://doi.org/10.1007/978-3-031-74738-0_12,2024,,,,,Springer-Verlag,"Berlin, Heidelberg","Co-simulation is a widely applied method used to analyze the behavior of complex, interdisciplinary, and integrated cyber-physical control systems. Despite its prevalence, the transition from co-simulated control systems into practical applications is not discussed as much in the literature. This leaves a gap in the literature because practitioners may not be aware of these challenges. This paper aims to uncover and discuss some of the challenges that arise in the transition from a co-simulated control system to a practical application.A case study on economic emission dispatch in a Danish industrial greenhouse compartment serves as the fundament in studying these challenges. Economic emission dispatch is a method that can be used in a closed-loop arrangement to decrease costs and emissions of multiple energy production units. The case study is first implemented as a co-simulation which is subject to a subsequent practical implementation. The co-simulation implementation is governed by the open-source framework mosaik that is used extensively in smart grid applications. In contrast, the practical implementation is not governed by mosaik due to architectural design discrepancies. A key feature of the study is the use of software-in-the-loop, which means that the controller being tested is the actual software intended for deployment.The highlighted challenges include that the core abstractions (master algorithm, scenario-script, and protocol) of the co-simulation framework cannot be transferred to an operational context due to design discrepancies. Despite these challenges, the co-simulation can still serve as a baseline for comparing functional performance metrics during the transition.",,,,,,,,,,,,,,,,,,,,,,,,,,challenges; co-simulation; cyber-physical system; Economic dispatch; greenhouse; SIL; simulation-to-reality gap; software-in-the-loop; transition,0.0,EC3,2300
10.1007/978-3-031-78386-9_31,0,0,0,0,0,11,"Steidl, Monika; Leitner, Michael; Urbanke, Pirmin; Gattringer, Marko; Felderer, Michael; Ristov, Sashko",Understanding Microservice Runtime Monitoring Data for&nbsp;Anomaly Detection with&nbsp;Structural Equation Modeling,"Product-Focused Software Process Improvement: 25th International Conference, PROFES 2024, Tartu, Estonia, December 2–4, 2024, Proceedings",978-3-031-78385-2,,https://doi.org/10.1007/978-3-031-78386-9_31,2024,,,,,Springer-Verlag,"Berlin, Heidelberg","Microservices reliability is critical, but runtime anomalies are increasingly common due to system complexity. Rule-based and AI-based anomaly detection methods assist practitioners in analyzing runtime monitoring data (logs, traces, metrics) to identify anomalies. However, these methods rely&nbsp;on high-quality datasets and deep domain knowledge to deliver accurate results. Thus, a significant challenge lies in the lack of consensus on which runtime monitoring parameters effectively represent&nbsp;the system and microservices, reliably indicate anomalies,&nbsp;or distinguish deviations that genuinely signal anomalies. A thorough understanding of the dataset, key monitoring parameters,&nbsp;and microservice dependencies is crucial to minimize bias and&nbsp;false positives, ultimately improving the effectiveness of anomaly detection methods.Thus, we investigate whether structural equation modeling&nbsp;can describe the system’s or microservices’ behavior via indicators extracted from runtime monitoring data and identify their causal relationships. We used EvoMaster to simulate user behavior&nbsp;in TrainTicket and extract runtime monitoring data to test our model. Our results show that the identified indicators effectively describe microservices’ behavior, but network indicators alone&nbsp;are insufficient for describing the whole system’s behavior. The&nbsp;model can also identify microservices that significantly influence&nbsp;the whole system’s behavior.",,,,,,,,,,,,,,,,,,,,,,,,,,Metrics; Anomaly detection during runtime; Logs; Microservice; Monitoring data; PLS-SEM; Structural equation model; Traces,0.0,EC3,2122
10.1007/978-3-031-81375-7_15,0,0,0,0,0,151,"Faria, Bruno; Abreu, David Perez; Velasquez, Karima; Curado, Marília",Self-organising Approach to&nbsp;Anomaly Mitigation in&nbsp;the&nbsp;Cloud-to-Edge Continuum,"Cooperative Information Systems: 30th International Conference, CoopIS 2024, Porto, Portugal, November 19–21, 2024, Proceedings",978-3-031-81374-0,,https://doi.org/10.1007/978-3-031-81375-7_15,2025,,,,,Springer-Verlag,"Berlin, Heidelberg","The cloud-to-edge continuum paradigm has permeated various application domains, including critical urban-city safety systems. In these contexts, anomalies can compromise public safety, for example, by disrupting the communication between smart city infrastructure and vehicles, which aims to prevent accidents at pedestrian crossings. Given these environments’ heterogeneous and large-scale nature, manual recovery from anomalies is not feasible. Machine Learning techniques have emerged as an alternative, supporting a zero-touch approach that enables self-organising and self-healing solutions for anomaly prediction, detection, and mitigation. This paper proposes an Artificial Intelligence-driven, self-organising approach for anomaly management in the cloud-to-edge continuum, integrating both reactive and proactive mechanisms. We evaluate different Machine Learning models, including Random Forest Classifiers, Neural Networks, and Convolutional Neural Networks, to predict node performance anomalies. The simulation results obtained using the COSCO framework showcase the effectiveness of our method. It achieves an F1 score of 73% for multiclass classification, predicting different levels of anomaly severity, and 87% for binary classification, distinguishing between normal and abnormal states.",,,,,,,,,,,,,,,,,,,,,,,,,,Machine learning; Cloud-to-edge continuum; Anomaly management; Self-X; Time-series classification; Zero-touch,,,493
10.1007/978-3-031-81542-3_11,0,0,0,0,0,60,"Akmal, Muhammad Uzair; Asif, Saara; Koval, Leonid; Mathias, Selvine G.; Knollmeyer, Simon; Grossmann, Daniel",Layered Data-Centric AI to&nbsp;Streamline Data Quality Practices for&nbsp;Enhanced Automation,"Artificial Intelligence: Methodology, Systems, and Applications: 19th International Conference, AIMSA 2024, Varna, Bulgaria, September 18–20, 2024, Proceedings",978-3-031-81541-6,,https://doi.org/10.1007/978-3-031-81542-3_11,2025,,,,,Springer-Verlag,"Berlin, Heidelberg","Most artificial intelligence (AI) applications are designed under the model-centric AI (MCAI) approach, where data scientists aim to optimize the machine learning (ML) models starting with fixed, preprocessed data. However, businesses often struggle with limited datasets, changes in data over time, and limited ML knowledge, making it difficult to maintain data quality. One potential approach is data-centric AI (DCAI), which systematically improves the data quality used to build AI systems. However, rapid growth in data volume leads to challenges in selecting the most suitable operations for enhancing data quality thereby maintaining data accuracy, completeness, consistency, and reliability in real-world applications. To address this gap, we propose a novel framework, namely Layered Data-Centric AI (LDCAI) by expanding upon the existing DCAI Pipeline. LDCAI employs a three-layered approach, starting with the DCAI layer which generates the initial training data. This data is then analyzed and refined in the Data Analysis (DA) layer by a team of data scientists and domain experts. The refined data is later sent to the Data Quality Control (DQC) layer for additional quality checks and improvements by data scientists. The entire process can be iterated as needed to continuously improve data quality, which can be fed back into the DCAI layer’s model to achieve better predictions and outcomes. The implementation is illustrated through a scalable and customizable architecture designed for optimizing data quality within AI systems.",,,,,,,,,,,,,,,,,,,,,,,,,,Artificial intelligence; Data analysis; Data quality; Data-centric,,,353
10.1007/978-3-319-69035-3_17,0,0,0,0,0,110,"HoseinyFarahabady, MohammadReza; Lee, Young Choon; Zomaya, Albert Y.; Tari, Zahir",A QoS-Aware Resource Allocation Controller for Function as a Service (FaaS) Platform,"Service-Oriented Computing: 15th International Conference, ICSOC 2017, Malaga, Spain, November 13–16, 2017, Proceedings",978-3-319-69034-6,,https://doi.org/10.1007/978-3-319-69035-3_17,2017,,,,,Springer-Verlag,"Berlin, Heidelberg","Function as a Service (FaaS) is a recent event-driven serverless paradigm that allows enterprises to build their applications in a fault tolerant distributed manner. Having been considered as an attractive replacement of traditional Service Oriented Architecture (SOA), the FaaS platform leverages the management of massive data sets or the handling of event streams. However, the realization of such leverage is largely dependent on the effective exploitation of FaaS elasticity/scalability.In this paper, we present a closed-loop resource allocation controller to dynamically scale resources by predicting the future rate of incoming events and by considering the Quality of Service (QoS) enforcements requested by end-users. The performance evaluation is carried out by comparing the proposed controller with some well-known heuristics such as round robin and best-effort strategies. Experimental results confirm that the proposed controller increases the overall resource utilization by 21% on average, while reducing QoS violations by a factor of almost 3.",,,,,,,,,,,,,,,,,,,,,,,,,,Microservices; Dynamic resource allocation; Function as a Service (FaaS); Serverless Lambda Platform,0.0,EC3,2790
10.1007/978-3-319-69035-3_28,0,0,0,0,0,252,"Ravindra, Pushkara; Khochare, Aakash; Reddy, Siva Prakash; Sharma, Sarthak; Varshney, Prateeksha; Simmhan, Yogesh",: An Adaptive Orchestration Platform for Hybrid Dataflows across Cloud and Edge,"Service-Oriented Computing: 15th International Conference, ICSOC 2017, Malaga, Spain, November 13–16, 2017, Proceedings",978-3-319-69034-6,,https://doi.org/10.1007/978-3-319-69035-3_28,2017,,,,,Springer-Verlag,"Berlin, Heidelberg","The Internet of Things (IoT) is offering unprecedented observational data that are used for managing Smart City utilities. Edge and Fog gateway devices are an integral part of IoT deployments to acquire real-time data and enact controls. Recently, Edge-computing is emerging as first-class paradigm to complement Cloud-centric analytics. But a key limitation is the lack of a platform-as-a-service for applications spanning Edge and Cloud. Here, we propose , an orchestration platform for dataflows across distributed resources. ’s hybrid dataflow composition can operate on diverse data models – streams, micro-batches and files, and interface with native runtime engines like TensorFlow and Storm to execute them. It manages the application’s lifecycle, including container-based deployment and a registry for state management. can schedule the dataflow on different Edge, Fog&nbsp;and&nbsp;Cloud resources, and also perform dynamic task migration between resources. We validate the platform for executing video analytics and sensor streams for Smart Traffic and Smart Utility applications on Raspberry Pi, NVidia TX1, ARM64 and Azure Cloud VM resources, and present our results.",,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,EC3,2534
10.1007/978-981-96-0808-9_6,0,0,0,0,0,35,"Sedlak, Boris; Morichetta, Andrea; Wang, Yuhao; Fei, Yang; Wang, Liang; Dustdar, Schahram; Qu, Xiaobo",SLO-Aware Task Offloading Within Collaborative Vehicle Platoons,"Service-Oriented Computing: 22nd International Conference, ICSOC 2024, Tunis, Tunisia, December 3–6, 2024, Proceedings, Part II",978-981-96-0807-2,,https://doi.org/10.1007/978-981-96-0808-9_6,2024,,,,,Springer-Verlag,"Berlin, Heidelberg","In the context of autonomous vehicles (AVs), offloading is essential for guaranteeing the execution of perception tasks, e.g., mobile mapping or object detection. While existing work on offloading focused extensively on minimizing inter-vehicle networking latency, vehicle platoons (e.g., heavy-duty transport) present numerous other objectives, such as energy efficiency or data quality. To optimize these Service Level Objectives (SLOs) during operation, this work presents a purely Vehicle-to-Vehicle approach (V2V) for collaborative services offloading within a vehicle platoon. By training and using a Bayesian Network (BN), services can proactively decide to offload whenever this promises to improve platoon-wide SLO fulfillment; therefore, vehicles estimate how both sides would be impacted by offloading a service. In particular, this considers resource heterogeneity within the platoon to avoid overloading more restricted devices. We evaluate our approach in a physical setup, where vehicles in a platoon continuously (i.e., every 500 ms) interpret the SLOs of three perception services. Our probabilistic, predictive method shows promising results in handling large AV platoons; within seconds, it detects and resolves SLO violations through offloading.",,,,,,,,,,,,,,,,,,,,,,,,,,Microservices; Edge Computing; Bayesian Networks; Intelligent Transportation; Offloading; Service Level Objectives,,,885
10.1109/ASE.2019.00123,0,0,0,0,0,246,"Reichelt, David Georg; Kühne, Stefan; Hasselbring, Wilhelm",PeASS: a tool for identifying performance changes at code level,Proceedings of the 34th IEEE/ACM International Conference on Automated Software Engineering,978-1-7281-2508-4,,https://doi.org/10.1109/ASE.2019.00123,2020,ASE '19,,,,IEEE Press,"San Diego, California","We present PeASS (Performance Analysis of Software System versions), a tool for detecting performance changes at source code level that occur between different code versions. By using PeASS, it is possible to identify performance regressions that happened in the past to fix them.PeASS measures the performance of unit tests in different source code versions. To achieve statistic rigor, measurements are repeated and analyzed using an agnostic t-test. To execute a minimal amount of tests, PeASS uses a regression test selection.We evaluate PeASS on a selection of Apache Commons projects and show that 81% of all unit test covered performance changes can be found by PeASS. A video presentation is available at https://www.youtube.com/watch?v=RORFEGSCh6Y and PeASS can be downloaded from https://github.com/DaGeRe/peass.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279
10.1109/ICSE-Companion.2019.00086,0,0,0,0,0,208,"Zhao, Yixue",Mobile-app analysis and instrumentation techniques reimagined with DECREE,Proceedings of the 41st International Conference on Software Engineering: Companion Proceedings,,,https://doi.org/10.1109/ICSE-Companion.2019.00086,2019,ICSE '19,,,,IEEE Press,"Montreal, Quebec, Canada","A large number of mobile-app analysis and instrumentation techniques have emerged in the past decade. However, those techniques' components are difficult to extract and reuse outside their original tools, their evaluation results are hard to reproduce, and the tools themselves are hard to compare. This paper introduces DECREE, an infrastructure intended to guide such techniques to be reproducible, practical, reusable, and easy to adopt in practice. DECREE allows researchers and developers to easily discover existing solutions to their needs, enables unbiased and reproducible evaluation, and supports easy construction and execution of replication studies. The paper describes DECREE's three modules and its potential to fundamentally alter how research is conducted in this area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,664
10.1109/ICSE-SEET58685.2023.00015,0,0,0,0,0,234,"Lanubile, Filippo; Martínez-Fernández, Silverio; Quaranta, Luigi",Teaching MLOps in Higher Education through Project-Based Learning,Proceedings of the 45th International Conference on Software Engineering: Software Engineering Education and Training,979-8-3503-2259-0,,https://doi.org/10.1109/ICSE-SEET58685.2023.00015,2023,ICSE-SEET '23,,,,IEEE Press,"Melbourne, Australia","Building and maintaining production-grade ML-enabled components is a complex endeavor that goes beyond the current approach of academic education, focused on the optimization of ML model performance in the lab. In this paper, we present a project-based learning approach to teaching MLOps, focused on the demonstration and experience with emerging practices and tools to automatize the construction of ML-enabled components. We examine the design of a course based on this approach, including laboratory sessions that cover the end-to-end ML component life cycle, from model building to production deployment. Moreover, we report on preliminary results from the first edition of the course. During the present year, an updated version of the same course is being delivered in two independent universities; the related learning outcomes will be evaluated to analyze the effectiveness of project-based learning for this specific subject.",,,,,,,,,,,,,,,,,,,,,,,,,,machine learning; data science; model deployment; reproducibility; software engineering for AI,0.0,EC3,3053
10.1109/ICSE-SEIP58684.2023.00038,0,0,0,0,0,113,"Sampaio, Adalberto R.; Beschastnikh, Ivan; Maier, Daryl; Bourne, Don; Sundaresen, Vijay",Auto-Tuning Elastic Applications in Production,Proceedings of the 45th International Conference on Software Engineering: Software Engineering in Practice,979-8-3503-0037-6,,https://doi.org/10.1109/ICSE-SEIP58684.2023.00038,2023,ICSE-SEIP '23,,,,IEEE Press,"Melbourne, Australia","Modern cloud applications must be tuned for high performance. Yet, a single static configuration is insufficient since a cloud application must deal with changes in workload, varying numbers of replicas due to auto-scaling, and upgrades to the environment and the application code itself. These dynamics can only be observed altogether during the application execution and affects different layers of the application stack. In this paper, we describe SmartTuning, a technique and tool to auto-tune cloud applications on the fly, improving resource utilization and performance under dynamic workloads.SmartTuning reacts to different workloads over time and automatically explores and adapts the application's configuration through Bayesian Optimization. SmartTuning searches for configurations that better use resources when the application is subject to auto-scaling and dynamic workloads. It minimizes the need for the operations team to instrument code or manually try out configurations in testing environments. Our evaluation of three industrial applications indicates that SmartTuning can, on average, improve application efficiency by 58% and reduce cost by 27%.",,,,,,,,,,,,,,,,,,,,,,,,,,microservices; kubernetes; auto-tuning; elastic cloud environments,0.0,EC3,2822
10.1109/ISCA.2018.00012,0,0,0,0,0,251,"Fowers, Jeremy; Ovtcharov, Kalin; Papamichael, Michael; Massengill, Todd; Liu, Ming; Lo, Daniel; Alkalay, Shlomi; Haselman, Michael; Adams, Logan; Ghandi, Mahdi; Heil, Stephen; Patel, Prerak; Sapek, Adam; Weisz, Gabriel; Woods, Lisa; Lanka, Sitaram; Reinhardt, Steven K.; Caulfield, Adrian M.; Chung, Eric S.; Burger, Doug",A configurable cloud-scale DNN processor for real-time AI,Proceedings of the 45th Annual International Symposium on Computer Architecture,978-1-5386-5984-7,,https://doi.org/10.1109/ISCA.2018.00012,2018,ISCA '18,,,,IEEE Press,"Los Angeles, California","Interactive AI-powered services require low-latency evaluation of deep neural network (DNN) models—aka ""realtime AI"". The growing demand for computationally expensive, state-of-the-art DNNs, coupled with diminishing performance gains of general-purpose architectures, has fueled an explosion of specialized Neural Processing Units (NPUs). NPUs for interactive services should satisfy two requirements: (1) execution of DNN models with low latency, high throughput, and high efficiency, and (2) flexibility to accommodate evolving state-of-the-art models (e.g., RNNs, CNNs, MLPs) without costly silicon updates.This paper describes the NPU architecture for Project Brainwave, a production-scale system for real-time AI. The Brainwave NPU achieves more than an order of magnitude improvement in latency and throughput over state-of-the-art GPUs on large RNNs at a batch size of 1. The NPU attains this performance using a single-threaded SIMD ISA paired with a distributed microarchitecture capable of dispatching over 7M operations from a single instruction. The spatially distributed microarchitecture, scaled up to 96,000 multiply-accumulate units, is supported by hierarchical instruction decoders and schedulers coupled with thousands of independently addressable high-bandwidth on-chip memories, and can transparently exploit many levels of fine-grain SIMD parallelism. When targeting an FPGA, microarchitectural parameters such as native datapaths and numerical precision can be ""synthesis specialized"" to models at compile time, enabling high FPGA performance competitive with hardened NPUs. When running on an Intel Stratix 10 280 FPGA, the Brainwave NPU achieves performance ranging from ten to over thirty-five teraflops, with no batching, on large, memory-intensive RNNs.",,,,,,,,,,,,,,,,,,,,,,,,,,accelerator architectures; field programmable gate arrays; neural network hardware,0.0,EC3,2904
10.1109/ISCA45697.2020.00014,0,0,0,0,0,273,"Adiga, Narasimha; Bonanno, James; Collura, Adam; Heizmann, Matthias; Prasky, Brian R.; Saporito, Anthony",The IBM zl5 high frequency mainframe branch predictor,Proceedings of the ACM/IEEE 47th Annual International Symposium on Computer Architecture,978-1-7281-4661-4,,https://doi.org/10.1109/ISCA45697.2020.00014,2020,ISCA '20,,,,IEEE Press,Virtual Event,"The design of the modern, enterprise-class IBM z15 branch predictor is described. Implemented as a multi-level look-ahead structure, the branch predictor is capable of predicting branch direction and target addresses, augmented with multiple auxiliary direction, target, and power predictors. Predictions are made asynchronously, and later integrated into the processor pipeline. The design is optimized for the unique workloads executed on these enterprise-class systems, including compute intensive and both large instruction and data footprint workloads. This paper highlights the major operations and functions of the IBM z15 branch predictor, including its pipeline, prediction structures and verification methodology. Explanations as to how the design matured to its current state are also provided.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,713
10.1109/ISCA45697.2020.00084,0,0,0,0,0,237,"Gupta, Udit; Hsia, Samuel; Saraph, Vikram; Wang, Xiaodong; Reagen, Brandon; Wei, Gu-Yeon; Lee, Hsien-Hsin S.; Brooks, David; Wu, Carole-Jean",DeepRecSys: a system for optimizing end-to-end at-scale neural recommendation inference,Proceedings of the ACM/IEEE 47th Annual International Symposium on Computer Architecture,978-1-7281-4661-4,,https://doi.org/10.1109/ISCA45697.2020.00084,2020,ISCA '20,,,,IEEE Press,Virtual Event,"Neural personalized recommendation is the cornerstone of a wide collection of cloud services and products, constituting significant compute demand of cloud infrastructure. Thus, improving the execution efficiency of recommendation directly translates into infrastructure capacity saving. In this paper, we propose DeepRecSched, a recommendation inference scheduler that maximizes latency-bounded throughput by taking into account characteristics of inference query size and arrival patterns, model architectures, and underlying hardware systems. By carefully optimizing task versus data-level parallelism, DeepRecSched improves system throughput on server class CPUs by 2x across eight industry-representative models. Next, we deploy and evaluate this optimization in an at-scale production datacenter which reduces end-to-end tail latency across a wide variety of recommendation models by 30%. Finally, DeepRecSched demonstrates the role and impact of specialized AI hardware in optimizing system level performance (QPS) and power efficiency (QPS/watt) of recommendation inference.In order to enable the design space exploration of customized recommendation systems shown in this paper, we design and validate an end-to-end modeling infrastructure, DeepRecInfra. DeepRecInfra enables studies over a variety of recommendation use cases, taking into account at-scale effects, such as query arrival patterns and recommendation query sizes, observed from a production datacenter, as well as industry-representative models and tail latency targets.",,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,EC3,2430
10.1109/MICRO56248.2022.00040,1,1,1,1,1,15,"Khairy, Mahmoud; Alawneh, Ahmad; Barnes, Aaron; Rogers, Timothy G.",SIMR: Single Instruction Multiple Request Processing for Energy-Efficient Data Center Microservices,Proceedings of the 55th Annual IEEE/ACM International Symposium on Microarchitecture,978-1-6654-6272-3,,https://doi.org/10.1109/MICRO56248.2022.00040,2023,MICRO '22,,,,IEEE Press,"Chicago, Illinois, USA","Contemporary data center servers process thousands of similar, independent requests per minute. In the interest of programmer productivity and ease of scaling, workloads in data centers have shifted from single monolithic processes toward a micro and nanoservice software architecture. As a result, single servers are now packed with many threads executing the same, relatively small task on different data.State-of-the-art data centers run these microservices on multi-core CPUs. However, the flexibility offered by traditional CPUs comes at an energy-efficiency cost. The Multiple Instruction Multiple Data execution model misses opportunities to aggregate the similarity in contemporary microservices. We observe that the Single Instruction Multiple Thread execution model, employed by GPUs, provides better thread scaling and has the potential to reduce frontend and memory system energy consumption. However, contemporary GPUs are ill-suited for the latency-sensitive microservice space.To exploit the similarity in contemporary microservices, while maintaining acceptable latency, we propose the Request Processing Unit (RPU). The RPU combines elements of out-of-order CPUs with lockstep thread aggregation mechanisms found in GPUs to execute microservices in a Single Instruction Multiple Request (SIMR) fashion. To complement the RPU, we also propose a SIMR-aware software stack that uses novel mechanisms to batch requests based on their predicted control-flow, split batches based on predicted latency divergence and map per-request memory allocations to maximize coalescing opportunities. Our resulting RPU system processes 5.7× more requests/joule than multi-core CPUs, while increasing single thread latency by only 1.44×.",,,,,,,,,,,,,,,,,,,,,,,,,,data center; GPU; microservices; SIMT,0.0,IC4,87
10.1109/MICRO56248.2022.00063,1,1,1,0,0,73,"Yahya, Jawad Haj; Volos, Haris; Bartolini, Davide B.; Antoniou, Georgia; Kim, Jeremie S.; Wang, Zhe; Kalaitzidis, Kleovoulos; Rollet, Tom; Chen, Zhirui; Geng, Ye; Mutlu, Onur; Sazeides, Yiannakis",AgileWatts: An Energy-Efficient CPU Core Idle-State Architecture for Latency-Sensitive Server Applications,Proceedings of the 55th Annual IEEE/ACM International Symposium on Microarchitecture,978-1-6654-6272-3,,https://doi.org/10.1109/MICRO56248.2022.00063,2023,MICRO '22,,,,IEEE Press,"Chicago, Illinois, USA","User-facing applications running in modern datacenters exhibit irregular request patterns and are implemented using a multitude of services with tight latency requirements (30–250μs). These characteristics render existing energy-conserving techniques ineffective when processors are idle due to the long transition time (order of 100μs) from a deep CPU core idle power state (C-state). While prior works propose management techniques to mitigate this inefficiency, we tackle it at its root with AgileWatts (AW): a new deep CPU core C-state architecture optimized for datacenter server processors targeting latency-sensitive applications.AW drastically reduces the transition latency from deep CPU core idle power states while retaining most of their power savings based on three key ideas. First, AW eliminates the latency (several microseconds) of saving/restoring the core context when powering-off/-on the core in a deep idle state by i) implementing medium-grained power-gates, carefully distributed across the CPU core, and ii) retaining context in the power-ungated domain. Second, AW eliminates the flush latency (several tens of microseconds) of the L1/L2 caches when entering a deep idle state by keeping L1/L2 content power-ungated. A small control logic also remains ungated to serve cache coherence traffic. AW implements cache sleep-mode and leakage reduction for the power-ungated domain by lowering a core's voltage to the minimum operational level. Third, using a state-of-the-art power efficient all-digital phase-locked loop (ADPLL) clock generator, AW keeps the PLL active and locked during the idle state, cutting microseconds of wake-up latency at negligible power cost.Our evaluation with an accurate industrial-grade simulator calibrated against an Intel Skylake server shows that AW reduces the energy consumption of Memcached by up to 71% (35% on average) with &lt;1% end-to-end performance degradation. We observe similar trends for other evaluated services (MySQL and Kafka). AW's new deep C-states C6A and C6AE reduce transition-time by up to 900× as compared to the deepest existing idle state C6, while consuming only 7% and 5% of the active state (C0) power, respectively.",,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,EC3,2321
