Decision,Sum,round_1_result (eoan),round_1_notes,round_2_result (ai),round_2_notes,round_3_result (ai),round_3_notes,round_2_full_output,round_3_full_output,record_id,DOI,Author,Title,Publication Title,ISBN,ISSN,Url,Date,Series,Series Number,Series Text,Series Title,Publisher,Place,Abstract,ISBNs,Funding Information,PDF Link,Author Keywords,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Issue Date,Meeting Date,Author full names,Author(s) ID,Year,Source title,Art. No.,Page start,Page end,Page count,Cited by,Link,Publication Stage,Open Access,Source,EID,Keywords,exported_notes_1,asreview_ranking,asreview_prior
Included,3,1,IC5,1,IC5,1,IC5,INCLUDE - IC5,INCLUDE - IC5,6,10.1007/978-3-031-07472-1_6,"Vitali, Monica",Towards Greener Applications: Enabling Sustainable-aware Cloud Native Applications Design,"Advanced Information Systems Engineering: 34th International Conference, CAiSE 2022, Leuven, Belgium, June 6–10, 2022, Proceedings",978-3-031-07471-4,,https://doi.org/10.1007/978-3-031-07472-1_6,2022,,,,,Springer-Verlag,"Berlin, Heidelberg","Data centers energy demand is increasing. While a great deal of effort has been made to reduce the amount of CO2 generated by large cloud providers, too little has been done from the application perspective. We claim that application developers can impact the environmental footprint by enhancing the application design with additional features. Following the proposed Sustainable Application Design Process (SADP), the application design is enriched with information that can be leveraged by cloud providers to manage application execution in an energy-aware manner. This exploratory work aims to emphasize the awareness on the sustainability of applications by proposing a methodology for its evaluation. To this end, we first suggest possible actions to enrich the application design towards sustainability, and finally describe how this additional information can be leveraged in the application workflow. We discuss the feasibility of our methodology by referring to existing tools and technologies capable of supporting the design features proposed in a production environment.",,,,,,,,,,,,,,,,,,,,,,,,,,Cloud-native; Energy-efficiency; Sustainability-awareness; Sustainable applications; Workflow design,EC3 but maybe interesting,67,0
Included,3,1,IC5,1,IC5,1,IC5,INCLUDE - IC5,INCLUDE - IC5,11,10.1007/978-3-031-71142-8_2,Poth A.; Saalfeld L.,Improve IT Sustainability with IT Technology – Comparison of an Explore vs. Exploit Strategy (with a Case Study on Containerized Workloads),,,,,,,,,,,,"The size and complexity of IT systems is growing over time. Therefore, the resource unit footprint of an IT system grows, too. But what impact has an exploration strategy of new technologies to reduce the footprint? Based on a case study of a cloud service from the Volkswagen Group IT an exploration approach is compared with an exploitation approach. It presents the methodical approach and its effects on the resource unit footprint of a micro-service architecture of the IT service. The approach enables the DevOps team to beat Wirth’s law by keeping the footprint at least constant by offering more capabilities and features to their users. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.",,,,Containerization; Green IT; Micro-Service; Native Image; Sustainability; Wirth’s law,,,,,,,,"Poth, Alexander (57207597845); Saalfeld, Luca (59337943700)",57207597845; 59337943700,2024,Communications in Computer and Information Science,,22,35,13,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204598573&doi=10.1007%2f978-3-031-71142-8_2&partnerID=40&md5=368aebc947fe40d0bd796c242e692b49,Final,,Scopus,2-s2.0-85204598573,Case-studies; Containerization; Exploration strategies; Green-IT; IT system; Micro services; Native image; Resource units; Technology comparison; Wirth’s law,EC3,68,0
Included,3,1,IC5,1,IC5,1,IC5,INCLUDE - IC5,INCLUDE - IC5,79,10.1109/IC2E59103.2023.00011,M. Vitali; P. Schmiedmayer; V. Bootz,Enriching Cloud-native Applications with Sustainability Features,2023 IEEE International Conference on Cloud Engineering (IC2E),,2694-0825,,06-Nov-23,,,,,IEEE,,"Due to the ever-growing demand for computational resources, the environmental impact of data centers is continuously increasing. Recently, a great effort has been made to mitigate this impact, while the demand for computational resources has continued to grow. Current mitigation strategies focus on the infrastructure perspective, while the application perspective has been neglected. This paper aims to engage application designers and developers on the path to greener application design. Following the Sustainable Application Design Process (SADP) methodology, we introduce a Sustainable Application Design Architecture (SADA) for enriching cloud-native application components with sustainability features that can be exploited to adapt the application workflow to the environmental context. The architecture enables synergies from design to deployment between all stakeholders involved in the application management. The paper focuses on enriching the application with sustainability features in the design and development phases. We also present and discuss a prototype that can translate design-level sustainability features into development features.",979-8-3503-4394-6,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10305842,cloud-native applications;green IS;application design;adaptive workflow;microservices,,,,51,IEEE,,,,,,,,,,,,,,,,,Green products;Prototypes;Microservice architectures;Computer architecture;Quality of service;Energy efficiency;Stakeholders,EC3 but might be useful,70,0
Included,3,1,IC5,1,IC5,1,IC5,INCLUDE - IC5,INCLUDE - IC5,36,10.1109/ACCESS.2018.2825295,A. E. Khaled; A. Helal; W. Lindquist; C. Lee,IoT-DDL–Device Description Language for the “T” in IoT,IEEE Access,,2169-3536,,10-Apr-18,,,,,IEEE,,"We argue that the success of the Internet of Things (IoT) vision will greatly depend on how its main ingredient-the “thing”-is architected and prepared to engage. The IoT's fragmented and widevarying nature introduces the need for additional effort to homogenize these things so they may blend together with the surrounding space to create opportunities for powerful and unprecedented IoT applications. We introduce the IoT Device Description Language (IoT-DDL), a machineand human-readable descriptive language for things, seeking to achieve such integration and homogenization. IoT-DDL explicitly tools things to self-discover and securely share their own capabilities, entities, and services, including the various cloudbased accessories that may be attached to them. We also present the Atlas thing architecture-a lightweight architecture for things that fully exploits IoT-DDL and its specifications. Our architecture provides new OS layers, services, and capabilities we believe a thing must have in order to be prepared to engage in IoT scenarios and applications. The architecture and IoT-DDL enable things to generate their offered services and self-formulate APIs for such services, on the fly, at power-on or whenever a thing description changes. The architecture takes advantage of widely used device management, micro-services, security, and communication standards and protocols. We present details of IoT-DDL and corresponding parts of the thing architecture. We demonstrate some features of IoT-DDL and the architecture through proof-of-concept implementations. Finally, we present a benchmarking study to measure and assess time performance and energy consumption characteristics of our architecture and IoT-DDL on real hardware platforms.",,Philips; Basic Science Research Program through the National Research Foundation of Korea; Ministry of Science; ICT(grant numbers:2017R1A2B4010395);,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8334820,Internet of Things architecture;thing description;microservices;OMA;IPSO;CoAP;MQTT,,29,,52,OAPA,,,,,,,,,,,,,,,,,Computer architecture;Cloud computing;Internet of Things;Tools;Ecosystems;Metadata,,71,0
Included,3,1,IC6,1,IC5,1,IC5,INCLUDE - IC5,INCLUDE - IC5,127,10.1109/MASCOTS.2018.00030,J. von Kistowski; S. Eismann; N. Schmitt; A. Bauer; J. Grohmann; S. Kounev,"TeaStore: A Micro-Service Reference Application for Benchmarking, Modeling and Resource Management Research","2018 IEEE 26th International Symposium on Modeling, Analysis, and Simulation of Computer and Telecommunication Systems (MASCOTS)",,2375-0227,,08-Nov-18,,,,,IEEE,,"Modern distributed applications offer complex performance behavior and many degrees of freedom regarding deployment and configuration. Researchers employ various methods of analysis, modeling, and management that leverage these degrees of freedom to predict or improve non-functional properties of the software under consideration. In order to demonstrate and evaluate their applicability in the real world, methods resulting from such research areas require test and reference applications that offer a range of different behaviors, as well as the necessary degrees of freedom. Existing production software is often inaccessible for researchers or closed off to instrumentation. Existing testing and benchmarking frameworks, on the other hand, are either designed for specific testing scenarios, or they do not offer the necessary degrees of freedom. Further, most test applications are difficult to deploy and run, or are outdated. In this paper, we introduce the TeaStore, a state-of-the-art micro-service-based test and reference application. TeaStore offers services with different performance characteristics and many degrees of freedom regarding deployment and configuration to be used as a benchmarking framework for researchers. The TeaStore allows evaluating performance modeling and resource management techniques; it also offers instrumented variants to enable extensive run-time analysis. We demonstrate TeaStore's use in three contexts: performance modeling, cloud resource management, and energy efficiency analysis. Our experiments show that TeaStore can be used for evaluating novel approaches in these contexts and also motivates further research in the areas of performance modeling and resource management.",978-1-5386-6886-3,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8526888,Microservice;Benchmarking;Performance;Power;Energy Efficiency;Models;Auto Scaler;Container;Cloud,,72,,61,IEEE,,,,,,,,,,,,,,,,,Benchmark testing;Software;Analytical models;Resource management;Predictive models;Instruments,IC4,72,0
Included,3,1,IC5,1,IC5,1,IC5,INCLUDE - IC5,INCLUDE - IC5,61,10.1109/CASCON62161.2024.10837926,M. Bachras; S. Tijanic; S. Zhang; Y. Zhang; B. Yan; L. W. Piu; H. -A. Jacobsen,"Next-Generation Cloud Databases: Balancing Performance, Sustainability, and Resource Management",2024 34th International Conference on Collaborative Advances in Software and COmputiNg (CASCON),,,,17-Jan-25,,,,,IEEE,,"This study enhances cloud database technologies for cyber-physical systems and IoT applications, addressing four key challenges: memory constraints, environmental impact, query performance, and serverless resource management. We introduce REMON, a network-based solution extending server memory capacity, and Krysha, a framework optimizing serverless microservices. Our research also includes an environmental impact assessment of analytical databases and explores hardware-conscious query tuning. Through extensive experiments, we demonstrate significant improvements in efficiency, scalability, and sustainability of cloud database systems. These advancements offer valuable solutions for managing large-scale data in complex digital ecosystems, with implications for both performance optimization and environmental considerations in cloud computing.",979-8-3315-0483-0,ORF; NSERC;,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10837926,cloud computing;resource allocation;databases;query tuning;sustainability,,,,17,IEEE,,,,,,,,,,,,,,,,,Cloud computing;Scalability;Microservice architectures;Software;Resource management;Servers;Sustainable development;Tuning;Optimization;Next generation networking,IC4,73,0
Included,3,1,IC6,1,IC5,1,IC5,INCLUDE - IC5,INCLUDE - IC5,4,10.1007/978-3-030-71906-7_6,Pontes F.A.; Curry E.,Cloud-Edge Microservice Architecture for DNN-based Distributed Multimedia Event Processing,,,,,,,,,,,,"The rise of Big Data, Internet of Multimedia Things (IoMT), and Deep Neural Network (DNN) enabled the growth of DNN-based Computer Vision solutions to Multimedia Event Processing (MEP) applications. When these are applied to a real-world scenario we notice the importance of having a system with a satisfactory speed that can fit in the limited resources of most IoMT devices. However, most solutions for distributed MEP are dependent on a Cloud architecture, which makes these applications migration to the Edge more challenging. As a response to this, we present a microservice architecture for DNN-based distributed MEP over heterogeneous Cloud-Edge environments. We describe our solution that allows for an easier deployment both on the Edge and on the Cloud. We show that choosing the proper tools for an Edge-Friendly solution can lead to 100 times less resource utilisation. Our preliminary investigation shows promising results, with a reduction in energy consumption by 8% with a minor drawback of 15% in throughput in the Edge and a negligible increase in energy consumption on the Cloud. © 2021, Springer Nature Switzerland AG.",,,,Cloud-Independent; Deep Neural Networks; Distributed computing; Edge-Friendly; Multimedia Event Processing,,,,,,,,"Pontes, Felipe Arruda (57225798449); Curry, Edward (12790805000)",57225798449; 12790805000,2021,Communications in Computer and Information Science,,65,72,7,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103490774&doi=10.1007%2f978-3-030-71906-7_6&partnerID=40&md5=94342a4db133029d4285350e04a992ee,Final,,Scopus,2-s2.0-85103490774,Cloud computing; Deep neural networks; Energy utilization; Green computing; Network architecture; Cloud architectures; Distributed multimedia; Edge-friendly; Event Processing; Real-world scenario; Reduction in energy consumption; Resource utilisation; Computer architecture,IC4,74,0
Included,3,1,IC6,1,IC5,1,IC5,INCLUDE - IC5,INCLUDE - IC5,147,10.1109/TNSM.2021.3126822,Z. Xiang; M. Höweler; D. You; M. Reisslein; F. H. P. Fitzek,X-MAN: A Non-Intrusive Power Manager for Energy-Adaptive Cloud-Native Network Functions,IEEE Transactions on Network and Service Management,,1932-4537,,10-Nov-21,,,,,IEEE,,"Emerging microservices demand flexible low-latency processing of network functions in virtualized environments, e.g., as containerized network functions (CNFs). While ensuring highly responsive low-latency CNF processing, the computing environments should conserve energy to reduce costs. In this systems integration study, we develop and evaluate the novel XDP-Monitoring Energy-Adaptive Network Functions (X-MAN) framework for managing the CPU operational states (P-states) so as to reduce the power consumption while prioritizing low-latency service. Architecturally, X-MAN consists of lightweight traffic monitors that are attached to the virtual network interfaces in the kernel space for per-CNF traffic monitoring and a power manager in user space with a global view of the CNFs on a CPU core. Algorithmically, X-MAN monitors the CPU core utilization via hybrid simple and weighted moving average prediction fed by the traffic monitors and a power management based on step-based CPU core frequency (P-state) adjustments. We evaluate X-MAN through extensive measurements in a real physical testbed operating at up to 10 Gbps. We find that X-MAN incurs significantly shorter and more consistent monitoring latencies for the CPU utilization than a state-of-the-art CPU hardware counter approach. Also, X-MAN achieves more responsive CPU core frequency adjustments and more pronounced reductions of the CPU power consumption than a state-of-the-art code instrumentation approach. We make the X-MAN source code publicly available.",,"German Research Foundation (DFG, Deutsche Forschungsgemeinschaft) as part of Germany’s Excellence Strategy – EXC 2050/1 – Cluster of Excellence “Centre for Tactile Internet with Human-in-the-Loop” (CeTI) of Technische Universität Dresden(grant numbers:390696704); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9610120,Containerized network function (CNF);CPU P-state;express data path (XDP);load monitoring;microservice;network testbed;power management,,8,,112,IEEE,,,,,,,,,,,,,,,,,Monitoring;Power system management;Codes;Central Processing Unit;Hardware;Instruments;Kernel,IC4,75,0
Included,3,1,IC5,1,IC5,1,IC5,INCLUDE - IC5,INCLUDE - IC5,109,10.1109/ISCC55528.2022.9912882,J. Georgiou; M. Symeonides; M. Kasioulis; D. Trihinas; G. Pallis; M. D. Dikaiakos,BenchPilot: Repeatable & Reproducible Benchmarking for Edge Micro-DCs,2022 IEEE Symposium on Computers and Communications (ISCC),,2642-7389,,19-Oct-22,,,,,IEEE,,"Micro-Datacenters (DCs) are emerging as key en-ablers for Edge computing and 5G mobile networks by pro-viding processing power closer to IoT devices to extract timely analytic insights. However, the performance evaluation of data stream processing on micro-DCs is a daunting task due to difficulties raised by the time-consuming setup, configuration and heterogeneity of the underlying environment. To address these challenges, we introduce BenchPilot, a modular and highly customizable benchmarking framework for edge micro-DCs. BenchPilot provides a high-level declarative model for describing experiment testbeds and scenarios that automates the bench-marking process on Streaming Distributed Processing Engines (SDPEs). The latter enables users to focus on performance analysis instead of dealing with the complex and time-consuming setup. BenchPilot instantiates the underlying cluster, performs repeatable experimentation, and provides a unified monitoring stack in heterogeneous Micro-DCs. To highlight the usability of BenchPilot, we conduct experiments on two popular streaming engines, namely Apache Storm and Flink. Our experiments compare the engines based on performance, CPU utilization, energy consumption, temperature, and network I/O.",978-1-6654-9792-3,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9912882,Edge Computing;Internet of Things,,3,,18,IEEE,,,,,,,,,,,,,,,,,Energy consumption;Storms;Telecommunication traffic;Benchmark testing;Central Processing Unit;Servers;Usability,EC3,76,0
Included,3,1,IC5,1,IC5,1,IC5,INCLUDE - IC5,INCLUDE - IC5,161,10.1145/3129790.3129818,"Munoz, Daniel-Jesus; Pinto, Mónica; Fuentes, Lidia",Green software development and research with the HADAS toolkit,Proceedings of the 11th European Conference on Software Architecture: Companion Proceedings,978-1-4503-5217-8,,https://doi.org/10.1145/3129790.3129818,2017,ECSA '17,,,,Association for Computing Machinery,"New York, NY, USA","Energy is a critical resource, and designing a sustainable software architecture is a non-trivial task. Developers require energy metrics that support sustainable software architectures reflecting quality attributes such as security, reliability, performance, etc., identifying what are the concerns that impact more in the energy consumption. A variability model of different designs and implementations of an energy model should exist for this task, as well as a service that stores and compares the experimentation results of energy and time consumption of each concern, finding out what is the most eco-efficient solution. The experimental measurements are performed by energy experts and researchers that share the energy model and metrics in a collaborative repository. HADAS confronts these tasks modelling and reasoning with the variability of energy consuming concerns for different energy contexts, connecting HADAS variability model with its energy efficiency collaborative repository, establishing a Software Product Line (SPL) service. Our main goal is to help developers to perform sustainability analyses finding out the eco-friendliest architecture configurations. A HADAS toolkit prototype is implemented based on a Clafer model and Choco solver, and it has been tested with several case studies.",,,,,,,,,,,,,,,,,,,,,,,,,,energy efficiency; variability; optimisation; clafer; CVL; metrics; repository; software product line,EC3 but maybe useful,77,0
Included,3,1,IC6,1,IC5,1,IC5,INCLUDE - IC5,INCLUDE - IC5,110,10.1109/ISCC61673.2024.10733667,J. Gómez-delaHiz; A. García-López; S. García-Gil; D. Ramos-Ramos; A. Fakhreddine; J. M. Murillo; J. Galán-Jiménez,Throughput-Energy Efficiency Trade-off in Microservices-Based UAV Networks,2024 IEEE Symposium on Computers and Communications (ISCC),,2642-7389,,31-Oct-24,,,,,IEEE,,"Rural areas broadband access suffers from the limited investment of network operators, due to the forecasted return on investment. As a consequence, digital services such as eHealth, remote education, or smart agriculture cannot be offered to the rural population. In this context, research on Unmanned Aerial Vehicles (UAV) networks has emerged, which aims to solve the coverage problem by relying on small cells mounted on UAVs to provide coverage. From the network Quality of Service (QoS) point of view, i.e., the performance offered to users according to certain parameters such as delay, reliability, and throughput provisioning can be identified as one of the weak points. For the problem of maximizing throughput, the main solution is to group several UAVs in the same area. However, as the offered throughput increases, the power consumption will also increase. In this context, this paper proposes a genetic algorithm to solve the problem of jointly maximizing the offered throughput in rural scenarios where users request microservice-based IoT applications while minimizing the energy consumption of the swarm of UAVs. The algorithm is defined and evaluated in realistic scenarios, demonstrating its effectiveness on increasing the throughput while decreasing the number of UAVs that are required.",979-8-3503-5423-2,Ministry of Economy; Austrian Science Fund;,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10733667,UAV;Throughput;Energy efficiency;Genetic algorithm;Rural areas;MSA,,,,31,IEEE,,,,,,,,,,,,,,,,,Smart agriculture;Energy consumption;Microservice architectures;Quality of service;Throughput;Autonomous aerial vehicles;Telecommunications;Telecommunication network reliability;Investment;Genetic algorithms,,78,0
Included,3,1,IC6,1,IC6,1,IC6,INCLUDE - IC6,INCLUDE - IC6,18,10.1007/s10922-024-09825-9,Ramos-Ramos D.; González-Vegas A.; Berrocal J.; Galán-Jiménez J.,Energy-Aware Microservice-Based Application Deployment in UAV-Based Networks for Rural Scenarios,,,,,,,,,,,,"Yearly, the rates of Internet penetration are on the rise, surpassing 80% in developed nations. Despite this progress, over two billion individuals in rural and low-income regions face a complete absence of Internet access. This lack of connectivity hinders the implementation of vital services like remote healthcare, emergency assistance, distance learning, and personal communications. To bridge this gap and bring essential services to rural populations, this paper leverages Unmanned Aerial Vehicles (UAVs). The proposal introduces a UAV-based network architecture and an energy-efficient algorithm to deploy Internet of Things (IoT) applications. These applications are broken down into microservices, strategically distributed among a subset of UAVs. This approach addresses the limitations associated with running an entire IoT application on a single UAV, which could lead to suboptimal outcomes due to battery and computational constraints. Simulation results conducted in a realistic scenario underscore the effectiveness of the proposed solution. The evaluation includes assessing the percentage of IoT requests successfully served to users in the designated area and reducing the energy consumption required by UAVs during the handling of such requests. © The Author(s) 2024.",,,,Digital divide; Energy efficiency; IoT; Microservices; UAV,,,,,,,,"Ramos-Ramos, Diego (59246875200); González-Vegas, Alejandro (59155363400); Berrocal, Javier (32667521200); Galán-Jiménez, Jaime (35112903800)",59246875200; 59155363400; 32667521200; 35112903800,2024,Journal of Network and Systems Management,53,,,,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195140061&doi=10.1007%2fs10922-024-09825-9&partnerID=40&md5=2e2706949b802ecb64f3b849b5f3cf9b,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85195140061,Antennas; Distance education; Energy utilization; Internet of things; Network architecture; Power management (telecommunication); Rural areas; Unmanned aerial vehicles (UAV); Aerial vehicle; Application deployment; Digital divide; Distance-learning; Energy aware; Essential services; Internet access; Low incomes; Microservice; Unmanned aerial vehicle; Energy efficiency,IC4,79,0
Included,3,1,IC6,1,IC5,1,IC5,INCLUDE - IC5,INCLUDE - IC5,27,10.1016/j.iot.2024.101463,García-Gil S.; Ramos-Ramos D.; Berrocal J.; Murillo J.M.; Galán-Jiménez J.,Microservices migration: A pathway to improved energy efficiency in UAV networks,,,,,,,,,,,,"The access to Internet and digital services play a key role in all aspects of development, from the economic to the socio-cultural dimensions, yet a substantial part of the world's population is deprived of this source of opportunities. Rural regions, characterized by having low population densities, suffer this lack of provision the most. On top of that, the remoteness and complicated orography of rural localities render traditional network infrastructure close to useless. To ensure that these localities benefit from access to digital services and to the Internet, we envision the use of swarms of Unmanned Aerial Vehicles (UAVs). Through computing enabled UAVs, the deployment of IoT applications decomposed into microservices that have an impact in the main socio-economic activities becomes a possibility. However, UAVs consume a lot of battery power, which complicates the feasibility of their use in real-world environments. To overcome this limitation, in this paper the energy optimal deployment and migration of microservices is studied, resulting in an Mix Integer Linear Programming (MILP) problem formulation. As a result, an optimal battery drain aware deployer and migrator of microservices in UAV-based networks is proposed. Our method has proved effective during the simulation, perfectly balancing the work load between UAVs, thus balancing also battery drain and maximizing fly time. © 2024 Elsevier B.V.",,,,Energy efficiency; IoT; Microservices migration; UAV,,,,,,,,"García-Gil, Santiago (58915641800); Ramos-Ramos, Diego (59246875200); Berrocal, Javier (32667521200); Murillo, Juan Manuel (8687210000); Galán-Jiménez, Jaime (35112903800)",58915641800; 59246875200; 32667521200; 8687210000; 35112903800,2025,Internet of Things (The Netherlands),101463,,,,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214268619&doi=10.1016%2fj.iot.2024.101463&partnerID=40&md5=107bbb09a175161e54cf7f77128e30f3,Final,,Scopus,2-s2.0-85214268619,,IC4,80,0
Included,1,1,IC5,0,EC4,0,EC4,EXCLUDE - EC4,EXCLUDE - EC4,107,10.1109/ISCA59077.2024.00041,Wang J.; Berger D.S.; Kazhamiaka F.; Irvene C.; Zhang C.; Choukse E.; Frost K.; Fonseca R.; Warrier B.; Bansal C.; Stern J.; Bianchini R.; Sriraman A.,Designing Cloud Servers for Lower Carbon,,,,,,,,,,,,"To mitigate climate change, we must reduce carbon emissions from hyperscale cloud computing. We find that cloud compute servers cause the majority of emissions in a general-purpose cloud. Thus, we motivate designing carbon-efficient compute server SKUs, or GreenSKUs, using recently-available low-carbon server components. To this end, we design and build three GreenSKUs using low-carbon components, such as energy-efficient CPUs, reused old DRAM via CXL, and reused old SSDs.We detail several challenges that limit GreenSKUs, carbon savings at scale and may prevent their adoption by cloud providers. To address these challenges, we develop a novel methodology and associated framework, GSF (GreenSKU Framework), that enables a cloud provider to systematically evaluate a GreenSKU's carbon savings at scale. We implement GSF within Microsoft Azure's production constraints to evaluate our three GreenSKUs' carbon savings. Using GSF, we show that our most carbon-efficient GreenSKU reduces emissions per core by 28 % compared to currently-deployed cloud servers. When designing GreenSKUs to meet applications' performance requirements, we reduce emissions by 15 %. When incorporating overall data center overheads, our GreenSKU reduces Azure's net cloud emissions by 8 %. © 2024 IEEE.",,,,Carbon; Cloud Computing; Data Center; Server Design; Sustainability,,,,,,,,"Wang, Jaylen (58566181500); Berger, Daniel S. (56270528200); Kazhamiaka, Fiodar (56790102800); Irvene, Celine (57195997387); Zhang, Chaojie (57207250303); Choukse, Esha (57191255557); Frost, Kali (57203118485); Fonseca, Rodrigo (8872461200); Warrier, Brijesh (57228220000); Bansal, Chetan (55370264500); Stern, Jonathan (59258597400); Bianchini, Ricardo (7006939544); Sriraman, Akshitha (57189065986)",58566181500; 56270528200; 56790102800; 57195997387; 57207250303; 57191255557; 57203118485; 8872461200; 57228220000; 55370264500; 59258597400; 7006939544; 57189065986,2024,Proceedings - International Symposium on Computer Architecture,,452,470,18,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200553624&doi=10.1109%2fISCA59077.2024.00041&partnerID=40&md5=04e02bd90867d84af9b5000b6a4fc8ec,Final,,Scopus,2-s2.0-85200553624,Carbon; Climate change; Energy efficiency; Green computing; Program processors; Windows operating system; Carbon emissions; Carbon saving; Cloud providers; Cloud servers; Cloud-computing; Datacenter; Design and build; Low carbon; Server components; Server design; Cloud computing,EC3,8,0
Included,1,1,IC6,0,EC4,0,EC4,EXCLUDE - EC4,EXCLUDE - EC4,22,10.1016/j.comnet.2025.111158,Calagna A.; Ravera S.; Chiasserini C.F.,Enabling efficient collection and usage of network performance metrics at the edge,,,,,,,,,,,,"Microservices (MSs)-based architectures have become the de facto standard for designing and implementing edge computing applications. In particular, by leveraging Network Performance Metrics (NPMs) coming from the Radio Access Network (RAN) and sharing context-related information, AI-driven MSs have demonstrated to be highly effective in optimizing RAN performance. In this context, this work addresses the critical challenge of ensuring efficient data sharing and consistency by proposing a holistic platform that regulates the collection and usage of NPMs. We first introduce two reference platform architectures and detail their implementation using popular, off-the-shelf database solutions. Then, to evaluate and compare such architectures and their implementation, we develop PACE, a highly configurable, scalable, MS-based emulation framework of producers and consumers of NPMs, capable of realistically reproducing a broad range of interaction patterns and load dynamics. Using PACE on our cloud computing testbed, we conduct a thorough characterization of various NPM platform architectures and implementations under a spectrum of realistic edge traffic scenarios, from loosely coupled control loops to latency- and mission- critical use cases. Our results reveal fundamental trade-offs in stability, availability, scalability, resource usage, and energy footprint, demonstrating how PACE effectively enables the identification of suitable platform solutions depending on the reference edge scenario and the required levels of reliability and data consistency. © 2025 The Authors",,,,Data availability; Data consistency; Edge computing; Microservices,,,,,,,,"Calagna, Antonio (58512977800); Ravera, Stefano (59663749400); Chiasserini, Carla Fabiana (7004886008)",58512977800; 59663749400; 7004886008,2025,Computer Networks,111158,,,,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219496402&doi=10.1016%2fj.comnet.2025.111158&partnerID=40&md5=f64d1e547fad5b1fffd2abc6d9567fa1,Final,,Scopus,2-s2.0-85219496402,Cloud platforms; Radio access networks; Computing applications; Data availability; Data consistency; De facto standard; Edge computing; Microservice; Network performance metrics; Performance; Platform architecture; Radio access networks; Cloud computing architecture,IC4,32,0
Included,1,1,IC5,0,EC4,0,EC4,EXCLUDE - EC4,EXCLUDE - EC4,128,10.1109/MICRO50266.2020.00074,A. Mirhosseini; H. Golestani; T. F. Wenisch,HyperPlane: A Scalable Low-Latency Notification Accelerator for Software Data Planes,2020 53rd Annual IEEE/ACM International Symposium on Microarchitecture (MICRO),,,,11-Nov-20,,,,,IEEE,,"I/O software stacks have evolved rapidly due to the growing speed of I/O devices-including network adapters, storage devices, and accelerators-and the emergence of microservice-based programming models. Datacenters rely on fast, efficient Software Data Planes (SDPs), which orchestrate data transfer between applications and I/O devices. Modern data planes are user-level software stacks, wherein cores spin-poll a large number of queues to avoid the attendant overheads of kernel-based I/O. Cores often poll empty queues before finding work in non-empty ones. Interrogating empty queues hurts peak throughput, tail latency, and energy efficiency as it often entails fruitless cache misses. In this work, we propose HyperPlane, an efficient accelerator for the notification mechanism of SDPs. The key features of HyperPlane are (1) avoiding iteration over empty I/O queues, unlike software-only designs, resulting in queue scalability, (2) halting execution when I/O queues are idle, leading to work proportionality and energy efficiency, and (3) efficiently sharing queues across cores to enjoy strong theoretical properties of scale-up queuing. HyperPlane is realized through a hardware subsystem associated with a familiar programming model. HyperPlane's microarchitecture consists of a monitoring set that watches for work arrival from I/O, and a ready set, which tracks ready queues and distributes work to cores based on various service policies and priority levels. We show that HyperPlane improves peak throughput by 4.1× and tail latency by 16.4× compared to a state-of-the-art SDP.",978-1-7281-7383-2,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9251997,software data plane;acceleration;spin-polling;notification,,7,,101,IEEE,,,,,,,,,,,,,,,,,Microarchitecture;Scalability;Programming;Throughput;Software;Queueing analysis;Monitoring,,69,0
